Season,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980-1981,"Bill Hanzlik",SF,23,SEA,74,1259,11.00,0.5580,0.0170,0.5190,6.00,7.30,6.70,12.00,2.20,0.90,19.10,14.20,1.10,1.30,2.40,0.0910,-1.9000,1.1000,-0.7000,0.4000
1981-1982,"Bill Hanzlik",SF,24,SEA,81,1974,9.60,0.5430,0.0110,0.4930,5.60,8.90,7.30,11.60,2.00,0.80,19.60,11.30,1.30,2.90,4.10,0.1000,-2.4000,1.7000,-0.6000,0.7000
1988-1989,"Bill Jones",PF,22,NJN,37,307,13.90,0.5330,0.0100,0.4220,7.00,10.10,8.50,9.60,2.70,1.20,13.00,18.50,0.30,0.30,0.60,0.0890,-1.4000,0.4000,-0.9000,0.1000
1980-1981,"Bill Laimbeer",C,23,CLE,81,2460,14.20,0.5360,0.0000,0.2280,11.40,20.20,15.60,11.50,1.10,1.80,15.20,14.20,3.40,2.00,5.40,0.1040,-0.3000,0.3000,0.0000,1.3000
1981-1982,"Bill Laimbeer",C,24,CLE,50,894,14.20,0.5460,0.0240,0.4740,14.80,20.60,17.50,6.90,1.20,1.90,16.60,16.90,1.10,0.60,1.80,0.0940,-1.6000,-0.8000,-2.4000,-0.1000
1981-1982,"Bill Laimbeer",C,24,DET,30,935,16.50,0.5780,0.0250,0.3960,12.50,27.80,19.90,7.90,0.80,2.00,15.30,16.40,1.60,1.30,2.90,0.1490,0.4000,0.0000,0.4000,0.6000
1982-1983,"Bill Laimbeer",C,25,DET,82,2871,16.60,0.5520,0.0150,0.3530,10.00,26.30,18.00,12.10,0.80,2.20,14.80,16.00,4.90,3.60,8.50,0.1420,0.8000,0.5000,1.3000,2.4000
1983-1984,"Bill Laimbeer",C,26,DET,82,2864,19.20,0.5900,0.0110,0.3500,11.80,26.00,18.60,6.80,0.80,1.60,11.10,18.20,7.30,3.50,10.80,0.1810,2.5000,-0.7000,1.8000,2.7000
1984-1985,"Bill Laimbeer",C,27,DET,82,2892,18.00,0.5480,0.0150,0.2600,10.20,27.00,18.30,7.00,1.10,1.40,9.00,19.10,5.60,4.10,9.80,0.1620,1.3000,-0.1000,1.3000,2.4000
1985-1986,"Bill Laimbeer",C,28,DET,82,2891,17.60,0.5450,0.0130,0.2880,10.90,28.90,19.70,6.60,0.90,1.30,9.60,18.70,5.40,3.80,9.20,0.1530,1.3000,-0.7000,0.6000,1.9000
1986-1987,"Bill Laimbeer",C,29,DET,82,2854,17.40,0.5590,0.0210,0.2710,9.40,26.10,18.00,7.40,1.20,1.40,9.60,17.70,5.60,4.90,10.50,0.1760,1.4000,0.8000,2.3000,3.0000
1987-1988,"Bill Laimbeer",C,30,DET,82,2897,15.10,0.5460,0.0420,0.2320,6.50,25.10,16.00,9.60,1.10,1.60,11.80,16.50,3.80,5.00,8.80,0.1460,0.5000,1.7000,2.2000,3.1000
1988-1989,"Bill Laimbeer",C,31,DET,81,2640,16.60,0.5570,0.0960,0.2360,6.20,26.10,16.60,9.80,1.00,2.30,11.50,18.20,4.00,5.00,9.00,0.1640,1.1000,2.1000,3.2000,3.4000
1989-1990,"Bill Laimbeer",C,32,DET,81,2675,15.80,0.5640,0.2010,0.2450,7.10,26.00,16.60,9.10,1.10,2.00,10.10,15.60,4.70,2.10,10.10,0.1820,0.9000,2.4000,3.3000,3.6000
1981-1982,"Bill Laimbeer",C,24,TOT,80,1829,15.40,0.5630,0.0240,0.4330,13.60,24.30,18.70,7.40,1.00,2.00,15.90,16.60,2.80,1.90,4.70,0.1220,-0.6000,-0.4000,-1.0000,0.5000
1985-1986,"Bill Martin",SF,23,IND,66,691,11.50,0.5160,0.0270,0.1810,6.60,9.40,8.00,11.30,1.40,0.60,15.30,22.60,0.00,0.70,0.60,0.0450,-2.5000,-0.9000,-3.4000,-0.2000
1986-1987,"Bill Martin",SF,24,NYK,8,68,6.20,0.4380,0.0000,0.3200,3.30,8.30,5.80,0.00,2.90,1.70,19.70,21.80,-0.20,0.10,-0.10,-0.0870,-5.8000,-2.1000,-7.9000,-0.1000
1987-1988,"Bill Martin",SF,25,PHO,10,101,5.70,0.3530,0.0200,0.2550,10.00,20.20,15.00,8.00,2.30,0.00,13.70,26.50,-0.30,0.10,-0.20,-0.1170,-6.9000,-2.0000,-8.9000,-0.2000
1980-1981,"Bill Mayfield",SF,23,GSW,7,54,6.80,0.4500,0.0000,0.1110,14.20,4.20,9.20,2.50,0.00,1.00,13.70,16.10,0.00,0.00,0.00,0.0000,-3.6000,-1.0000,-4.6000,-0.1000
1980-1981,"Bill Robinzine",PF,28,CLE,8,84,6.00,0.4650,0.0000,0.2500,5.00,12.50,8.60,8.10,2.30,0.00,22.00,21.80,-0.20,0.10,-0.10,-0.0570,-5.1000,-0.3000,-5.4000,-0.1000
1980-1981,"Bill Robinzine",PF,28,DAL,70,1932,15.20,0.5310,0.0080,0.3440,9.30,21.80,15.30,9.50,1.80,0.30,16.20,23.60,0.90,1.50,2.40,0.0590,-1.1000,-1.2000,-2.2000,-0.1000
1980-1981,"Bill Robinzine",PF,28,TOT,78,2016,14.80,0.5280,0.0070,0.3400,9.10,21.40,15.00,9.50,1.80,0.30,16.50,23.50,0.70,1.50,2.30,0.0540,-1.2000,-1.2000,-2.4000,-0.2000
1981-1982,"Bill Robinzine",PF,29,UTA,56,651,11.30,0.4940,0.0000,0.2550,9.10,14.80,11.90,10.30,2.60,0.40,20.20,25.20,-0.70,0.50,-0.20,-0.0130,-4.9000,-1.1000,-6.0000,-0.7000
1985-1986,"Bill Walton*",C,33,BOS,80,1546,17.00,0.6060,0.0000,0.4910,10.40,27.30,19.40,13.60,1.20,3.80,23.20,17.30,1.60,3.40,5.00,0.1570,0.1000,2.9000,3.0000,2.0000
1986-1987,"Bill Walton*",C,34,BOS,10,112,5.60,0.4290,0.0000,0.5770,12.10,18.50,15.60,9.70,0.40,5.00,31.50,18.10,-0.30,0.20,-0.10,-0.0470,-6.4000,2.3000,-4.1000,-0.1000
1984-1985,"Bill Walton*",C,32,LAC,67,1647,17.80,0.5580,0.0040,0.3930,11.70,28.10,20.20,13.00,1.40,4.60,22.30,19.30,0.60,2.70,3.30,0.0970,-0.2000,2.4000,2.2000,1.7000
1982-1983,"Bill Walton*",C,30,SDC,33,1099,18.00,0.5400,0.0000,0.3090,7.20,27.90,16.70,14.90,1.40,6.30,19.60,18.90,0.60,1.30,2.00,0.0860,0.4000,2.5000,2.9000,1.4000
1983-1984,"Bill Walton*",C,31,SDC,55,1476,17.90,0.5700,0.0040,0.2970,10.20,26.40,18.30,17.10,1.40,3.30,23.20,20.60,0.70,1.60,2.30,0.0740,0.9000,1.6000,2.6000,1.7000
1985-1986,"Bill Wennington",C,22,DAL,56,562,11.40,0.5240,0.0260,0.4050,6.40,19.20,12.90,4.70,0.90,2.10,10.40,14.60,0.50,0.40,0.90,0.0800,-2.4000,-0.4000,-2.8000,-0.1000
1986-1987,"Bill Wennington",C,23,DAL,58,560,7.90,0.4960,0.0150,0.4550,10.40,14.40,12.50,5.30,1.10,1.00,19.80,14.30,0.00,0.50,0.50,0.0450,-4.1000,-0.6000,-4.7000,-0.4000
1987-1988,"Bill Wennington",C,24,DAL,30,125,16.60,0.5490,0.0410,0.3880,12.40,21.40,17.00,4.80,2.00,4.10,13.60,22.00,0.20,0.20,0.40,0.1460,-3.3000,1.2000,-2.1000,0.0000
1988-1989,"Bill Wennington",C,25,DAL,65,1074,8.80,0.4820,0.0330,0.2980,8.50,20.70,14.70,6.00,0.70,1.90,14.80,14.70,0.00,1.20,1.30,0.0560,-4.9000,0.1000,-4.9000,-0.8000
1989-1990,"Bill Wennington",C,26,DAL,60,814,10.60,0.5060,0.0170,0.3210,9.10,18.40,13.80,7.30,1.20,1.60,15.80,17.10,0.20,2.10,1.20,0.0730,-4.0000,0.2000,-3.8000,-0.4000
1980-1981,"Bill Willoughby",SF,23,HOU,55,1145,10.80,0.5540,0.0000,0.2230,7.10,15.00,11.00,7.20,0.80,1.50,19.00,13.80,0.60,0.80,1.50,0.0620,-1.3000,-0.3000,-1.6000,0.1000
1981-1982,"Bill Willoughby",SF,24,HOU,69,1475,13.10,0.5410,0.0150,0.1660,7.70,12.20,9.90,7.00,1.00,2.30,13.50,16.00,1.50,1.10,2.60,0.0860,-0.4000,0.0000,-0.4000,0.6000
1982-1983,"Bill Willoughby",SF,25,NJN,10,84,4.70,0.4020,0.0340,0.0690,2.70,12.00,7.40,12.50,0.50,0.70,14.30,16.30,-0.10,0.10,0.00,0.0210,-4.5000,-0.1000,-4.7000,-0.1000
1983-1984,"Bill Willoughby",SF,26,NJN,67,936,11.20,0.5300,0.0270,0.2440,9.00,14.60,11.80,7.70,1.10,1.50,15.60,14.40,0.70,1.10,1.80,0.0920,-1.1000,0.2000,-1.0000,0.2000
1982-1983,"Bill Willoughby",SF,25,SAS,52,1062,9.10,0.5010,0.0440,0.1800,6.50,12.80,9.80,6.50,1.00,0.80,15.00,14.00,0.50,0.70,1.20,0.0520,-1.9000,-0.7000,-2.6000,-0.2000
1982-1983,"Bill Willoughby",SF,25,TOT,62,1146,8.80,0.4930,0.0430,0.1700,6.20,12.70,9.60,7.00,1.00,0.80,14.90,14.20,0.40,0.80,1.20,0.0500,-2.1000,-0.7000,-2.7000,-0.2000
1987-1988,"Billy Donovan",PG,22,NYK,44,364,8.70,0.4440,0.0640,0.1930,1.50,6.50,3.90,32.80,2.10,0.20,26.20,17.90,-0.40,0.30,-0.10,-0.0090,-2.7000,-1.1000,-3.7000,-0.2000
1980-1981,"Billy Knight",SG,28,IND,82,2385,19.90,0.5960,0.0190,0.4000,8.50,10.30,9.40,10.00,1.70,0.30,12.80,23.20,6.50,1.90,8.40,0.1700,3.4000,-1.2000,2.2000,2.5000
1981-1982,"Billy Knight",SF,29,IND,81,1803,16.70,0.5620,0.0420,0.3690,5.70,9.80,7.70,10.40,1.70,0.40,13.40,23.70,2.40,1.90,4.30,0.1150,1.1000,-0.5000,0.6000,1.2000
1982-1983,"Billy Knight",SG,30,IND,80,2262,18.70,0.5890,0.0190,0.4150,6.90,8.60,7.70,12.00,1.30,0.20,14.20,23.60,5.50,0.30,5.80,0.1230,2.8000,-2.2000,0.6000,1.5000
1983-1984,"Billy Knight",SF,31,KCK,75,1885,14.30,0.5640,0.0190,0.3880,5.30,10.20,7.70,12.10,1.30,0.20,15.40,21.50,2.00,1.40,3.40,0.0860,0.2000,-1.0000,-0.8000,0.6000
1984-1985,"Billy Knight",SG,32,KCK,16,189,10.20,0.5000,0.0140,0.2320,6.10,7.20,6.60,14.60,0.50,0.30,14.60,18.60,0.10,0.00,0.10,0.0210,-0.2000,-1.7000,-2.0000,0.0000
1984-1985,"Billy Knight",SF,32,SAS,52,611,12.20,0.5010,0.0840,0.2000,7.60,10.10,8.90,13.20,1.10,0.10,15.50,24.10,0.00,0.30,0.30,0.0270,-1.0000,-2.8000,-3.8000,-0.3000
1984-1985,"Billy Knight",SF-SG,32,TOT,68,800,11.70,0.5010,0.0710,0.2060,7.30,9.40,8.40,13.50,0.90,0.10,15.30,22.80,0.10,0.30,0.40,0.0250,-0.8000,-2.6000,-3.4000,-0.3000
1985-1986,"Billy McKinney",PG,30,CHI,9,83,9.90,0.4610,0.0000,0.0870,1.30,5.70,3.40,20.70,1.70,0.00,7.70,12.70,0.10,0.00,0.10,0.0530,-1.4000,-0.6000,-2.1000,0.0000
1980-1981,"Billy McKinney",PG,25,DEN,49,1134,15.50,0.5540,0.0240,0.3400,2.10,7.90,4.90,23.30,2.40,0.30,15.70,18.40,1.80,0.50,2.30,0.0980,0.0000,-0.2000,-0.2000,0.5000
1981-1982,"Billy McKinney",PG,26,DEN,81,1963,14.40,0.5650,0.0240,0.2430,1.60,6.00,3.90,21.10,1.50,0.40,12.90,17.20,3.40,-0.10,3.30,0.0810,0.5000,-1.6000,-1.1000,0.4000
1982-1983,"Billy McKinney",PG,27,DEN,68,1559,13.20,0.5390,0.0130,0.3060,1.40,6.50,3.90,22.20,1.10,0.20,14.00,17.10,2.30,0.00,2.30,0.0720,-0.4000,-2.0000,-2.3000,-0.1000
1983-1984,"Billy McKinney",PG,28,SDC,80,843,11.70,0.4780,0.0070,0.1510,0.90,6.30,3.60,25.10,1.50,0.00,12.90,17.60,0.70,0.10,0.90,0.0490,-1.5000,-1.3000,-2.8000,-0.2000
1980-1981,"Billy McKinney",PG,25,TOT,84,2166,13.30,0.5620,0.0190,0.2910,1.70,7.40,4.60,22.20,2.10,0.30,17.80,16.10,2.60,0.80,3.40,0.0750,-1.0000,-0.4000,-1.4000,0.3000
1980-1981,"Billy McKinney",PG,25,UTA,35,1032,11.00,0.5760,0.0090,0.2060,1.30,6.80,4.10,21.00,1.80,0.20,21.60,13.50,0.80,0.30,1.10,0.0510,-2.0000,-0.7000,-2.7000,-0.2000
1983-1984,"Billy Paultz",C,35,ATL,40,486,6.60,0.4340,0.0000,0.3750,8.10,18.60,13.30,5.00,0.80,0.90,17.70,11.10,-0.30,0.50,0.30,0.0270,-3.5000,-0.4000,-3.9000,-0.2000
1980-1981,"Billy Paultz",PF,32,HOU,81,1659,12.90,0.5130,0.0060,0.2960,7.40,19.00,13.10,8.50,0.80,2.40,13.20,16.50,1.00,1.60,2.70,0.0770,-1.0000,0.1000,-0.9000,0.5000
1981-1982,"Billy Paultz",C,33,HOU,65,807,7.70,0.4160,0.0000,0.2880,7.10,17.90,12.30,6.60,0.90,1.50,15.00,15.20,-0.60,0.70,0.10,0.0070,-4.1000,-0.4000,-4.5000,-0.5000
1982-1983,"Billy Paultz",C,34,HOU,57,695,9.60,0.4530,0.0000,0.2850,7.80,18.60,12.90,11.40,0.80,1.00,15.40,15.30,-0.20,0.40,0.20,0.0140,-3.0000,-0.7000,-3.7000,-0.3000
1982-1983,"Billy Paultz",C,34,SAS,7,125,9.40,0.4480,0.0000,0.0740,9.10,19.40,14.40,3.80,1.90,2.60,17.70,10.80,0.00,0.20,0.10,0.0520,-2.4000,0.3000,-2.0000,0.0000
1982-1983,"Billy Paultz",C,34,TOT,64,820,9.50,0.4530,0.0000,0.2600,8.00,18.70,13.10,10.30,1.00,1.20,15.70,14.60,-0.20,0.60,0.30,0.0200,-2.9000,-0.5000,-3.4000,-0.3000
1984-1985,"Billy Paultz",C,36,UTA,62,370,5.00,0.4130,0.0000,0.3220,6.90,19.60,13.40,5.40,0.70,1.60,23.20,13.90,-0.60,0.60,0.00,-0.0060,-6.5000,0.2000,-6.3000,-0.4000
1982-1983,"Billy Ray Bates",SG,26,LAL,4,27,-7.30,0.1480,0.0000,0.1250,4.30,0.00,2.10,0.00,1.70,0.00,0.00,24.70,-0.20,0.00,-0.20,-0.2870,-5.6000,-1.2000,-6.8000,-0.1000
1980-1981,"Billy Ray Bates",SG,24,POR,77,1560,19.30,0.5370,0.0600,0.2210,4.90,6.00,5.50,19.00,2.40,0.20,13.10,28.90,2.40,1.20,3.60,0.1110,2.3000,-0.9000,1.3000,1.3000
1981-1982,"Billy Ray Bates",SG,25,POR,75,1229,17.80,0.5300,0.0590,0.3050,4.90,5.00,4.90,13.90,1.60,0.20,10.60,29.40,1.80,0.60,2.40,0.0940,1.5000,-2.0000,-0.5000,0.5000
1982-1983,"Billy Ray Bates",SG,26,TOT,19,304,8.40,0.3980,0.0340,0.1520,4.00,2.90,3.50,7.20,2.20,0.60,7.20,22.60,-0.40,0.40,0.00,-0.0050,-3.2000,0.3000,-2.9000,-0.2000
1982-1983,"Billy Ray Bates",SG,26,WSB,15,277,9.90,0.4280,0.0390,0.1550,4.00,3.20,3.60,7.90,2.30,0.60,8.00,22.40,-0.20,0.40,0.10,0.0230,-2.9000,0.4000,-2.5000,0.0000
1980-1981,"Billy Reid",SG,23,GSW,59,597,6.20,0.4700,0.0270,0.2110,4.90,6.20,5.60,15.60,2.60,0.50,27.80,18.60,-1.00,0.30,-0.60,-0.0500,-5.4000,-0.2000,-5.6000,-0.5000
1986-1987,"Billy Thompson",SF,23,LAL,59,762,12.80,0.5650,0.0040,0.2840,10.80,13.90,12.50,10.30,0.90,2.20,17.20,18.90,0.70,0.90,1.60,0.1020,-2.6000,-0.1000,-2.7000,-0.1000
1987-1988,"Billy Thompson",SF,24,LAL,9,38,-0.80,0.4020,0.0000,0.7690,6.30,19.90,13.40,3.20,1.30,0.00,25.60,25.70,-0.20,0.00,-0.10,-0.1350,-13.9000,-2.3000,-16.2000,-0.1000
1988-1989,"Billy Thompson",SF,25,MIA,79,2273,13.40,0.5240,0.0060,0.3130,11.50,17.00,14.10,11.80,1.20,2.80,18.80,17.90,0.60,2.30,2.80,0.0600,-1.4000,0.2000,-1.3000,0.4000
1989-1990,"Billy Thompson",SF,26,MIA,79,2142,14.70,0.5360,0.0060,0.2540,11.80,16.80,14.20,11.40,1.20,2.50,16.20,18.10,1.40,2.10,3.60,0.0810,-0.4000,0.2000,-0.2000,1.0000
1985-1986,"Blair Rasmussen",C,23,DEN,48,330,8.70,0.4580,0.0000,0.2600,11.20,19.90,15.30,6.40,0.40,1.70,19.30,24.20,-0.50,0.40,-0.10,-0.0210,-6.1000,-2.0000,-8.1000,-0.5000
1986-1987,"Blair Rasmussen",C,24,DEN,74,1421,15.50,0.5250,0.0000,0.4050,12.70,22.20,17.20,5.60,0.80,2.30,10.50,20.30,1.90,1.40,3.30,0.1110,-1.1000,-1.9000,-3.0000,-0.4000
1987-1988,"Blair Rasmussen",C,25,DEN,79,1779,16.00,0.5230,0.0000,0.1920,7.40,18.90,12.90,6.20,0.60,2.60,7.10,22.60,2.10,2.20,4.20,0.1140,-0.9000,-1.0000,-1.8000,0.1000
1988-1989,"Blair Rasmussen",C,26,DEN,77,1308,11.60,0.4760,0.0000,0.1400,7.80,15.20,11.30,4.90,1.00,1.80,7.40,19.40,0.40,1.30,1.80,0.0650,-3.0000,-1.5000,-4.4000,-0.8000
1989-1990,"Blair Rasmussen",C,27,DEN,81,1995,16.00,0.5250,0.0010,0.1500,8.60,23.50,15.60,5.70,0.90,3.00,7.30,20.20,2.30,2.10,5.20,0.1250,-1.0000,-0.1000,-1.0000,0.5000
1989-1990,"Blue Edwards",SF,24,UTA,82,1889,10.70,0.5560,0.0530,0.3600,4.60,10.60,7.80,11.20,2.00,1.20,18.90,18.60,0.20,2.10,2.70,0.0680,-3.0000,0.7000,-2.3000,-0.1000
1981-1982,"Bob Dandridge*",SF,34,MIL,11,174,5.20,0.4160,0.0000,0.3090,2.70,8.30,5.60,9.70,1.40,0.70,15.00,17.40,-0.20,0.20,0.00,0.0030,-4.5000,-0.3000,-4.8000,-0.2000
1980-1981,"Bob Dandridge*",SF,33,WSB,23,545,11.60,0.4520,0.0040,0.1650,3.60,12.40,8.00,15.50,1.40,0.90,11.50,21.20,-0.20,0.70,0.50,0.0440,-2.2000,0.8000,-1.4000,0.1000
1980-1981,"Bob Elliott",C,25,NJN,73,1320,12.30,0.5410,0.0050,0.4820,8.70,13.70,11.20,13.70,1.20,0.70,19.00,18.80,0.60,0.90,1.60,0.0570,-1.2000,-0.8000,-1.9000,0.0000
1980-1981,"Bob Gross",SF,27,POR,82,1934,14.00,0.5840,0.0190,0.3320,7.10,11.40,9.20,16.00,2.20,1.90,21.60,14.30,2.30,2.10,4.40,0.1100,0.3000,1.3000,1.7000,1.8000
1981-1982,"Bob Gross",SF,28,POR,59,1377,13.80,0.5810,0.0190,0.3230,8.30,12.70,10.50,11.50,2.60,1.70,19.30,13.60,1.50,1.60,3.10,0.1080,0.3000,1.5000,1.8000,1.3000
1982-1983,"Bob Gross",SF,29,SDC,27,373,8.70,0.4590,0.0370,0.2320,9.10,11.30,10.10,11.10,2.70,1.10,21.00,11.90,0.00,0.20,0.20,0.0320,-2.8000,0.6000,-2.2000,0.0000
1983-1984,"Bob Hansen",SG,23,UTA,55,419,7.60,0.4700,0.0550,0.1930,3.50,8.30,6.00,13.90,1.60,0.50,18.20,18.30,-0.40,0.30,-0.10,-0.0080,-4.9000,-0.7000,-5.6000,-0.4000
1984-1985,"Bob Hansen",SG,24,UTA,54,646,10.00,0.5080,0.0310,0.3200,3.30,7.80,5.60,16.40,1.80,0.10,16.00,18.80,-0.20,0.80,0.70,0.0490,-4.0000,0.4000,-3.6000,-0.3000
1985-1986,"Bob Hansen",SG,25,UTA,82,2032,10.10,0.5170,0.0800,0.2100,4.50,8.60,6.50,13.10,1.70,0.20,15.50,16.20,0.40,2.10,2.50,0.0580,-2.6000,0.1000,-2.5000,-0.3000
1986-1987,"Bob Hansen",SG,26,UTA,72,1453,12.40,0.5120,0.0750,0.2980,6.00,8.60,7.30,10.10,1.40,0.20,10.20,20.60,0.90,1.60,2.60,0.0850,-1.8000,-0.3000,-2.1000,0.0000
1987-1988,"Bob Hansen",SG,27,UTA,81,1796,12.90,0.5730,0.1590,0.2490,4.00,7.00,5.60,13.80,1.70,0.20,11.80,17.50,2.30,2.10,4.40,0.1180,-1.0000,0.3000,-0.7000,0.6000
1988-1989,"Bob Hansen",SG,28,UTA,46,964,9.70,0.5120,0.1800,0.2500,3.60,10.60,7.40,7.80,1.90,0.40,11.40,16.50,0.20,1.50,1.70,0.0830,-2.9000,0.9000,-2.1000,0.0000
1989-1990,"Bob Hansen",SG,29,UTA,81,2174,8.50,0.5170,0.2710,0.1130,3.80,8.30,6.20,9.50,1.20,0.30,11.70,13.50,0.90,2.10,2.80,0.0620,-2.1000,-0.1000,-2.1000,-0.1000
1980-1981,"Bob Lanier*",C,32,MIL,67,1753,19.70,0.5730,0.0010,0.3870,8.30,17.50,13.00,14.00,1.90,2.60,14.20,21.80,3.70,3.00,6.80,0.1850,2.5000,1.4000,3.9000,2.6000
1981-1982,"Bob Lanier*",C,33,MIL,74,1986,17.40,0.5960,0.0030,0.3320,5.50,16.50,11.20,16.00,1.70,1.60,16.60,20.70,3.20,3.40,6.60,0.1600,1.6000,1.3000,2.9000,2.5000
1982-1983,"Bob Lanier*",C,34,MIL,39,978,14.50,0.5340,0.0030,0.4010,6.80,15.20,11.20,15.10,1.70,1.40,17.40,20.00,0.80,1.50,2.30,0.1120,-0.4000,0.9000,0.5000,0.6000
1983-1984,"Bob Lanier*",C,35,MIL,72,2007,17.70,0.6070,0.0040,0.4000,8.30,17.10,12.90,13.90,1.40,1.50,16.80,20.40,3.40,3.30,6.70,0.1600,1.6000,1.1000,2.6000,2.3000
1980-1981,"Bob McAdoo*",PF,29,DET,6,168,11.50,0.3960,0.0000,0.2440,5.90,23.50,14.20,18.60,2.30,2.40,16.50,26.20,-0.40,0.30,-0.10,-0.0350,-2.8000,0.5000,-2.3000,0.0000
1981-1982,"Bob McAdoo*",C,30,LAL,41,746,14.40,0.5090,0.0150,0.3820,6.80,16.10,11.60,5.50,1.40,2.60,11.70,23.20,0.50,1.00,1.50,0.0950,-2.3000,-0.4000,-2.7000,-0.1000
1982-1983,"Bob McAdoo*",C,31,LAL,47,1019,20.60,0.5550,0.0020,0.2900,8.70,17.80,13.40,5.30,1.80,2.10,9.70,27.20,2.30,1.20,3.50,0.1670,0.7000,-0.9000,-0.2000,0.5000
1983-1984,"Bob McAdoo*",C,32,LAL,70,1456,15.90,0.5300,0.0070,0.3530,6.90,15.00,11.20,6.90,1.30,1.80,12.80,27.40,1.10,1.60,2.70,0.0890,-1.7000,-1.2000,-2.8000,-0.3000
1984-1985,"Bob McAdoo*",C,33,LAL,66,1254,15.40,0.5590,0.0020,0.2970,7.90,17.90,13.40,6.90,0.70,2.30,13.30,23.00,1.40,1.50,2.90,0.1100,-1.3000,-0.8000,-2.1000,0.0000
1980-1981,"Bob McAdoo*",PF,29,NJN,10,153,17.60,0.5520,0.0130,0.2800,5.80,13.60,9.60,10.40,2.70,2.20,14.30,25.40,0.10,0.20,0.30,0.1000,-1.1000,0.6000,-0.4000,0.1000
1985-1986,"Bob McAdoo*",C,34,PHI,29,609,12.20,0.5130,0.0000,0.3230,4.60,14.30,9.50,8.50,0.80,1.70,14.60,22.20,0.20,0.50,0.70,0.0560,-2.2000,-1.2000,-3.4000,-0.2000
1980-1981,"Bob McAdoo*",PF,29,TOT,16,321,14.40,0.4710,0.0060,0.2610,5.80,18.80,12.00,14.70,2.50,2.30,15.50,25.80,-0.30,0.50,0.20,0.0290,-2.0000,0.5000,-1.4000,0.1000
1989-1990,"Bob McCann",SF,25,DAL,10,62,12.40,0.4790,0.0000,0.6670,7.40,14.40,11.00,13.70,1.60,2.00,18.10,23.50,0.00,2.10,0.10,0.0410,-3.2000,-0.9000,-4.0000,0.0000
1983-1984,"Bob Miller",PF,27,SAS,2,8,25.00,0.6670,0.0000,0.0000,27.10,39.20,33.30,17.20,0.00,6.50,0.00,14.50,0.00,0.00,0.10,0.3600,-4.3000,0.3000,-4.0000,0.0000
1985-1986,"Bob Thornton",PF,23,NYK,71,1323,6.90,0.4870,0.0000,0.5910,9.20,15.90,12.40,4.50,1.10,0.30,19.40,13.60,-0.60,1.60,0.90,0.0340,-4.8000,-0.3000,-5.1000,-1.0000
1986-1987,"Bob Thornton",PF,24,NYK,33,282,4.10,0.4680,0.0150,0.2990,7.10,15.30,11.10,3.80,0.70,0.60,24.00,14.80,-0.40,0.20,-0.30,-0.0440,-6.4000,-1.5000,-7.9000,-0.4000
1987-1988,"Bob Thornton",PF,25,NYK,7,85,-0.90,0.3770,0.0000,0.4210,6.50,11.10,8.80,6.00,1.10,0.00,26.20,14.60,-0.20,0.10,-0.10,-0.0700,-9.1000,-1.1000,-10.2000,-0.2000
1987-1988,"Bob Thornton",PF,25,PHI,41,508,8.30,0.5580,0.0180,0.4230,9.30,13.30,11.30,3.10,0.90,0.40,17.00,13.20,0.30,0.20,0.50,0.0510,-3.6000,-1.3000,-4.9000,-0.4000
1988-1989,"Bob Thornton",PF,26,PHI,54,449,6.40,0.4620,0.0270,0.5410,8.90,14.10,11.50,4.30,0.90,0.90,14.30,14.80,-0.10,0.20,0.10,0.0100,-5.0000,-1.7000,-6.7000,-0.5000
1989-1990,"Bob Thornton",PF,27,PHI,56,592,6.10,0.4570,0.0270,0.4550,8.70,16.70,12.70,3.70,1.70,1.20,20.70,12.10,-0.40,2.10,0.30,0.0220,-5.2000,0.1000,-5.1000,-0.5000
1987-1988,"Bob Thornton",PF,25,TOT,48,593,7.00,0.5320,0.0150,0.4230,8.90,13.00,10.90,3.60,0.90,0.30,18.50,13.40,0.10,0.30,0.40,0.0340,-4.4000,-1.3000,-5.7000,-0.6000
1980-1981,"Bob Wilkerson",SG,26,CHI,80,2238,12.30,0.5070,0.0140,0.2280,4.60,9.60,7.20,16.70,2.20,0.60,18.20,17.50,1.20,2.00,3.20,0.0680,-0.9000,0.2000,-0.7000,0.7000
1981-1982,"Bob Wilkerson",SF,27,CLE,65,1805,12.50,0.4710,0.0270,0.2720,3.50,12.70,7.80,18.70,2.50,0.80,15.40,20.50,-0.50,1.10,0.70,0.0180,-1.8000,0.3000,-1.5000,0.2000
1982-1983,"Bob Wilkerson",SF,28,CLE,77,1702,9.20,0.4590,0.0080,0.2430,4.00,12.30,8.10,15.90,2.00,0.50,22.10,17.90,-1.70,1.40,-0.30,-0.0100,-3.3000,0.1000,-3.2000,-0.5000
1985-1986,"Bobby Cattage",PF,27,NJN,29,185,9.80,0.4490,0.0600,0.5300,9.00,11.60,10.30,2.90,1.50,0.00,11.30,24.90,-0.10,0.20,0.10,0.0250,-3.7000,-2.8000,-6.5000,-0.2000
