Player,Pos,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,2P%,eFG%,FT%,Season,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Michael Cooper,SG,30,LAL,82,27.5,10.5,3.1,4.5,1.0,0.5,1.2,0.438,0.385,0.461,0.498,0.851,1986-1987,14.0,0.536,16.3,3.8,2.3,6.1,0.131,1.4,0.7,2.1,2.3
Wayne Cooper,C,30,DEN,69,22.6,8.0,6.9,1.0,0.2,1.5,1.1,0.448,,0.451,0.448,0.725,1986-1987,11.3,0.48,16.0,0.4,1.6,2.0,0.06,-3.4,-0.8,-4.1,-0.8
Tyrone Corbin,SF,24,TOT,63,18.6,6.4,3.4,1.5,0.9,0.1,1.0,0.409,0.25,0.411,0.411,0.734,1986-1987,10.7,0.464,17.2,0.1,1.1,1.2,0.048,-2.7,-0.1,-2.8,-0.2
Tyrone Corbin,SF,24,SAS,31,23.6,8.9,3.8,2.6,1.2,0.1,1.5,0.428,,0.428,0.428,0.731,1986-1987,11.6,0.469,18.6,0.1,0.5,0.6,0.04,-2.2,-0.1,-2.3,-0.1
Dave Corzine,C,30,CHI,82,27.9,8.3,6.6,2.5,0.5,1.1,1.4,0.475,0.0,0.479,0.475,0.736,1986-1987,12.8,0.505,14.6,1.7,2.5,4.2,0.089,-0.6,0.3,-0.4,0.9
Pat Cummings,PF,30,NYK,49,21.6,8.6,6.4,0.8,0.5,0.1,1.7,0.45,,0.45,0.45,0.718,1986-1987,11.4,0.491,20.4,-0.3,0.9,0.6,0.025,-2.9,-1.7,-4.6,-0.7
Terry Cummings,PF,25,MIL,82,33.8,20.8,8.5,2.8,1.6,1.0,2.1,0.511,,0.512,0.511,0.662,1986-1987,20.5,0.536,26.1,4.1,4.7,8.8,0.152,2.5,0.8,3.3,3.7
Earl Cureton,C,29,TOT,78,25.3,7.3,5.8,1.6,0.4,0.7,1.0,0.476,,0.478,0.476,0.539,1986-1987,11.3,0.492,13.7,1.3,1.4,2.7,0.065,-1.5,-1.0,-2.4,-0.2
Earl Cureton,C,29,CHI,43,25.7,6.9,5.3,1.6,0.3,0.6,1.0,0.467,,0.469,0.467,0.534,1986-1987,10.3,0.482,13.5,0.6,0.9,1.5,0.066,-1.5,-0.7,-2.2,-0.1
Earl Cureton,C,29,LAC,35,24.8,7.7,6.4,1.5,0.5,0.9,1.0,0.487,,0.489,0.487,0.544,1986-1987,12.5,0.504,13.9,0.7,0.5,1.2,0.064,-1.4,-1.2,-2.7,-0.2
Quintin Dailey,SG,26,LAC,49,18.9,10.6,1.7,1.6,0.9,0.2,1.4,0.407,0.1,0.414,0.408,0.768,1986-1987,11.8,0.465,27.2,-0.6,0.4,-0.3,-0.014,-3.3,-1.7,-4.9,-0.7
Adrian Dantley*,SF,31,DET,81,33.8,21.5,4.1,2.0,0.8,0.1,2.2,0.534,0.167,0.536,0.534,0.812,1986-1987,18.6,0.614,23.7,7.8,2.5,10.3,0.181,2.4,-0.3,2.1,2.9
Brad Daugherty,C,21,CLE,80,33.7,15.7,8.1,3.8,0.6,0.8,3.1,0.538,,0.538,0.538,0.696,1986-1987,15.6,0.579,19.8,2.6,3.5,6.0,0.107,0.2,0.7,0.8,1.9
Brad Davis,PG,31,DAL,82,19.3,7.0,1.4,4.5,0.8,0.1,1.4,0.456,0.302,0.506,0.493,0.86,1986-1987,14.5,0.564,16.1,2.8,1.1,3.9,0.119,0.8,-0.3,0.5,1.0
Walter Davis,SG,32,PHO,79,33.5,23.6,3.1,4.6,1.2,0.1,2.9,0.514,0.259,0.529,0.521,0.862,1986-1987,19.3,0.562,28.9,4.5,1.2,5.8,0.105,2.8,-1.5,1.4,2.2
Johnny Dawkins,PG,23,SAS,81,20.8,10.3,2.1,3.6,0.8,0.0,1.5,0.437,0.298,0.446,0.446,0.801,1986-1987,14.6,0.492,23.1,1.2,0.8,2.0,0.057,-0.2,-1.3,-1.5,0.2
James Donaldson,C,29,DAL,82,36.9,10.8,11.9,0.8,0.6,1.7,1.3,0.586,,0.586,0.586,0.812,1986-1987,15.3,0.658,10.5,6.5,3.9,10.4,0.166,1.4,0.3,1.7,2.8
Larry Drew,PG,28,LAC,60,26.1,12.4,1.7,5.4,1.0,0.0,2.5,0.432,0.167,0.463,0.441,0.837,1986-1987,13.1,0.49,23.1,-0.2,0.4,0.1,0.004,-0.8,-2.2,-3.0,-0.4
Clyde Drexler*,SG,24,POR,82,38.0,21.7,6.3,6.9,2.5,0.9,3.1,0.502,0.234,0.511,0.506,0.76,1986-1987,20.2,0.552,23.6,6.6,3.7,10.3,0.158,3.5,1.4,4.9,5.4
Joe Dumars*,SG,23,DET,79,30.9,11.8,2.1,4.5,1.1,0.1,2.2,0.493,0.409,0.495,0.499,0.748,1986-1987,11.9,0.543,17.1,2.0,2.2,4.2,0.083,-1.1,0.0,-1.1,0.6
T.R. Dunn,SG,31,DEN,81,23.9,3.4,3.3,1.8,1.2,0.3,0.4,0.428,,0.431,0.428,0.655,1986-1987,7.8,0.453,6.6,0.9,1.5,2.4,0.06,-2.7,1.2,-1.4,0.3
Mark Eaton,C,30,UTA,79,31.7,7.7,8.8,1.3,0.5,4.1,1.8,0.4,,0.4,0.4,0.657,1986-1987,11.1,0.448,13.0,-1.5,5.0,3.6,0.068,-3.8,3.1,-0.7,0.8
Craig Ehlo,SG,25,CLE,44,20.2,6.2,3.7,2.1,0.9,0.7,1.4,0.414,0.172,0.448,0.425,0.707,1986-1987,11.5,0.483,15.5,0.0,1.2,1.2,0.065,-1.6,1.5,-0.1,0.4
Dale Ellis,SG,26,SEA,82,37.5,24.9,5.5,2.9,1.3,0.4,2.9,0.516,0.358,0.546,0.545,0.787,1986-1987,19.0,0.588,25.3,7.6,1.7,9.3,0.145,3.5,-1.1,2.4,3.4
Alex English*,SF,33,DEN,82,37.6,28.6,4.2,5.1,0.9,0.3,2.6,0.503,0.267,0.504,0.504,0.844,1986-1987,20.5,0.549,29.2,7.0,1.1,8.1,0.126,4.0,-2.0,1.9,3.1
Julius Erving*,SG,36,PHI,60,32.0,16.8,4.4,3.2,1.3,1.6,2.6,0.471,0.264,0.484,0.479,0.813,1986-1987,17.0,0.527,24.3,1.7,1.8,3.5,0.088,1.7,0.0,1.7,1.8
Mike Evans,SG,31,DEN,81,19.3,10.1,1.6,2.3,1.0,0.1,1.3,0.458,0.314,0.502,0.495,0.78,1986-1987,13.6,0.522,21.8,0.8,1.0,1.9,0.057,-0.6,-0.8,-1.4,0.2
Patrick Ewing*,PF,24,NYK,63,35.0,21.5,8.8,1.7,1.4,2.3,3.6,0.503,0.0,0.507,0.503,0.713,1986-1987,18.9,0.549,27.7,0.6,2.8,3.5,0.075,-0.2,0.6,0.4,1.3
Kenny Fields,SF,24,TOT,48,18.4,8.2,3.1,1.3,0.7,0.2,1.1,0.452,0.25,0.459,0.456,0.777,1986-1987,12.0,0.501,20.1,0.3,0.4,0.7,0.039,-2.2,-1.1,-3.3,-0.3
Kenny Fields,SF,24,LAC,44,19.6,8.7,3.3,1.4,0.7,0.3,1.2,0.445,0.25,0.452,0.449,0.809,1986-1987,11.9,0.497,20.1,0.3,0.4,0.7,0.037,-2.3,-1.1,-3.4,-0.3
Vern Fleming,PG,24,IND,82,31.1,12.0,4.1,5.8,1.3,0.2,2.0,0.509,0.2,0.513,0.51,0.788,1986-1987,15.8,0.57,16.8,4.0,2.9,7.0,0.131,0.9,1.0,1.9,2.5
Sleepy Floyd,PG,26,GSW,82,37.4,18.8,3.3,10.3,1.8,0.2,3.4,0.488,0.384,0.512,0.524,0.86,1986-1987,20.2,0.608,20.3,8.3,1.7,10.0,0.157,4.4,-0.1,4.3,4.9
Artis Gilmore*,C,37,SAS,82,29.3,11.4,7.1,1.8,0.5,1.2,2.2,0.597,,0.597,0.597,0.68,1986-1987,14.2,0.634,15.3,3.0,1.8,4.9,0.097,-0.8,-0.2,-1.0,0.6
Mike Gminski,C,27,NJN,72,31.6,16.4,8.8,1.4,0.7,1.0,1.8,0.457,,0.457,0.457,0.846,1986-1987,17.0,0.531,22.0,3.2,2.2,5.4,0.115,1.3,-0.9,0.4,1.4
Lancaster Gordon,SG,24,LAC,70,16.1,7.5,1.8,2.0,0.9,0.2,1.5,0.406,0.292,0.416,0.418,0.737,1986-1987,11.3,0.448,24.3,-1.3,0.5,-0.8,-0.033,-2.5,-1.2,-3.7,-0.5
A.C. Green,PF,23,LAL,79,28.4,10.8,7.8,1.1,0.9,1.0,1.3,0.538,0.0,0.543,0.538,0.78,1986-1987,15.7,0.599,14.7,4.3,3.3,7.6,0.163,0.9,0.1,1.0,1.7
Rickey Green,PG,32,UTA,81,25.8,9.6,2.0,6.7,1.4,0.0,1.6,0.467,0.368,0.47,0.473,0.827,1986-1987,15.9,0.531,16.5,3.0,2.6,5.6,0.128,0.8,0.7,1.5,1.9
Sidney Green,PF,26,DET,80,22.4,7.9,8.2,0.8,0.5,0.6,1.6,0.472,,0.474,0.472,0.672,1986-1987,13.0,0.509,16.9,0.3,3.1,3.4,0.092,-1.6,0.0,-1.6,0.2
Dave Greenwood,PF,29,SAS,79,32.7,11.6,9.9,3.0,0.9,0.6,2.0,0.513,0.5,0.513,0.515,0.785,1986-1987,15.2,0.58,14.8,3.8,2.4,6.2,0.115,0.0,0.0,0.0,1.3
Darrell Griffith,SG,28,UTA,76,24.3,15.0,3.0,1.7,1.3,0.4,1.8,0.446,0.335,0.473,0.478,0.703,1986-1987,15.0,0.505,27.2,-0.1,2.6,2.5,0.066,-0.1,0.3,0.2,1.0
Bob Hansen,SG,26,UTA,72,20.2,9.7,2.8,1.4,0.6,0.1,1.1,0.453,0.356,0.46,0.466,0.76,1986-1987,12.4,0.512,20.6,0.9,1.6,2.6,0.085,-1.8,-0.3,-2.1,0.0
Bill Hanzlik,PF,29,DEN,73,27.3,13.0,3.5,3.8,1.2,0.4,1.8,0.412,0.275,0.428,0.426,0.786,1986-1987,13.9,0.516,20.4,2.1,1.5,3.5,0.085,-0.5,-0.2,-0.8,0.6
Derek Harper,PG,25,DAL,77,33.2,16.0,2.6,7.9,2.2,0.3,1.8,0.501,0.358,0.539,0.539,0.684,1986-1987,20.0,0.561,19.6,6.8,2.6,9.4,0.177,4.0,1.2,5.2,4.6
Ron Harper,SG,23,CLE,82,37.4,22.9,4.8,4.8,2.5,1.0,4.2,0.455,0.213,0.47,0.461,0.684,1986-1987,17.2,0.503,28.9,-0.1,4.4,4.2,0.066,0.8,1.1,1.8,3.0
Steve Harris,SG,23,HOU,74,15.9,8.3,2.3,1.4,0.5,0.2,1.0,0.419,0.0,0.425,0.419,0.854,1986-1987,12.9,0.467,25.4,0.0,1.3,1.3,0.052,-1.7,-1.0,-2.7,-0.2
Gerald Henderson,PG,31,TOT,74,27.6,10.9,2.4,6.4,1.4,0.1,2.3,0.442,0.247,0.467,0.456,0.826,1986-1987,14.5,0.519,19.2,1.7,1.2,2.9,0.068,0.3,-0.5,-0.2,0.9
Gerald Henderson,PG,31,NYK,68,27.8,10.9,2.4,6.5,1.4,0.2,2.3,0.438,0.257,0.462,0.453,0.816,1986-1987,14.6,0.514,19.3,1.5,1.1,2.6,0.066,0.3,-0.4,-0.1,0.9
Rod Higgins,SF,27,GSW,73,20.5,8.6,3.2,1.3,0.5,0.3,1.0,0.519,0.176,0.534,0.523,0.833,1986-1987,14.1,0.61,16.0,2.9,0.8,3.7,0.12,0.3,-0.5,-0.2,0.7
Roy Hinson,SF,25,PHI,76,32.8,13.9,6.4,0.8,0.6,2.1,2.0,0.478,,0.478,0.478,0.758,1986-1987,13.5,0.54,19.1,1.9,2.6,4.5,0.087,-1.9,-0.2,-2.2,-0.1
Craig Hodges,PG,26,MIL,78,27.5,10.8,1.8,3.1,1.0,0.1,1.6,0.462,0.373,0.507,0.524,0.891,1986-1987,11.9,0.567,16.6,2.4,1.9,4.3,0.095,-0.1,-0.2,-0.3,0.9
Jeff Hornacek,SG,23,PHO,80,19.5,5.3,2.3,4.5,0.9,0.1,1.9,0.454,0.279,0.479,0.471,0.777,1986-1987,11.2,0.526,14.5,0.1,1.1,1.2,0.036,-1.5,-0.3,-1.8,0.1
Phil Hubbard,SF,30,CLE,68,30.6,11.8,5.7,2.0,1.0,0.1,2.3,0.531,0.0,0.534,0.531,0.596,1986-1987,11.8,0.555,16.9,1.1,2.1,3.3,0.075,-1.5,-0.4,-1.9,0.1
Jay Humphries,PG,24,PHO,82,31.5,11.3,3.2,7.7,1.4,0.1,2.4,0.477,0.185,0.488,0.48,0.769,1986-1987,14.2,0.532,16.7,2.9,1.6,4.5,0.084,-0.2,-0.5,-0.7,0.8
Dennis Johnson*,PG,32,BOS,79,37.1,13.4,3.3,7.5,1.1,0.5,2.2,0.444,0.113,0.467,0.448,0.833,1986-1987,13.2,0.499,18.0,2.5,2.6,5.2,0.085,-0.2,-0.1,-0.4,1.2
Eddie Johnson,SG,31,SEA,24,21.2,9.0,1.9,4.8,0.5,0.0,1.7,0.457,0.333,0.468,0.47,0.764,1986-1987,13.9,0.516,19.5,0.6,0.2,0.8,0.075,0.6,-1.8,-1.3,0.1
Eddie Johnson,SF,27,SAC,81,30.3,18.7,4.4,3.1,0.5,0.2,2.0,0.463,0.314,0.478,0.477,0.829,1986-1987,16.2,0.523,26.2,3.6,0.7,4.3,0.084,1.3,-2.0,-0.7,0.9
Magic Johnson*,PG,27,LAL,80,36.3,23.9,6.3,12.2,1.7,0.5,3.8,0.522,0.205,0.532,0.525,0.848,1986-1987,27.0,0.602,26.3,12.1,3.8,15.9,0.263,7.5,1.3,8.8,8.0
Steve Johnson,C,29,POR,79,29.7,16.8,7.2,2.0,0.6,1.0,3.5,0.556,,0.556,0.556,0.698,1986-1987,15.1,0.602,23.1,2.1,2.4,4.4,0.091,-1.0,-0.4,-1.4,0.3
Vinnie Johnson,SG,30,DET,78,27.8,15.7,3.3,3.8,1.2,0.2,1.7,0.462,0.286,0.464,0.464,0.786,1986-1987,17.0,0.494,25.7,2.5,2.4,4.8,0.107,1.4,0.2,1.6,1.9
Anthony Jones,SF,24,SAS,49,15.2,5.8,1.9,1.3,0.7,0.4,0.8,0.412,0.368,0.415,0.424,0.788,1986-1987,11.1,0.459,18.9,0.0,0.5,0.5,0.032,-2.0,-0.6,-2.6,-0.1
Caldwell Jones,PF,36,POR,78,20.2,4.1,5.8,0.8,0.3,1.0,1.1,0.496,,0.5,0.496,0.782,1986-1987,8.7,0.573,9.1,0.6,2.0,2.6,0.078,-2.6,0.8,-1.9,0.0
Charles Jones,PF,29,WSB,79,20.4,3.6,4.5,1.0,0.8,2.1,1.0,0.474,,0.476,0.474,0.632,1986-1987,10.6,0.503,9.0,0.2,2.6,2.8,0.083,-3.0,3.3,0.3,1.0
Michael Jordan*,SG,23,CHI,82,40.0,37.1,5.2,4.6,2.9,1.5,3.3,0.482,0.182,0.491,0.484,0.857,1986-1987,29.8,0.562,38.3,11.9,5.0,16.9,0.247,8.4,2.4,10.8,10.6
Jerome Kersey,SF,24,POR,82,25.5,12.3,6.0,2.4,1.5,0.9,1.8,0.509,0.043,0.524,0.51,0.72,1986-1987,16.9,0.565,19.6,3.5,2.9,6.4,0.147,0.6,1.5,2.0,2.1
Albert King,SF,27,NJN,61,21.2,9.5,3.5,1.7,0.6,0.5,1.7,0.426,0.406,0.427,0.437,0.81,1986-1987,10.4,0.472,22.5,-0.6,0.8,0.2,0.007,-2.1,-1.0,-3.2,-0.4
Joe Kleine,C,25,SAC,79,21.0,7.9,6.1,0.9,0.4,0.4,1.1,0.471,,0.472,0.471,0.786,1986-1987,12.4,0.514,16.7,1.3,1.3,2.6,0.074,-1.8,-1.0,-2.8,-0.3
Jon Koncak,C,23,ATL,82,20.5,5.6,6.0,0.4,0.6,0.9,1.1,0.48,,0.481,0.48,0.654,1986-1987,10.9,0.531,12.9,0.7,3.0,3.7,0.106,-2.7,1.3,-1.4,0.3
Bill Laimbeer,C,29,DET,82,34.8,15.4,11.6,1.8,0.9,0.8,1.5,0.501,0.286,0.506,0.504,0.894,1986-1987,17.4,0.559,17.7,5.6,4.9,10.5,0.176,1.4,0.8,2.3,3.0
Allen Leavell,PG,29,HOU,53,22.2,7.8,1.2,4.2,1.0,0.2,1.2,0.411,0.316,0.429,0.436,0.84,1986-1987,12.0,0.502,16.5,1.1,1.2,2.4,0.097,-1.4,0.6,-0.7,0.4
Fat Lever,PG,26,DEN,82,37.2,18.9,8.9,8.0,2.5,0.4,2.0,0.469,0.239,0.486,0.477,0.782,1986-1987,20.8,0.515,21.1,6.0,3.8,9.7,0.153,3.5,1.4,5.0,5.4
Cliff Levingston,PF,26,ATL,82,22.5,8.0,6.5,0.5,0.6,0.8,0.9,0.506,,0.509,0.506,0.731,1986-1987,14.3,0.557,14.7,3.2,2.9,6.1,0.157,-0.1,0.5,0.4,1.1
Alton Lister,C,28,SEA,75,30.5,11.6,9.4,1.5,0.4,2.4,2.3,0.504,,0.504,0.504,0.675,1986-1987,14.0,0.542,16.7,1.4,2.7,4.1,0.086,-1.5,0.5,-1.0,0.6
Lewis Lloyd,SG,27,HOU,32,21.5,12.4,1.5,2.8,0.6,0.2,1.6,0.532,0.143,0.541,0.534,0.756,1986-1987,15.8,0.569,23.7,1.0,0.6,1.6,0.11,0.2,-0.7,-0.5,0.3
John Long,SG,30,IND,80,28.3,15.2,2.7,3.2,1.2,0.1,1.9,0.419,0.284,0.427,0.427,0.89,1986-1987,13.8,0.476,26.4,-0.3,2.3,2.1,0.044,-0.9,-0.7,-1.6,0.1
John Lucas,PG,33,MIL,43,31.6,17.5,2.9,6.7,1.7,0.1,2.1,0.457,0.365,0.48,0.494,0.787,1986-1987,19.4,0.537,23.8,2.7,1.6,4.3,0.152,3.8,-0.1,3.7,2.0
Maurice Lucas,PF,34,SEA,63,17.8,7.9,4.9,1.0,0.5,0.3,1.2,0.451,0.0,0.457,0.451,0.802,1986-1987,13.7,0.532,19.2,1.3,1.2,2.4,0.104,-1.5,-0.3,-1.7,0.1
Kyle Macy,PG,29,IND,76,16.4,4.9,1.5,2.6,0.8,0.1,0.8,0.481,0.304,0.508,0.501,0.829,1986-1987,11.7,0.524,13.9,1.0,1.4,2.4,0.091,-1.6,1.3,-0.3,0.5
Rick Mahorn,PF,28,DET,63,20.3,6.1,6.0,0.6,0.5,0.8,1.2,0.447,,0.447,0.447,0.821,1986-1987,10.2,0.514,14.1,0.3,2.2,2.5,0.095,-3.4,1.4,-2.0,0.0
Jeff Malone,SG,25,WSB,80,34.5,22.0,2.7,3.7,0.9,0.2,2.3,0.457,0.154,0.462,0.458,0.885,1986-1987,17.0,0.518,27.3,3.8,1.8,5.6,0.097,1.3,-1.3,-0.1,1.4
Karl Malone*,PF,23,UTA,82,34.8,21.7,10.4,1.9,1.3,0.7,2.9,0.512,0.0,0.514,0.512,0.598,1986-1987,18.0,0.536,26.3,1.8,5.1,6.9,0.116,0.3,0.0,0.3,1.7
Moses Malone*,C,31,WSB,73,34.1,24.1,11.3,1.6,0.8,1.3,2.8,0.454,0.0,0.458,0.454,0.824,1986-1987,23.8,0.545,29.3,6.0,3.4,9.4,0.182,4.3,-1.5,2.8,3.0
Cedric Maxwell,SF,31,TOT,81,24.3,10.0,5.4,2.4,0.5,0.2,1.7,0.53,,0.532,0.53,0.775,1986-1987,15.3,0.623,16.0,4.0,1.4,5.4,0.132,1.1,-0.3,0.8,1.4
Cedric Maxwell,SF,31,LAC,35,32.3,13.6,7.2,3.5,0.7,0.3,2.5,0.519,,0.519,0.519,0.776,1986-1987,15.4,0.613,16.8,2.0,0.5,2.5,0.105,1.0,-0.6,0.4,0.7
Cedric Maxwell,SF,31,HOU,46,18.2,7.2,4.0,1.6,0.3,0.1,1.0,0.548,,0.551,0.548,0.773,1986-1987,15.2,0.639,15.0,2.0,0.9,2.9,0.167,1.2,0.1,1.4,0.7
Tim McCormick,C,24,PHI,81,34.8,12.8,7.5,1.4,0.4,0.8,1.9,0.545,,0.548,0.545,0.719,1986-1987,12.9,0.593,15.3,3.7,2.4,6.0,0.102,-0.8,-0.9,-1.7,0.2
Rodney McCray,SF,25,HOU,81,38.7,14.4,7.1,5.4,1.1,0.7,2.6,0.552,0.0,0.558,0.552,0.779,1986-1987,15.7,0.612,15.2,5.6,3.8,9.4,0.144,1.6,1.0,2.6,3.7
Xavier McDaniel,SF,23,SEA,82,37.0,23.0,8.6,2.5,1.4,0.6,2.9,0.509,0.214,0.512,0.51,0.696,1986-1987,18.7,0.538,25.8,5.0,2.4,7.4,0.117,2.1,-1.3,0.8,2.1
Ben McDonald,PF,24,GSW,63,20.4,5.6,2.9,1.3,0.4,0.1,0.7,0.456,0.125,0.463,0.457,0.632,1986-1987,7.2,0.469,13.2,0.2,0.5,0.7,0.027,-3.7,-0.9,-4.6,-0.8
Mike McGee,SF,27,ATL,76,18.7,10.4,2.1,2.0,0.8,0.0,1.4,0.459,0.376,0.502,0.523,0.584,1986-1987,15.2,0.534,24.4,1.7,1.5,3.2,0.108,1.5,0.1,1.6,1.3
Kevin McHale*,PF,29,BOS,77,39.7,26.1,9.9,2.6,0.5,2.2,2.6,0.604,0.0,0.606,0.604,0.836,1986-1987,24.0,0.655,24.1,10.8,4.0,14.8,0.232,4.7,0.4,5.1,5.5
Kevin McKenna,SG,28,NJN,56,16.8,7.2,1.4,1.7,1.0,0.1,0.9,0.454,0.419,0.474,0.531,0.754,1986-1987,12.1,0.554,17.8,1.0,0.7,1.7,0.087,-0.8,0.9,0.0,0.5
Nate McMillan,PG,22,SEA,71,27.8,5.3,4.7,8.2,1.8,0.6,2.2,0.475,0.0,0.486,0.475,0.617,1986-1987,14.1,0.514,10.3,1.9,2.2,4.1,0.099,0.5,2.2,2.6,2.3
Chris McNealy,PF,25,NYK,59,16.5,3.9,3.8,0.8,0.6,0.3,1.1,0.492,,0.492,0.492,0.65,1986-1987,8.7,0.532,11.9,-0.1,0.9,0.8,0.039,-3.4,0.2,-3.2,-0.3
Dirk Minniefield,PG,26,TOT,74,21.6,6.9,1.9,4.7,1.0,0.1,2.1,0.452,0.282,0.467,0.464,0.689,1986-1987,10.3,0.488,17.3,-0.8,1.8,1.1,0.032,-2.8,0.1,-2.7,-0.3
Dirk Minniefield,PG,26,HOU,63,23.5,7.7,2.1,5.3,1.0,0.1,2.3,0.466,0.324,0.478,0.478,0.709,1986-1987,11.0,0.504,17.2,-0.3,1.7,1.4,0.045,-2.4,0.1,-2.3,-0.1
Mike Mitchell,SF,31,SAS,40,23.1,12.7,2.6,1.0,0.5,0.2,1.3,0.435,0.5,0.435,0.436,0.821,1986-1987,11.9,0.483,25.2,0.1,0.3,0.4,0.019,-2.2,-2.8,-5.0,-0.7
Sidney Moncrief*,SG,29,MIL,39,25.4,11.8,3.3,3.1,0.7,0.3,1.6,0.488,0.258,0.512,0.5,0.84,1986-1987,15.9,0.582,18.9,2.0,0.9,2.9,0.142,2.1,-0.4,1.7,0.9
Johnny Moore,PG,28,SAS,55,22.4,8.6,1.8,4.5,1.5,0.1,1.9,0.442,0.278,0.477,0.467,0.8,1986-1987,13.4,0.495,18.9,0.3,0.9,1.2,0.048,-1.4,-0.3,-1.7,0.1
Chris Mullin*,SG,23,GSW,82,29.0,15.1,2.2,3.2,1.2,0.4,1.9,0.514,0.302,0.529,0.524,0.825,1986-1987,15.8,0.58,20.8,4.0,1.2,5.2,0.104,0.8,0.0,0.7,1.6
Larry Nance,PF,27,PHO,69,37.2,22.5,8.7,3.4,1.2,2.1,2.2,0.551,0.2,0.553,0.551,0.773,1986-1987,22.2,0.607,22.6,7.3,2.8,10.2,0.19,3.9,1.1,5.0,4.5
Ed Nealy,PF,26,SAS,60,16.3,3.7,4.7,1.4,0.7,0.2,0.6,0.438,0.129,0.497,0.448,0.739,1986-1987,11.3,0.501,10.6,0.9,1.0,1.9,0.095,-2.2,0.4,-1.8,0.1
Kurt Nimphius,PF,28,TOT,66,16.5,5.9,2.8,0.4,0.3,0.8,1.0,0.47,0.0,0.475,0.47,0.675,1986-1987,9.6,0.511,16.4,0.1,0.7,0.7,0.033,-3.7,-0.5,-4.2,-0.6
Kurt Nimphius,PF,28,LAC,38,21.3,7.8,3.5,0.5,0.4,1.1,1.2,0.472,0.0,0.478,0.472,0.648,1986-1987,9.4,0.507,16.6,-0.1,0.4,0.3,0.017,-3.9,-0.8,-4.7,-0.6
Charles Oakley,PF,23,CHI,82,36.3,14.5,13.1,3.6,1.0,0.4,3.6,0.445,0.367,0.447,0.45,0.686,1986-1987,14.2,0.493,21.3,-1.1,4.6,3.5,0.056,-1.7,-0.3,-2.0,0.0
Hakeem Olajuwon*,C,24,HOU,75,36.8,23.4,11.4,2.9,1.9,3.4,3.0,0.508,0.2,0.509,0.509,0.702,1986-1987,23.8,0.554,26.8,4.9,6.0,10.9,0.189,3.1,2.7,5.8,5.4
Jawann Oldham,C,29,NYK,44,17.6,3.9,4.1,0.4,0.5,1.6,1.1,0.408,,0.41,0.408,0.544,1986-1987,8.5,0.434,13.3,-0.9,0.9,0.0,-0.001,-4.7,1.1,-3.6,-0.3
Louis Orr,SF,28,NYK,65,22.2,7.0,3.6,1.7,0.7,0.3,1.1,0.427,0.2,0.43,0.428,0.727,1986-1987,11.0,0.493,15.5,0.7,0.8,1.5,0.05,-0.8,-0.4,-1.2,0.3
Robert Parish*,C,33,BOS,80,37.4,17.5,10.6,2.2,0.8,1.8,2.4,0.556,,0.557,0.556,0.735,1986-1987,17.7,0.588,19.7,4.6,4.5,9.2,0.147,0.9,0.3,1.2,2.4
Jim Paxson,SG,29,POR,72,25.0,12.1,1.9,3.3,1.1,0.2,1.5,0.46,0.265,0.49,0.477,0.806,1986-1987,13.8,0.528,20.5,2.1,1.3,3.4,0.091,-0.1,-0.4,-0.5,0.7
John Paxson,PG,26,CHI,82,32.8,11.3,1.7,5.7,0.8,0.1,1.3,0.487,0.371,0.511,0.52,0.809,1986-1987,12.8,0.547,15.0,4.4,1.6,6.0,0.106,-0.4,-1.0,-1.4,0.4
Sam Perkins,PF,25,DAL,80,33.6,14.8,7.7,1.8,1.4,1.0,1.7,0.482,0.352,0.489,0.492,0.828,1986-1987,15.9,0.545,18.5,4.2,3.3,7.5,0.134,0.6,0.6,1.2,2.2
Chuck Person,SF,22,IND,82,36.0,18.8,8.3,3.6,1.1,0.2,2.6,0.468,0.355,0.48,0.486,0.747,1986-1987,15.6,0.518,24.0,1.5,3.9,5.4,0.088,0.4,-0.1,0.3,1.7
Jim Petersen,PF,24,HOU,82,29.3,11.3,6.8,1.5,0.5,1.2,1.9,0.511,,0.514,0.511,0.727,1986-1987,12.7,0.545,17.0,1.4,3.3,4.7,0.095,-1.7,0.5,-1.3,0.5
