Player,Pos,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,2P%,eFG%,FT%,Season,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Wayne Cooper,C,28,DEN,80,25.4,12.1,7.9,1.1,0.4,2.5,1.9,0.472,,0.473,0.472,0.685,1984-1985,15.1,0.505,20.6,0.9,2.6,3.5,0.082,-2.1,-0.3,-2.4,-0.2
Dave Corzine,C,28,CHI,82,25.1,8.5,5.1,1.7,0.4,0.8,1.5,0.486,,0.487,0.486,0.745,1984-1985,11.8,0.534,15.8,1.3,1.6,2.9,0.067,-0.8,-0.4,-1.3,0.4
Pat Cummings,C,28,NYK,63,32.8,15.8,8.2,1.7,0.8,0.3,2.6,0.514,0.0,0.517,0.514,0.78,1984-1985,14.3,0.556,21.2,1.3,2.0,3.3,0.077,-0.5,-1.0,-1.5,0.3
Terry Cummings,PF,23,MIL,79,34.5,23.6,9.1,2.9,1.5,0.8,2.4,0.495,,0.496,0.495,0.741,1984-1985,22.1,0.536,28.8,5.6,5.1,10.7,0.189,3.6,0.7,4.3,4.3
Earl Cureton,C,27,DET,81,20.3,6.1,5.2,1.0,0.7,0.5,1.4,0.484,,0.487,0.484,0.569,1984-1985,10.2,0.505,14.1,0.0,2.0,2.0,0.06,-2.6,0.4,-2.2,-0.1
Quintin Dailey,SG,24,CHI,79,26.6,16.0,2.6,2.4,0.9,0.1,1.9,0.473,0.233,0.479,0.476,0.817,1984-1985,15.2,0.517,27.3,1.4,1.2,2.6,0.059,-0.5,-1.5,-2.1,-0.1
Adrian Dantley*,SF,29,UTA,55,35.8,26.6,5.9,3.4,1.0,0.1,3.1,0.531,,0.531,0.531,0.804,1984-1985,21.9,0.607,27.7,5.6,2.3,8.0,0.194,4.2,-0.5,3.8,2.9
Brad Davis,PG,29,DAL,82,31.0,10.1,2.4,7.1,1.1,0.1,1.5,0.505,0.409,0.527,0.543,0.888,1984-1985,15.2,0.596,13.4,5.7,1.7,7.4,0.14,1.1,-0.1,1.0,1.9
Johnny Davis,PG,29,CLE,76,25.3,12.4,1.6,5.6,0.6,0.1,2.0,0.426,0.261,0.436,0.434,0.85,1984-1985,14.7,0.51,22.5,2.3,0.8,3.0,0.076,1.2,-1.9,-0.7,0.6
Walter Davis,SG,30,PHO,23,24.8,15.0,1.5,4.3,0.8,0.0,2.2,0.45,0.3,0.455,0.455,0.877,1984-1985,14.9,0.506,27.9,0.2,0.4,0.6,0.05,-0.6,-2.1,-2.7,-0.1
Darryl Dawkins,C,28,NJN,39,24.9,13.5,4.6,1.2,0.4,0.9,2.4,0.566,,0.568,0.566,0.711,1984-1985,14.5,0.616,21.6,1.2,0.9,2.1,0.104,-1.9,-0.8,-2.7,-0.2
Darren Daye,SF,24,WSB,80,19.7,8.7,3.4,3.0,0.7,0.2,1.7,0.512,0.143,0.517,0.513,0.715,1984-1985,15.7,0.566,19.8,1.8,2.1,3.8,0.117,0.4,0.8,1.1,1.2
James Donaldson,C,27,LAC,82,29.2,11.3,8.1,0.6,0.3,1.6,2.5,0.637,,0.637,0.637,0.749,1984-1985,14.6,0.679,15.2,2.5,2.5,5.0,0.101,-1.0,0.3,-0.7,0.8
Larry Drew,PG,26,KCK,72,33.0,14.9,2.3,6.7,1.3,0.1,2.5,0.501,0.25,0.508,0.504,0.794,1984-1985,14.7,0.538,19.6,2.9,0.7,3.6,0.073,1.0,-1.2,-0.1,1.1
Clyde Drexler*,SG,22,POR,80,31.9,17.2,6.0,5.5,2.2,0.9,2.8,0.494,0.216,0.503,0.497,0.759,1984-1985,19.7,0.534,23.5,4.0,3.5,7.5,0.141,2.9,1.4,4.3,4.1
T.R. Dunn,SG,29,DEN,81,28.3,5.4,4.8,1.9,1.7,0.2,0.8,0.489,,0.492,0.489,0.724,1984-1985,9.8,0.531,7.8,2.1,2.3,4.4,0.092,-1.3,1.1,-0.1,1.0
Mark Eaton,C,28,UTA,82,34.3,9.7,11.3,1.5,0.4,5.6,2.5,0.449,,0.449,0.449,0.712,1984-1985,13.6,0.502,14.1,-1.3,6.7,5.4,0.093,-3.1,4.2,1.2,2.3
James Edwards,C,29,PHO,70,25.5,14.9,5.5,2.2,0.4,0.7,2.3,0.501,,0.503,0.501,0.746,1984-1985,15.8,0.562,24.8,1.7,2.0,3.7,0.099,-0.5,-0.2,-0.7,0.6
Dale Ellis,SF,24,DAL,72,18.3,9.3,3.3,0.8,0.6,0.1,0.8,0.454,0.385,0.47,0.489,0.74,1984-1985,14.7,0.514,22.5,1.3,1.1,2.4,0.088,0.3,-1.3,-1.0,0.3
Alex English*,SF,31,DEN,81,36.1,27.9,5.7,4.2,1.2,0.6,3.1,0.518,0.2,0.519,0.518,0.829,1984-1985,21.6,0.561,29.3,6.8,2.1,8.9,0.146,4.1,-1.4,2.7,3.5
Julius Erving*,SF,34,PHI,78,32.5,20.0,5.3,3.0,1.7,1.4,2.7,0.494,0.214,0.497,0.495,0.765,1984-1985,20.0,0.546,26.0,4.5,3.1,7.6,0.144,3.0,0.5,3.5,3.5
Mike Evans,SG,29,DEN,81,17.7,10.1,1.5,2.9,0.8,0.1,1.6,0.489,0.363,0.528,0.532,0.863,1984-1985,15.6,0.568,22.3,1.9,1.0,2.9,0.098,0.8,-0.9,0.0,0.7
Vern Fleming,PG,22,IND,80,31.1,14.1,4.0,3.1,1.2,0.1,2.5,0.47,0.0,0.472,0.47,0.767,1984-1985,12.8,0.526,20.1,1.3,2.0,3.3,0.063,-1.1,-0.5,-1.6,0.3
Sleepy Floyd,SG,24,GSW,82,35.0,19.5,2.5,5.0,1.6,0.5,3.1,0.445,0.294,0.462,0.46,0.81,1984-1985,15.4,0.514,24.6,2.3,0.8,3.1,0.052,0.8,-1.2,-0.4,1.1
Rod Foster,PG,24,PHO,79,16.7,8.8,1.0,2.4,0.8,0.0,1.5,0.45,0.325,0.48,0.482,0.755,1984-1985,12.1,0.508,24.8,-0.2,1.2,0.9,0.034,-1.9,-0.9,-2.8,-0.3
World B. Free,SG,31,CLE,71,31.7,22.5,3.0,4.5,1.1,0.2,2.0,0.459,0.368,0.474,0.485,0.749,1984-1985,19.7,0.529,29.4,4.5,1.4,6.0,0.127,3.7,-0.8,3.0,2.8
Bill Garnett,PF,24,IND,65,17.3,6.4,4.4,1.0,0.4,0.2,1.4,0.481,,0.484,0.481,0.69,1984-1985,10.7,0.541,16.8,0.3,1.2,1.5,0.063,-3.0,-0.2,-3.2,-0.4
George Gervin*,SG,32,SAS,72,29.0,21.2,3.3,2.5,0.9,0.7,2.8,0.508,0.0,0.512,0.508,0.844,1984-1985,18.5,0.564,29.7,3.2,1.4,4.6,0.106,1.3,-1.6,-0.3,0.9
Artis Gilmore*,C,35,SAS,81,34.0,19.1,10.4,1.6,0.5,2.1,3.0,0.623,,0.624,0.623,0.749,1984-1985,20.3,0.68,20.0,7.1,3.3,10.5,0.183,2.0,0.2,2.2,2.9
Mike Glenn,SG,29,ATL,60,18.8,8.6,1.4,2.0,0.5,0.0,0.9,0.588,,0.591,0.588,0.816,1984-1985,15.2,0.615,17.4,2.3,0.7,2.9,0.126,0.7,-0.3,0.3,0.7
Mike Gminski,C,25,NJN,81,29.9,12.8,7.8,2.0,0.5,1.1,1.7,0.465,,0.465,0.465,0.841,1984-1985,16.1,0.538,18.3,3.6,2.5,6.1,0.122,1.1,-0.6,0.5,1.6
Rickey Green,PG,30,UTA,77,31.6,13.0,2.5,7.8,1.7,0.0,2.3,0.477,0.3,0.482,0.481,0.869,1984-1985,16.3,0.546,17.8,3.5,3.2,6.7,0.132,0.9,0.7,1.6,2.2
Sidney Green,PF,24,CHI,48,15.4,6.1,5.1,0.6,0.2,0.3,1.4,0.432,0.0,0.439,0.432,0.806,1984-1985,11.6,0.503,20.4,-0.2,0.8,0.6,0.039,-3.1,-1.8,-4.9,-0.6
Dave Greenwood,PF,27,CHI,61,25.0,6.1,6.4,1.3,0.6,0.3,1.0,0.458,,0.459,0.458,0.713,1984-1985,9.4,0.497,12.0,0.6,1.4,2.0,0.065,-2.3,-0.3,-2.5,-0.2
Kevin Grevey,SF,31,MIL,78,15.2,6.1,1.3,1.2,0.4,0.0,0.7,0.448,0.242,0.465,0.458,0.822,1984-1985,10.7,0.505,18.1,0.9,1.3,2.1,0.086,-1.5,-0.4,-1.9,0.0
Darrell Griffith,SG,26,UTA,78,35.6,22.6,4.4,3.1,1.7,0.4,3.2,0.457,0.358,0.476,0.486,0.725,1984-1985,15.6,0.512,28.2,-0.3,3.8,3.5,0.061,0.2,-0.3,0.0,1.4
Ernie Grunfeld,SF,29,NYK,69,15.4,6.6,2.2,1.5,0.7,0.1,0.6,0.49,0.25,0.495,0.492,0.74,1984-1985,14.7,0.529,18.3,1.5,0.9,2.4,0.111,0.3,0.8,1.1,0.8
Bill Hanzlik,SF,27,DEN,80,20.9,7.8,2.6,2.6,1.1,0.3,1.4,0.421,0.067,0.432,0.422,0.756,1984-1985,10.5,0.495,16.8,0.8,1.4,2.2,0.063,-2.8,0.1,-2.7,-0.3
Derek Harper,PG,23,DAL,82,27.0,9.6,2.4,4.4,1.8,0.5,1.5,0.52,0.344,0.538,0.536,0.721,1984-1985,15.2,0.564,15.5,2.9,2.4,5.4,0.116,0.1,2.0,2.1,2.3
Gerald Henderson,PG,29,SEA,79,33.5,13.4,2.4,7.1,1.8,0.1,2.9,0.479,0.237,0.49,0.484,0.78,1984-1985,14.3,0.529,19.5,1.4,2.3,3.7,0.067,-0.2,-0.1,-0.3,1.1
Roy Hinson,PF,23,CLE,76,30.8,15.8,7.8,0.9,0.7,2.3,2.3,0.503,,0.504,0.503,0.721,1984-1985,16.0,0.551,21.6,2.0,3.0,5.0,0.103,-1.0,0.6,-0.4,0.9
Craig Hodges,SG,24,MIL,82,30.4,10.6,2.3,4.3,1.2,0.0,1.6,0.49,0.348,0.523,0.523,0.815,1984-1985,11.8,0.552,15.1,3.2,2.9,6.0,0.115,-0.5,0.6,0.0,1.3
Lionel Hollins,PG,31,HOU,80,24.4,7.6,2.2,5.2,1.0,0.1,2.1,0.461,0.231,0.467,0.464,0.794,1984-1985,11.1,0.508,15.6,0.7,1.9,2.5,0.062,-2.0,0.0,-1.9,0.1
Michael Holton,SG,23,PHO,74,23.8,8.4,1.8,2.7,0.8,0.1,1.7,0.446,0.311,0.458,0.458,0.814,1984-1985,8.9,0.497,17.4,-0.6,1.4,0.8,0.023,-3.1,-0.6,-3.6,-0.7
Phil Hubbard,SF,28,CLE,76,29.6,15.8,6.3,1.5,1.1,0.1,2.3,0.505,0.0,0.507,0.505,0.751,1984-1985,16.0,0.578,21.7,3.7,2.0,5.7,0.121,0.7,-0.6,0.1,1.2
Jay Humphries,SG,22,PHO,80,25.8,8.8,2.1,4.4,1.3,0.1,2.1,0.446,0.2,0.454,0.449,0.829,1984-1985,10.6,0.502,17.1,-0.2,2.2,1.9,0.044,-2.9,0.4,-2.6,-0.3
Marc Iavaroni,PF,28,TOT,69,19.3,6.0,4.4,1.7,0.5,0.5,1.7,0.458,0.0,0.463,0.458,0.68,1984-1985,8.8,0.501,15.9,-0.5,1.3,0.7,0.027,-3.5,0.0,-3.5,-0.5
Marc Iavaroni,PF,28,SAS,57,20.7,6.7,4.8,2.0,0.5,0.6,1.8,0.464,0.0,0.47,0.464,0.664,1984-1985,9.6,0.506,16.3,-0.3,1.1,0.9,0.036,-3.2,0.0,-3.2,-0.4
Dan Issel*,C,36,DEN,77,21.9,12.8,4.3,1.8,0.8,0.4,1.2,0.459,0.143,0.462,0.46,0.806,1984-1985,16.9,0.528,23.0,2.7,1.7,4.3,0.124,0.4,-0.7,-0.3,0.7
Clemon Johnson,C,28,PHI,58,15.1,4.7,3.8,0.6,0.3,0.8,0.7,0.498,,0.5,0.498,0.735,1984-1985,11.9,0.526,13.8,0.8,0.9,1.7,0.095,-1.2,0.0,-1.2,0.2
Dennis Johnson*,PG,30,BOS,80,37.2,15.7,4.0,6.8,1.2,0.5,2.7,0.462,0.269,0.467,0.466,0.853,1984-1985,14.4,0.522,19.3,3.5,2.8,6.4,0.103,0.4,0.0,0.3,1.8
Eddie Johnson,SG,29,ATL,73,32.4,16.3,2.6,7.8,0.6,0.1,3.3,0.479,0.306,0.493,0.49,0.798,1984-1985,15.8,0.546,23.3,2.8,1.4,4.2,0.084,1.5,-2.2,-0.7,0.8
Eddie Johnson,SF,25,KCK,82,36.9,22.9,5.0,3.3,1.0,0.3,2.7,0.491,0.241,0.5,0.496,0.871,1984-1985,16.2,0.542,25.5,4.4,0.9,5.3,0.083,1.3,-1.8,-0.6,1.1
Frank Johnson,PG,26,WSB,46,20.1,9.3,1.4,3.1,0.9,0.1,1.3,0.489,0.353,0.496,0.497,0.75,1984-1985,15.0,0.535,20.7,0.9,1.1,1.9,0.101,-0.1,0.6,0.6,0.6
Magic Johnson*,PG,25,LAL,77,36.1,18.3,6.2,12.6,1.5,0.3,4.0,0.561,0.189,0.577,0.565,0.843,1984-1985,23.2,0.637,20.5,9.5,3.2,12.7,0.22,5.8,0.8,6.7,6.1
Marques Johnson,SF,28,LAC,72,34.0,16.4,5.9,3.4,1.0,0.4,2.4,0.452,0.231,0.454,0.453,0.731,1984-1985,14.3,0.489,23.1,1.2,1.5,2.7,0.053,-0.3,-1.1,-1.4,0.4
Mickey Johnson,PF,32,GSW,66,23.7,13.3,6.0,2.3,1.1,0.5,2.2,0.426,0.233,0.434,0.431,0.823,1984-1985,17.2,0.513,24.9,1.6,1.1,2.7,0.083,0.7,-0.3,0.4,1.0
Steve Johnson,C,27,CHI,74,22.4,10.0,5.9,0.9,0.5,0.8,2.0,0.545,,0.548,0.545,0.718,1984-1985,14.1,0.593,19.6,1.4,1.7,3.1,0.09,-1.8,-0.4,-2.1,-0.1
Vinnie Johnson,SG,28,DET,82,25.5,12.8,3.1,4.0,0.9,0.2,1.6,0.454,0.185,0.462,0.457,0.769,1984-1985,14.9,0.5,21.7,2.5,1.7,4.2,0.097,0.6,-0.3,0.3,1.2
Bobby Jones*,PF,33,PHI,80,20.4,7.5,3.7,1.9,1.1,0.6,1.5,0.538,0.0,0.543,0.538,0.861,1984-1985,15.2,0.625,14.7,2.8,2.0,4.8,0.142,1.3,1.6,2.9,2.0
Caldwell Jones,C,34,CHI,42,21.1,3.4,5.0,0.8,0.3,0.7,1.0,0.461,,0.469,0.461,0.766,1984-1985,6.9,0.523,8.3,0.1,0.8,0.9,0.048,-3.3,0.7,-2.6,-0.1
Charles Jones,C,23,PHO,78,20.1,8.4,5.1,1.6,0.6,0.8,1.8,0.52,0.0,0.524,0.52,0.648,1984-1985,14.4,0.566,18.7,0.8,2.1,2.9,0.089,-0.7,0.4,-0.2,0.7
Charles Jones,C-PF,27,TOT,31,21.5,5.6,5.9,0.8,0.7,2.5,0.8,0.528,,0.528,0.528,0.69,1984-1985,14.9,0.57,11.1,0.9,1.4,2.2,0.161,-2.1,3.2,1.1,0.5
Charles Jones,C,27,WSB,28,22.8,5.9,6.4,0.9,0.8,2.6,0.8,0.528,,0.528,0.528,0.692,1984-1985,15.1,0.569,10.9,0.9,1.3,2.2,0.168,-2.0,3.2,1.3,0.5
Edgar Jones,PF,28,TOT,44,17.5,7.8,3.9,0.7,0.5,0.7,1.4,0.473,0.0,0.48,0.473,0.739,1984-1985,11.7,0.528,20.1,0.1,0.8,0.9,0.057,-3.1,-0.3,-3.4,-0.3
Edgar Jones,PF,28,CLE,26,17.2,8.2,4.2,0.4,0.4,0.4,1.3,0.467,0.0,0.475,0.467,0.683,1984-1985,11.8,0.506,21.9,0.0,0.5,0.4,0.046,-3.4,-1.0,-4.4,-0.3
Michael Jordan*,SG,21,CHI,82,38.3,28.2,6.5,5.9,2.4,0.8,3.5,0.515,0.173,0.526,0.518,0.845,1984-1985,25.8,0.592,29.8,10.3,3.7,14.0,0.213,5.8,1.5,7.3,7.4
Rich Kelley,C,31,UTA,77,16.6,3.8,4.5,1.6,0.5,0.4,1.6,0.477,,0.481,0.477,0.75,1984-1985,8.5,0.547,12.1,-0.5,2.2,1.7,0.066,-4.5,1.8,-2.7,-0.2
Clark Kellogg,PF,23,IND,77,31.8,18.6,9.4,3.2,1.1,0.3,3.0,0.505,0.5,0.505,0.509,0.76,1984-1985,18.9,0.557,24.4,3.1,3.0,6.1,0.119,1.9,-0.1,1.8,2.3
Albert King,SF,25,NJN,42,20.5,12.8,3.8,1.4,1.0,0.2,1.5,0.491,0.0,0.5,0.491,0.817,1984-1985,17.7,0.531,26.8,1.0,0.9,1.9,0.106,0.8,-0.7,0.1,0.4
Bernard King*,SF,28,NYK,55,37.5,32.9,5.8,3.7,1.3,0.3,3.7,0.53,0.1,0.534,0.531,0.772,1984-1985,25.2,0.585,35.1,5.7,1.5,7.1,0.166,6.1,-1.0,5.1,3.6
Bill Laimbeer,C,27,DET,82,35.3,17.5,12.4,1.9,0.8,0.9,1.6,0.506,0.222,0.51,0.507,0.797,1984-1985,18.0,0.548,19.1,5.6,4.1,9.8,0.162,1.3,-0.1,1.3,2.4
Fat Lever,PG,24,DEN,82,31.2,12.8,5.0,7.5,2.5,0.4,2.5,0.43,0.25,0.435,0.434,0.77,1984-1985,16.7,0.479,19.2,2.1,3.2,5.2,0.098,1.0,1.3,2.2,2.7
Cliff Levingston,PF,24,ATL,74,27.3,9.8,7.6,1.4,0.9,0.9,1.8,0.527,,0.529,0.527,0.653,1984-1985,14.6,0.56,16.0,2.0,2.8,4.7,0.113,-0.5,0.5,0.0,1.0
Alton Lister,C,26,MIL,81,25.8,9.9,8.0,1.6,0.6,2.1,2.3,0.538,,0.539,0.538,0.588,1984-1985,15.0,0.559,17.5,1.0,4.3,5.3,0.121,-1.1,2.0,0.9,1.5
Lewis Lloyd,SG,25,HOU,82,26.0,13.1,2.8,3.4,0.9,0.3,2.2,0.526,0.25,0.528,0.527,0.732,1984-1985,15.2,0.558,21.2,2.8,1.9,4.7,0.105,0.6,0.0,0.6,1.4
John Long,SG,28,DET,66,27.6,14.7,2.9,2.0,1.1,0.2,1.5,0.487,0.333,0.49,0.49,0.862,1984-1985,14.2,0.518,21.9,1.8,1.6,3.3,0.087,-0.7,-0.3,-1.1,0.4
John Lucas,PG,31,HOU,47,24.6,11.4,1.8,6.8,1.3,0.0,2.2,0.462,0.318,0.487,0.485,0.798,1984-1985,17.4,0.533,20.6,2.0,1.2,3.2,0.134,2.6,0.0,2.6,1.3
Maurice Lucas,PF,32,PHO,63,26.5,13.4,8.8,2.3,0.6,0.3,2.4,0.476,0.0,0.479,0.476,0.75,1984-1985,15.1,0.517,23.5,0.1,2.4,2.5,0.072,-1.1,-0.6,-1.7,0.1
Kyle Macy,PG,27,PHO,65,31.0,11.0,2.8,5.8,1.3,0.0,1.7,0.485,0.271,0.521,0.504,0.907,1984-1985,13.8,0.555,15.2,2.7,1.9,4.6,0.11,0.0,0.3,0.3,1.1
Rick Mahorn,PF,26,WSB,77,26.9,6.3,7.9,1.6,0.8,1.4,1.7,0.499,,0.499,0.499,0.683,1984-1985,10.4,0.526,11.9,-0.3,3.9,3.6,0.083,-3.7,2.3,-1.5,0.3
