Player,Pos,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,2P%,eFG%,FT%,Season,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Steve Colter,PG,25,WSB,56,24.3,8.0,2.8,4.2,1.0,0.3,1.4,0.469,0.3,0.473,0.473,0.791,1987-1988,13.4,0.509,15.6,1.3,1.3,2.5,0.09,0.0,0.8,0.9,1.0
Dallas Comegys,PF,23,NJN,75,15.0,5.6,2.9,0.9,0.5,0.9,1.5,0.43,,0.431,0.43,0.707,1987-1988,9.5,0.487,20.5,-1.6,1.3,-0.3,-0.012,-5.0,0.9,-4.2,-0.6
Michael Cooper,SG,31,LAL,61,29.4,8.7,3.7,4.7,1.1,0.4,1.7,0.392,0.32,0.434,0.451,0.858,1987-1988,11.6,0.5,14.7,1.3,1.8,3.1,0.082,-0.1,0.9,0.8,1.3
Wayne Cooper,C,31,DEN,45,19.2,6.4,6.0,0.7,0.3,2.1,1.3,0.437,,0.439,0.437,0.746,1987-1988,11.7,0.477,16.1,-0.2,1.4,1.2,0.068,-3.9,0.7,-3.2,-0.3
Tyrone Corbin,SF,25,TOT,84,20.7,7.4,4.2,1.4,0.9,0.2,1.2,0.49,0.167,0.493,0.49,0.797,1987-1988,12.4,0.534,16.6,1.1,1.9,3.0,0.082,-1.3,0.0,-1.3,0.3
Tyrone Corbin,SF,25,CLE,54,21.3,7.3,4.1,1.0,0.8,0.3,1.2,0.491,0.0,0.495,0.491,0.786,1987-1988,11.4,0.538,16.0,0.6,1.4,2.0,0.085,-1.9,0.1,-1.9,0.1
Tyrone Corbin,SF,25,PHO,30,19.7,7.7,4.3,2.0,1.0,0.1,1.3,0.488,0.333,0.49,0.49,0.825,1987-1988,14.3,0.526,17.8,0.4,0.5,0.9,0.076,-0.1,0.0,-0.1,0.3
Dave Corzine,C,31,CHI,80,29.1,10.1,6.6,1.9,0.5,1.2,1.4,0.481,0.111,0.486,0.482,0.752,1987-1988,13.6,0.514,16.4,1.9,3.0,4.9,0.101,-0.4,0.1,-0.3,1.0
Pat Cummings,PF,31,NYK,62,15.3,5.5,3.8,0.6,0.3,0.2,1.0,0.456,,0.458,0.456,0.738,1987-1988,9.6,0.495,17.5,0.0,1.1,1.1,0.055,-3.2,-0.5,-3.7,-0.4
Terry Cummings,PF,26,MIL,76,34.6,21.3,7.3,2.4,1.0,0.6,2.2,0.485,,0.485,0.485,0.665,1987-1988,17.4,0.516,27.9,2.2,2.9,5.2,0.094,0.7,-0.7,-0.1,1.3
Earl Cureton,PF,30,LAC,69,16.3,4.3,3.9,0.9,0.5,0.5,0.8,0.429,,0.433,0.429,0.524,1987-1988,9.2,0.443,14.3,-0.6,1.3,0.7,0.029,-4.1,0.2,-4.0,-0.6
Dell Curry,SG,23,CLE,79,19.0,10.0,2.1,1.9,1.2,0.3,1.4,0.458,0.346,0.472,0.477,0.782,1987-1988,15.1,0.5,25.5,0.0,2.0,2.0,0.064,-0.8,0.7,-0.2,0.7
Quintin Dailey,SG,27,LAC,67,19.1,13.4,2.3,1.6,1.0,0.1,1.8,0.434,0.167,0.439,0.436,0.776,1987-1988,16.8,0.505,32.2,0.1,1.2,1.3,0.05,0.1,-0.2,-0.1,0.6
Adrian Dantley*,SF,32,DET,69,31.1,20.0,3.3,2.5,0.6,0.1,2.0,0.514,,0.516,0.514,0.86,1987-1988,19.9,0.619,24.2,7.5,1.9,9.4,0.21,3.7,-0.2,3.5,2.9
Brad Daugherty,C,22,CLE,79,37.4,18.7,8.4,4.2,0.6,0.7,3.4,0.51,,0.511,0.51,0.716,1987-1988,16.2,0.563,22.8,3.0,3.6,6.6,0.107,0.7,-0.1,0.5,1.9
Brad Davis,PG,32,DAL,75,19.7,7.2,1.4,4.0,0.7,0.2,1.2,0.501,0.405,0.522,0.537,0.843,1987-1988,14.5,0.581,15.5,2.9,1.1,4.0,0.13,0.6,0.3,0.8,1.1
Walter Davis,SF,33,PHO,68,28.7,17.9,2.3,4.1,1.3,0.0,1.9,0.473,0.375,0.483,0.491,0.887,1987-1988,17.8,0.537,26.3,3.0,0.9,3.8,0.094,1.8,-1.2,0.6,1.3
Johnny Dawkins,PG,24,SAS,65,33.5,15.8,3.1,7.4,1.4,0.0,2.4,0.485,0.311,0.499,0.496,0.896,1987-1988,17.0,0.551,19.7,4.0,0.3,4.3,0.095,1.9,-1.9,0.0,1.1
James Donaldson,C,30,DAL,81,31.1,7.0,9.3,0.8,0.5,1.3,1.4,0.558,,0.558,0.558,0.778,1987-1988,12.4,0.616,9.4,3.0,3.3,6.2,0.119,-0.4,0.4,0.0,1.3
Larry Drew,PG,29,LAC,74,27.4,10.3,1.6,5.2,0.9,0.0,2.1,0.456,0.289,0.479,0.474,0.769,1987-1988,11.7,0.498,18.5,0.1,1.2,1.2,0.03,-1.7,-1.4,-3.1,-0.6
Clyde Drexler*,SG,25,POR,81,37.8,27.0,6.6,5.8,2.5,0.6,2.9,0.506,0.212,0.515,0.509,0.811,1987-1988,24.1,0.564,28.0,9.3,3.9,13.2,0.207,5.7,1.4,7.0,7.0
Kevin Duckworth,C,23,POR,78,28.5,15.8,7.4,0.8,0.4,0.4,2.3,0.496,,0.496,0.496,0.77,1987-1988,14.9,0.561,22.6,3.0,2.1,5.2,0.112,-0.8,-2.0,-2.8,-0.4
Joe Dumars*,SG,24,DET,82,33.3,14.2,2.4,4.7,1.1,0.2,2.1,0.472,0.211,0.477,0.474,0.815,1987-1988,13.7,0.53,19.3,3.2,2.7,5.9,0.103,0.3,0.3,0.6,1.8
T.R. Dunn,SG,32,DEN,82,18.7,2.2,2.9,1.1,1.2,0.1,0.3,0.449,,0.452,0.449,0.769,1987-1988,8.3,0.503,5.2,1.3,2.0,3.2,0.102,-2.0,2.4,0.4,0.9
Mark Eaton,C,31,UTA,82,33.3,7.0,8.7,0.7,0.5,3.7,1.6,0.418,,0.418,0.418,0.623,1987-1988,9.5,0.457,11.3,-1.1,5.2,4.1,0.072,-3.8,2.0,-1.8,0.1
James Edwards,C,32,TOT,69,24.7,11.8,6.0,1.1,0.2,0.5,1.9,0.47,,0.47,0.47,0.654,1987-1988,12.1,0.519,21.9,0.3,1.2,1.5,0.042,-2.3,-1.8,-4.1,-0.9
James Edwards,C,32,PHO,43,32.0,15.7,7.8,1.7,0.3,0.7,2.5,0.469,,0.47,0.469,0.635,1987-1988,12.4,0.513,22.6,0.0,0.8,0.8,0.029,-2.1,-1.9,-4.0,-0.7
Craig Ehlo,SG,26,CLE,79,21.6,7.1,3.5,2.6,1.0,0.4,1.4,0.466,0.344,0.485,0.489,0.674,1987-1988,12.5,0.518,16.2,0.9,2.3,3.1,0.088,-0.8,1.4,0.6,1.1
Dale Ellis,SG,27,SEA,75,37.2,25.8,4.5,2.6,1.0,0.1,2.3,0.503,0.413,0.521,0.538,0.767,1987-1988,19.3,0.572,26.8,7.4,1.6,9.0,0.155,4.3,-1.8,2.5,3.2
Alex English*,SF,34,DEN,80,35.2,25.0,4.7,4.7,0.9,0.3,2.3,0.495,0.0,0.496,0.495,0.828,1987-1988,19.8,0.535,28.4,5.3,2.2,7.6,0.129,3.4,-1.4,2.0,2.9
Patrick Ewing*,C,25,NYK,82,31.0,20.2,8.2,1.5,1.3,3.0,3.5,0.555,,0.556,0.555,0.716,1987-1988,21.9,0.594,26.8,3.4,4.7,8.1,0.154,1.9,2.4,4.2,4.0
Dave Feitl,C,25,GSW,70,16.1,6.5,4.8,0.8,0.2,0.1,1.2,0.45,0.0,0.455,0.45,0.701,1987-1988,10.7,0.495,19.7,-0.4,0.7,0.3,0.011,-3.1,-2.6,-5.7,-1.1
Vern Fleming,PG,25,IND,80,34.2,13.9,4.6,7.1,1.4,0.1,2.2,0.523,0.0,0.531,0.523,0.802,1987-1988,17.5,0.573,17.7,5.6,2.8,8.4,0.148,1.9,0.9,2.8,3.3
Sleepy Floyd,PG,27,TOT,77,32.6,15.0,3.8,7.1,1.2,0.2,2.9,0.433,0.194,0.453,0.441,0.85,1987-1988,15.4,0.513,21.6,2.2,2.1,4.4,0.084,0.6,-0.4,0.2,1.4
Sleepy Floyd,PG,27,HOU,59,31.1,13.1,3.5,6.2,1.2,0.2,2.6,0.431,0.25,0.446,0.441,0.86,1987-1988,14.0,0.507,20.1,1.1,1.9,3.1,0.08,-0.5,-0.3,-0.8,0.6
Tellis Frank,PF,22,GSW,78,20.5,8.1,4.2,1.4,0.7,0.3,1.4,0.428,,0.429,0.428,0.725,1987-1988,10.2,0.483,19.4,-0.3,0.9,0.6,0.018,-3.9,-1.2,-5.1,-1.2
Winston Garland,PG,23,GSW,67,31.7,12.4,3.4,6.4,1.7,0.1,2.5,0.439,0.333,0.444,0.447,0.879,1987-1988,13.8,0.492,19.3,0.8,0.9,1.7,0.039,-0.9,-0.9,-1.8,0.1
Armen Gilliam,PF,23,PHO,55,32.9,14.8,7.9,1.3,1.1,0.5,2.2,0.475,,0.475,0.475,0.679,1987-1988,12.9,0.506,20.9,-0.1,1.4,1.3,0.035,-1.7,-1.7,-3.4,-0.6
Artis Gilmore*,C,38,CHI,24,15.5,4.2,2.6,0.4,0.2,0.5,1.2,0.513,,0.513,0.513,0.514,1987-1988,6.0,0.525,14.3,-0.3,0.4,0.1,0.013,-5.7,-0.2,-5.9,-0.4
Mike Gminski,C,28,TOT,81,36.6,16.9,10.0,1.7,0.8,1.5,2.2,0.448,,0.449,0.448,0.906,1987-1988,16.8,0.526,21.0,3.4,3.0,6.5,0.105,0.7,-0.5,0.1,1.6
Mike Gminski,C,28,NJN,34,35.1,16.9,9.4,1.6,0.8,1.0,2.4,0.454,0.0,0.456,0.454,0.861,1987-1988,15.8,0.524,22.3,0.7,1.3,1.9,0.077,-0.3,-0.6,-0.8,0.3
Mike Gminski,C,28,PHI,47,37.6,16.9,10.5,1.8,0.8,1.8,2.0,0.445,,0.445,0.445,0.938,1987-1988,17.5,0.527,20.2,2.8,1.8,4.5,0.123,1.3,-0.5,0.8,1.2
Horace Grant,PF,22,CHI,81,22.6,7.7,5.5,1.1,0.6,0.7,1.1,0.501,,0.503,0.501,0.626,1987-1988,13.0,0.53,15.8,1.6,2.6,4.2,0.111,-1.8,0.1,-1.7,0.2
A.C. Green,PF,24,LAL,82,32.1,11.4,8.7,1.1,1.1,0.5,1.5,0.503,,0.505,0.503,0.773,1987-1988,14.5,0.581,14.7,4.5,3.4,7.9,0.144,0.4,-0.1,0.3,1.5
Sidney Green,PF,27,NYK,82,25.0,7.8,7.8,1.1,0.8,0.4,1.8,0.441,,0.443,0.441,0.663,1987-1988,10.3,0.48,16.2,-0.4,3.1,2.7,0.063,-3.1,-0.1,-3.2,-0.6
Dave Greenwood,PF,30,SAS,45,27.5,8.6,6.7,2.2,0.7,0.5,1.6,0.46,,0.463,0.46,0.748,1987-1988,10.8,0.511,14.4,0.5,0.6,1.1,0.043,-2.1,-1.0,-3.1,-0.3
Darrell Griffith,SG,29,UTA,52,20.2,11.3,2.4,1.8,1.0,0.1,1.3,0.429,0.275,0.462,0.453,0.641,1987-1988,12.7,0.471,26.9,-0.7,1.5,0.8,0.037,-2.0,0.0,-2.1,0.0
Bob Hansen,SG,27,UTA,81,22.2,9.6,2.3,2.2,0.8,0.1,1.1,0.517,0.33,0.553,0.543,0.743,1987-1988,12.9,0.573,17.5,2.3,2.1,4.4,0.118,-1.0,0.3,-0.7,0.6
Bill Hanzlik,SF,30,DEN,77,17.3,4.5,2.2,2.2,0.8,0.2,1.2,0.38,0.188,0.391,0.385,0.791,1987-1988,8.2,0.488,13.3,-0.3,1.6,1.3,0.046,-3.9,1.1,-2.8,-0.3
Derek Harper,PG,26,DAL,82,37.0,17.0,3.0,7.7,2.0,0.4,2.3,0.459,0.313,0.488,0.485,0.759,1987-1988,18.1,0.528,20.6,6.1,3.0,9.1,0.145,2.7,0.8,3.5,4.2
Ron Harper,SG,24,CLE,57,32.1,15.4,3.9,4.9,2.1,0.9,2.8,0.464,0.15,0.473,0.467,0.705,1987-1988,16.6,0.514,23.6,0.8,2.7,3.5,0.092,0.5,1.8,2.3,2.0
Steve Harris,SG,24,TOT,58,18.7,9.2,2.2,1.5,0.9,0.1,1.0,0.458,0.0,0.465,0.458,0.788,1987-1988,14.0,0.498,22.1,0.7,0.5,1.2,0.052,-0.8,-1.2,-2.0,0.0
Steve Harris,SG,24,GSW,44,20.1,10.3,2.4,1.6,1.0,0.1,1.1,0.471,0.0,0.478,0.471,0.763,1987-1988,14.5,0.509,22.6,0.6,0.3,0.9,0.048,-0.7,-1.4,-2.1,0.0
Dave Henderson,SG,23,PHI,22,16.0,5.7,1.6,1.5,0.5,0.2,1.8,0.405,,0.409,0.405,0.681,1987-1988,6.7,0.461,21.3,-0.6,0.2,-0.4,-0.058,-5.5,-1.6,-7.1,-0.4
Gerald Henderson,PG,32,TOT,75,20.1,7.9,1.4,3.1,0.9,0.1,1.8,0.428,0.423,0.431,0.504,0.812,1987-1988,12.1,0.564,18.5,1.3,0.9,2.2,0.071,-0.8,-0.6,-1.4,0.2
Gerald Henderson,PG,32,PHI,69,20.8,8.4,1.4,3.2,1.0,0.1,1.8,0.431,0.421,0.436,0.507,0.81,1987-1988,12.5,0.566,18.8,1.4,0.8,2.2,0.075,-0.6,-0.7,-1.3,0.3
Rod Higgins,SF,28,GSW,68,32.2,15.5,4.3,2.8,1.0,0.5,1.6,0.526,0.487,0.528,0.539,0.848,1987-1988,16.3,0.608,18.1,5.0,0.6,5.7,0.124,1.7,-0.8,0.9,1.6
Roy Hinson,SF,26,TOT,77,33.7,15.3,6.7,1.3,0.9,1.8,2.2,0.487,,0.488,0.487,0.775,1987-1988,14.8,0.543,20.4,1.9,2.6,4.5,0.083,-1.1,0.0,-1.1,0.6
Roy Hinson,SF,26,PHI,29,29.1,11.6,5.8,0.9,0.8,2.3,2.2,0.452,,0.454,0.452,0.718,1987-1988,13.0,0.513,19.5,0.0,0.9,0.9,0.052,-2.5,0.5,-2.0,0.0
Roy Hinson,SF,26,NJN,48,36.4,17.6,7.3,1.5,0.9,1.5,2.2,0.502,,0.502,0.502,0.806,1987-1988,15.6,0.556,20.9,1.9,1.6,3.5,0.097,-0.4,-0.3,-0.6,0.6
Craig Hodges,SG,27,TOT,66,21.9,9.5,1.2,2.3,0.7,0.0,1.2,0.463,0.491,0.448,0.545,0.831,1987-1988,12.2,0.567,18.2,1.6,0.7,2.4,0.078,0.3,-0.7,-0.4,0.6
Craig Hodges,SG,27,MIL,43,22.9,9.2,1.1,2.5,0.7,0.0,1.1,0.449,0.466,0.441,0.529,0.821,1987-1988,11.3,0.548,17.6,0.9,0.6,1.5,0.073,-0.2,-0.6,-0.8,0.3
Craig Hodges,SG,27,PHO,23,20.1,10.1,1.4,1.9,0.7,0.1,1.2,0.489,0.544,0.463,0.576,0.844,1987-1988,14.2,0.604,19.4,0.7,0.1,0.9,0.09,1.3,-1.0,0.2,0.3
Michael Holton,PG,26,POR,82,15.6,5.3,1.8,2.6,0.5,0.1,1.0,0.462,0.2,0.473,0.466,0.829,1987-1988,11.4,0.532,15.3,1.3,1.1,2.3,0.087,-1.5,-0.1,-1.5,0.1
Dave Hoppen,C,23,TOT,39,16.5,5.7,4.5,0.8,0.3,0.2,0.9,0.459,,0.462,0.459,0.871,1987-1988,11.4,0.528,15.6,0.5,0.4,0.8,0.061,-2.5,-2.2,-4.8,-0.5
Dave Hoppen,C,23,GSW,36,16.9,5.9,4.6,0.8,0.4,0.2,1.0,0.465,,0.468,0.465,0.864,1987-1988,11.5,0.533,15.5,0.5,0.3,0.8,0.063,-2.5,-2.2,-4.7,-0.4
Dennis Hopson,SG,22,NJN,61,22.4,9.6,2.3,1.9,0.9,0.4,2.0,0.404,0.267,0.417,0.415,0.74,1987-1988,10.2,0.468,23.1,-1.3,1.0,-0.3,-0.012,-2.8,-0.8,-3.6,-0.5
Jeff Hornacek,SG,24,PHO,82,27.4,9.5,3.2,6.6,1.3,0.1,1.9,0.506,0.293,0.528,0.52,0.822,1987-1988,15.9,0.569,15.3,3.7,1.3,5.0,0.106,1.4,0.0,1.4,1.9
Phil Hubbard,SF,31,CLE,78,20.9,8.4,3.6,1.0,0.6,0.1,1.5,0.489,0.0,0.494,0.489,0.749,1987-1988,11.8,0.554,18.6,1.1,1.6,2.7,0.081,-1.8,-1.0,-2.7,-0.3
Jay Humphries,PG,25,TOT,68,26.6,10.0,2.6,5.8,1.2,0.1,1.9,0.528,0.167,0.54,0.531,0.732,1987-1988,14.8,0.564,16.6,2.5,1.0,3.5,0.093,0.4,-0.3,0.1,1.0
Jay Humphries,PG,25,PHO,50,31.1,12.7,3.0,7.1,1.2,0.1,2.2,0.545,0.188,0.558,0.549,0.741,1987-1988,15.8,0.581,17.1,2.8,0.6,3.5,0.107,1.2,-0.6,0.6,1.0
Marc Iavaroni,PF,31,UTA,81,15.3,4.5,3.3,0.8,0.3,0.3,1.0,0.464,,0.467,0.464,0.788,1987-1988,8.6,0.518,14.4,0.0,1.7,1.7,0.064,-3.5,0.0,-3.5,-0.5
Mark Jackson,PG,22,NYK,82,39.6,13.6,4.8,10.6,2.5,0.1,3.1,0.432,0.254,0.458,0.448,0.774,1987-1988,15.7,0.493,17.3,3.5,4.2,7.6,0.113,1.6,1.1,2.7,3.9
Dennis Johnson*,PG,33,BOS,77,34.7,12.6,3.1,7.8,1.2,0.4,2.5,0.438,0.261,0.449,0.446,0.856,1987-1988,14.0,0.52,18.1,3.4,1.7,5.0,0.091,0.7,-0.6,0.1,1.4
Eddie Johnson,SF,28,PHO,73,29.8,17.7,4.4,2.5,0.5,0.1,1.9,0.48,0.255,0.501,0.491,0.85,1987-1988,15.2,0.532,25.4,2.5,0.5,3.0,0.065,0.8,-2.8,-2.0,0.0
Frank Johnson,PG,29,WSB,75,16.8,7.4,1.6,2.5,0.9,0.1,1.3,0.434,0.111,0.44,0.435,0.812,1987-1988,13.5,0.492,21.7,0.4,1.3,1.6,0.063,-1.4,0.3,-1.0,0.3
Kevin Johnson,PG,21,TOT,80,24.0,9.2,2.4,5.5,1.3,0.3,1.8,0.461,0.208,0.472,0.466,0.839,1987-1988,15.5,0.531,18.2,2.2,1.9,4.0,0.101,0.3,0.6,0.9,1.4
Kevin Johnson,PG,21,CLE,52,20.1,7.3,1.4,3.7,1.2,0.3,1.6,0.46,0.222,0.467,0.463,0.821,1987-1988,13.4,0.527,18.1,0.6,1.3,1.8,0.085,-1.2,1.0,-0.2,0.5
Kevin Johnson,PG,21,PHO,28,31.2,12.6,4.3,8.7,1.5,0.3,2.3,0.463,0.2,0.478,0.468,0.859,1987-1988,18.0,0.536,18.3,1.6,0.6,2.2,0.12,2.0,0.1,2.2,0.9
Magic Johnson*,PG,28,LAL,72,36.6,19.6,6.2,11.9,1.6,0.2,3.7,0.492,0.196,0.51,0.497,0.853,1987-1988,23.1,0.581,23.4,7.8,3.1,10.9,0.199,5.2,0.8,6.0,5.3
Steve Johnson,C,30,POR,43,24.4,15.4,5.6,1.3,0.4,0.7,2.8,0.529,,0.53,0.529,0.586,1987-1988,14.9,0.554,27.0,0.2,1.1,1.3,0.058,-1.7,-1.4,-3.1,-0.3
