,PTS,TRB,AST,STL,BLK,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
PTS,1.0,0.40073045796560214,0.25781204173100775,0.2791039760043563,0.08285870376749692,0.8556987608982178,0.4306291678176699,0.7853806955301992,0.7828056817002131,0.363868418776131,0.7706555761942875,0.6104085717120111,0.8162273484689386,-0.3795167957179284,0.5700992708934983,0.68191151619498
TRB,0.40073045796560214,1.0,-0.25873076985530735,-0.11227098182387149,0.6260984723222828,0.4141436947784227,0.4485086669779892,0.06431429943277454,0.3655710312420325,0.6670509063227299,0.5500857011767254,0.4789984938329381,0.2647979881383678,0.12006453555395608,0.3219217426243802,0.3874472376110414
AST,0.25781204173100775,-0.25873076985530735,1.0,0.6814946703489051,-0.3100732984221888,0.3225471837985283,-0.0470330572505183,0.16651308091157518,0.2703812065177156,0.058013001089356045,0.24035991741053125,0.1425171445674722,0.4853845420089958,-0.016827895240231337,0.4531302802904645,0.45628856598521306
STL,0.2791039760043563,-0.11227098182387149,0.6814946703489051,1.0,-0.22849679297174572,0.3384031304004178,-0.07664879963040346,0.16999256435502053,0.22759010033564497,0.3139545023953182,0.30420284834878586,0.21746288287760515,0.403404956518321,0.3003756155240852,0.5517752026547281,0.528809165772909
BLK,0.08285870376749692,0.6260984723222828,-0.3100732984221888,-0.22849679297174572,1.0,0.166878749021438,0.23974645250787416,-0.1488281036377451,0.09360420922607895,0.5182549252556841,0.27359860690401683,0.2692069879053293,-0.008440587757352855,0.4189337922712681,0.22639207660773653,0.23503195254922513
PER,0.8556987608982178,0.4141436947784227,0.3225471837985283,0.3384031304004178,0.166878749021438,1.0,0.5429864027960369,0.7179286499787223,0.811740360575841,0.41463370618223416,0.8135388277884904,0.8042214546210401,0.918905761279602,-0.15663792251511374,0.7912834072503325,0.817292614911088
TS%,0.4306291678176699,0.4485086669779892,-0.0470330572505183,-0.07664879963040346,0.23974645250787416,0.5429864027960369,1.0,0.11871312047596536,0.6590606278907993,0.29328168276139976,0.6427117415670084,0.7167956494113176,0.49744883907670545,-0.07290197607960511,0.4346890675268757,0.46258482567824716
USG%,0.7853806955301992,0.06431429943277454,0.16651308091157518,0.16999256435502053,-0.1488281036377451,0.7179286499787223,0.11871312047596536,1.0,0.4028569747621345,0.08037147360503896,0.35549167120551056,0.2858488553470334,0.5960276333058628,-0.49819550417983377,0.29369717094969827,0.35438348821932414
OWS,0.7828056817002131,0.3655710312420325,0.2703812065177156,0.22759010033564497,0.09360420922607895,0.811740360575841,0.6590606278907993,0.4028569747621345,1.0,0.3263920467519633,0.9316046855880005,0.8655862490444988,0.8630980066486496,-0.1862478702740254,0.7209580748813967,0.8136256834404605
DWS,0.363868418776131,0.6670509063227299,0.058013001089356045,0.3139545023953182,0.5182549252556841,0.41463370618223416,0.29328168276139976,0.08037147360503896,0.3263920467519633,1.0,0.647264700671344,0.5696543166745209,0.31478226842611795,0.4800425241534589,0.5682260463574078,0.598943646132256
WS,0.7706555761942875,0.5500857011767254,0.24035991741053125,0.30420284834878586,0.27359860690401683,0.8135388277884904,0.6427117415670084,0.35549167120551056,0.9316046855880005,0.647264700671344,1.0,0.9168316468993771,0.8171745754436952,0.03455873203858225,0.8000945709388088,0.8865049739855206
WS/48,0.6104085717120111,0.4789984938329381,0.1425171445674722,0.21746288287760515,0.2692069879053293,0.8042214546210401,0.7167956494113176,0.2858488553470334,0.8655862490444988,0.5696543166745209,0.9168316468993771,1.0,0.7784784028257621,0.1443861564836759,0.8230949301788774,0.8256250257191394
OBPM,0.8162273484689386,0.2647979881383678,0.4853845420089958,0.403404956518321,-0.008440587757352855,0.918905761279602,0.49744883907670545,0.5960276333058628,0.8630980066486496,0.31478226842611795,0.8171745754436952,0.7784784028257621,1.0,-0.20733152187715373,0.8397143550098072,0.8609317103666992
DBPM,-0.3795167957179284,0.12006453555395608,-0.016827895240231337,0.3003756155240852,0.4189337922712681,-0.15663792251511374,-0.07290197607960511,-0.49819550417983377,-0.1862478702740254,0.4800425241534589,0.03455873203858225,0.1443861564836759,-0.20733152187715373,1.0,0.3566283284718651,0.23417859490268508
BPM,0.5700992708934983,0.3219217426243802,0.4531302802904645,0.5517752026547281,0.22639207660773653,0.7912834072503325,0.4346890675268757,0.29369717094969827,0.7209580748813967,0.5682260463574078,0.8000945709388088,0.8230949301788774,0.8397143550098072,0.3566283284718651,1.0,0.9530502869290598
VORP,0.68191151619498,0.3874472376110414,0.45628856598521306,0.528809165772909,0.23503195254922513,0.817292614911088,0.46258482567824716,0.35438348821932414,0.8136256834404605,0.598943646132256,0.8865049739855206,0.8256250257191394,0.8609317103666992,0.23417859490268508,0.9530502869290598,1.0
