Player,Pos,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,2P%,eFG%,FT%,Season,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Bill Laimbeer,C,32,DET,81,33.0,12.1,9.6,2.1,0.7,1.0,1.2,0.484,0.361,0.515,0.52,0.854,1989-1990,15.8,0.564,15.6,4.7,2.1,10.1,0.182,0.9,2.4,3.3,3.6
Fat Lever,SG,29,DEN,79,35.8,18.3,9.3,6.5,2.1,0.2,2.0,0.443,0.414,0.445,0.457,0.804,1989-1990,19.9,0.504,21.9,4.6,2.1,8.8,0.149,3.4,1.5,4.9,4.9
Cliff Levingston,PF,29,ATL,75,22.7,6.9,4.3,1.1,0.7,0.5,0.7,0.509,0.2,0.513,0.511,0.68,1989-1990,12.1,0.54,12.9,2.4,2.1,3.4,0.096,-0.7,0.0,-0.7,0.5
Reggie Lewis,SG,24,BOS,79,31.9,17.0,4.4,2.8,1.1,0.8,1.5,0.496,0.267,0.499,0.498,0.808,1989-1990,16.8,0.545,22.5,4.2,2.1,6.7,0.128,0.8,0.2,0.9,1.9
Todd Lichti,SG,23,DEN,79,16.8,8.0,1.9,1.5,0.7,0.2,1.2,0.486,0.0,0.5,0.486,0.747,1989-1990,12.3,0.533,20.2,0.5,2.1,1.8,0.066,-2.0,-0.2,-2.3,-0.1
Brad Lohaus,PF,25,TOT,80,24.3,9.2,5.0,2.1,0.7,1.1,1.4,0.46,0.343,0.49,0.495,0.728,1989-1990,13.6,0.517,17.9,0.9,2.1,3.3,0.082,-0.6,0.9,0.3,1.1
Brad Lohaus,PF,25,MIN,28,21.1,7.5,3.9,2.2,0.5,0.8,1.6,0.465,0.063,0.5,0.468,0.808,1989-1990,11.8,0.492,19.3,-0.3,2.1,0.4,0.031,-2.4,0.6,-1.7,0.0
Brad Lohaus,PF,25,MIL,52,26.0,10.0,5.5,2.0,0.8,1.3,1.2,0.458,0.38,0.485,0.508,0.701,1989-1990,14.4,0.527,17.3,1.2,2.1,2.9,0.104,0.2,1.1,1.2,1.1
Grant Long,PF,23,MIA,81,22.9,8.5,5.0,1.2,1.1,0.5,1.7,0.483,,0.486,0.483,0.714,1989-1990,11.6,0.538,16.9,0.6,2.1,2.7,0.07,-3.0,0.8,-2.3,-0.1
John Long,SG,33,ATL,48,21.5,8.4,1.7,1.8,0.9,0.1,1.6,0.453,0.345,0.462,0.466,0.836,1989-1990,10.7,0.495,19.7,-0.1,2.1,0.2,0.01,-2.0,-0.9,-2.9,-0.2
Sidney Lowe,PG,30,MIN,80,21.8,2.3,2.0,4.2,0.9,0.1,0.8,0.319,0.222,0.323,0.323,0.722,1989-1990,8.7,0.37,8.0,0.1,2.1,1.5,0.04,-3.3,0.6,-2.7,-0.3
John Lucas,PG,36,HOU,49,19.1,5.8,1.8,4.9,0.9,0.0,1.7,0.375,0.299,0.407,0.419,0.764,1989-1990,11.5,0.454,17.3,-0.2,2.1,1.0,0.052,-1.0,0.1,-0.9,0.3
Rick Mahorn,PF,31,PHI,75,30.3,10.8,7.6,1.3,0.6,1.4,1.4,0.497,0.222,0.501,0.498,0.715,1989-1990,13.9,0.546,15.8,2.7,2.1,5.3,0.113,-0.7,0.3,-0.4,0.9
Dan Majerle,SG,24,PHO,73,30.7,11.1,5.9,2.6,1.4,0.4,1.1,0.424,0.238,0.448,0.438,0.762,1989-1990,13.5,0.498,16.5,2.6,2.1,5.5,0.118,0.1,1.1,1.3,1.9
Jeff Malone,SG,28,WSB,75,34.2,24.3,2.7,3.2,0.6,0.1,1.7,0.491,0.167,0.492,0.491,0.877,1989-1990,18.5,0.529,29.4,4.4,2.1,5.2,0.098,2.2,-2.2,0.0,1.3
Karl Malone*,PF,26,UTA,82,38.1,31.0,11.1,2.8,1.5,0.6,3.7,0.562,0.372,0.567,0.567,0.762,1989-1990,27.2,0.626,32.6,10.5,2.1,15.9,0.245,5.9,0.5,6.4,6.6
Moses Malone*,C,34,ATL,81,33.8,18.9,10.0,1.6,0.6,1.0,2.9,0.48,0.111,0.483,0.481,0.781,1989-1990,20.2,0.564,24.3,6.0,2.1,7.7,0.134,2.6,-2.4,0.3,1.6
Danny Manning,PF,23,LAC,71,32.0,16.3,5.9,2.6,1.3,0.5,2.6,0.533,0.0,0.536,0.533,0.741,1989-1990,16.3,0.584,21.7,2.9,2.1,5.3,0.112,0.2,0.2,0.4,1.4
Šarūnas Marčiulionis*,SG,25,GSW,75,22.6,12.1,2.9,1.6,1.3,0.1,1.8,0.519,0.256,0.539,0.528,0.787,1989-1990,15.5,0.616,20.5,3.1,2.1,3.8,0.107,-0.2,-0.6,-0.8,0.5
Jeff Martin,SG,23,LAC,69,19.6,6.3,2.3,0.6,0.6,0.2,0.7,0.411,0.133,0.421,0.413,0.705,1989-1990,8.7,0.46,16.0,0.0,2.1,0.9,0.031,-2.8,-1.1,-4.0,-0.7
Vernon Maxwell,SG,24,TOT,79,25.2,9.0,2.9,3.7,1.1,0.1,1.8,0.439,0.267,0.473,0.461,0.645,1989-1990,11.5,0.496,17.8,0.3,2.1,2.8,0.068,-1.6,0.5,-1.1,0.5
Vernon Maxwell,SG,24,SAS,49,22.8,6.9,2.9,3.0,0.9,0.1,1.4,0.435,0.288,0.465,0.459,0.621,1989-1990,10.3,0.489,15.5,0.1,2.1,1.4,0.061,-1.8,0.5,-1.3,0.2
Vernon Maxwell,SG,24,HOU,30,29.0,12.5,2.9,5.0,1.4,0.2,2.4,0.442,0.245,0.481,0.463,0.664,1989-1990,13.0,0.503,20.7,0.2,2.1,1.4,0.076,-1.4,0.5,-0.9,0.3
Rodney McCray,SF,28,SAC,82,39.5,16.6,8.2,4.6,0.7,0.9,2.1,0.515,0.262,0.525,0.52,0.784,1989-1990,16.7,0.568,18.3,5.4,2.1,7.9,0.118,2.0,0.0,2.0,3.3
Xavier McDaniel,SF,26,SEA,69,35.2,21.3,6.5,2.5,1.1,0.5,2.7,0.496,0.294,0.498,0.498,0.733,1989-1990,17.9,0.533,26.9,3.6,2.1,5.4,0.106,1.7,-1.1,0.6,1.6
Kevin McHale*,PF,32,BOS,82,33.2,20.9,8.3,2.1,0.4,1.9,2.2,0.549,0.333,0.562,0.558,0.893,1989-1990,21.8,0.623,24.1,7.8,2.1,11.1,0.195,3.2,0.3,3.4,3.8
Derrick McKey,SF,23,SEA,80,34.4,15.7,6.1,2.3,1.1,1.0,2.4,0.493,0.13,0.502,0.495,0.782,1989-1990,15.6,0.557,20.0,4.0,2.1,6.3,0.11,0.9,0.2,1.1,2.2
Nate McMillan,SG,25,SEA,82,28.5,6.4,4.9,7.3,1.7,0.5,2.3,0.473,0.355,0.482,0.485,0.641,1989-1990,14.4,0.517,12.4,2.3,2.1,4.9,0.101,0.4,2.2,2.6,2.7
Reggie Miller*,SG,24,IND,82,38.9,24.6,3.6,3.8,1.3,0.2,2.7,0.514,0.414,0.552,0.572,0.868,1989-1990,20.8,0.645,24.2,10.8,2.1,12.1,0.182,4.9,-0.9,4.0,4.8
Sam Mitchell,PF,26,MIN,80,30.2,12.7,5.8,1.1,0.8,0.7,1.2,0.446,0.0,0.451,0.446,0.768,1989-1990,13.7,0.512,19.8,2.8,2.1,5.1,0.102,-1.5,-0.9,-2.4,-0.3
Chris Morris,SF,24,NJN,80,30.6,14.8,5.3,1.8,1.6,1.0,2.3,0.422,0.316,0.445,0.45,0.722,1989-1990,14.8,0.493,22.8,0.5,2.1,3.2,0.062,0.3,0.3,0.6,1.6
Chris Mullin*,SF,26,GSW,78,36.3,25.1,5.9,4.1,1.6,0.6,3.1,0.536,0.372,0.573,0.57,0.889,1989-1990,22.7,0.643,24.8,8.9,2.1,10.2,0.174,5.6,-0.7,5.0,5.0
Tod Murphy,C,26,MIN,82,30.4,8.3,6.9,1.3,0.9,0.7,0.7,0.471,0.372,0.479,0.486,0.709,1989-1990,13.0,0.53,12.4,3.3,2.1,6.1,0.117,-0.7,0.2,-0.4,1.0
Pete Myers,SG,26,NJN,28,19.4,7.1,2.4,3.6,0.7,0.3,2.1,0.411,0.0,0.425,0.411,0.725,1989-1990,10.8,0.471,19.9,-0.4,2.1,0.0,0.004,-3.2,-1.2,-4.4,-0.3
Larry Nance,PF,30,CLE,62,33.3,16.3,8.3,2.6,0.9,2.0,1.8,0.511,,0.51,0.511,0.778,1989-1990,19.1,0.554,21.4,3.5,2.1,6.5,0.152,1.4,1.3,2.7,2.4
Johnny Newman,SF,26,NYK,80,28.5,12.9,2.4,2.3,1.2,0.3,1.8,0.476,0.317,0.511,0.504,0.799,1989-1990,12.7,0.562,19.4,2.8,2.1,4.5,0.095,-1.1,0.0,-1.1,0.5
Ken Norman,SF,25,LAC,70,33.3,16.1,6.7,2.3,1.1,0.8,2.7,0.51,0.438,0.511,0.514,0.632,1989-1990,14.6,0.534,22.3,0.4,2.1,2.9,0.061,-0.6,-0.4,-0.9,0.6
Charles Oakley,PF,26,NYK,61,36.0,14.6,11.9,2.4,1.0,0.3,2.7,0.524,,0.527,0.524,0.761,1989-1990,15.9,0.58,17.6,3.2,2.1,6.0,0.131,0.3,-0.6,-0.3,0.9
Hakeem Olajuwon*,C,27,HOU,82,38.1,24.3,14.0,2.9,2.1,4.6,3.9,0.501,0.167,0.502,0.501,0.713,1989-1990,24.1,0.541,28.1,2.5,2.1,11.2,0.173,1.8,4.0,5.8,6.2
Robert Parish*,C,36,BOS,79,30.3,15.7,10.1,1.3,0.5,0.9,2.1,0.58,,0.58,0.58,0.747,1989-1990,19.2,0.616,20.7,4.8,2.1,7.8,0.157,1.9,-0.8,1.1,1.9
Jim Paxson,PG,32,BOS,72,17.8,6.4,1.1,1.9,0.5,0.1,0.8,0.453,0.25,0.463,0.459,0.811,1989-1990,9.7,0.498,16.9,0.7,2.1,1.4,0.052,-2.9,-0.8,-3.7,-0.5
John Paxson,PG,29,CHI,82,28.8,10.0,1.5,4.1,1.0,0.1,1.0,0.516,0.359,0.539,0.539,0.824,1989-1990,12.7,0.555,14.9,3.7,2.1,4.8,0.097,-0.6,-0.9,-1.5,0.3
Sam Perkins,SF,28,DAL,76,35.1,15.9,7.5,2.3,1.2,0.8,1.9,0.493,0.214,0.502,0.496,0.778,1989-1990,17.3,0.564,20.0,4.8,2.1,8.1,0.146,1.3,0.5,1.7,2.5
Chuck Person,SF,25,IND,77,35.2,19.7,5.8,3.0,0.7,0.3,2.2,0.487,0.372,0.517,0.525,0.781,1989-1990,16.6,0.557,24.4,4.1,2.1,5.4,0.096,2.0,-2.0,-0.1,1.3
Ricky Pierce,SG,30,MIL,59,29.0,23.0,2.8,2.3,0.8,0.1,2.2,0.51,0.346,0.535,0.533,0.839,1989-1990,21.9,0.592,31.3,4.8,2.1,5.8,0.163,4.5,-1.7,2.9,2.1
Scottie Pippen*,SF,24,CHI,82,38.4,16.5,6.7,5.4,2.6,1.2,3.4,0.489,0.25,0.514,0.501,0.675,1989-1990,16.3,0.528,21.2,1.4,2.1,5.7,0.087,0.4,1.4,1.8,3.0
Terry Porter,PG,26,POR,80,34.8,17.6,3.4,9.1,1.9,0.1,3.1,0.462,0.374,0.491,0.508,0.892,1989-1990,20.0,0.597,20.1,7.9,2.1,11.7,0.202,4.5,1.3,5.8,5.4
Paul Pressey,SG,31,MIL,57,24.6,11.0,3.0,4.3,1.2,0.4,1.9,0.472,0.14,0.503,0.478,0.758,1989-1990,15.9,0.533,20.9,1.6,2.1,3.0,0.102,0.5,0.8,1.3,1.2
Harold Pressley,SF,26,SAC,72,22.3,8.8,4.3,2.1,0.8,0.5,1.2,0.424,0.311,0.464,0.465,0.78,1989-1990,13.7,0.506,19.3,0.8,2.1,2.3,0.069,-0.2,0.2,0.0,0.8
Mark Price,PG,25,CLE,73,37.1,19.6,3.4,9.1,1.6,0.1,2.9,0.459,0.406,0.487,0.53,0.888,1989-1990,21.1,0.589,22.8,7.6,2.1,10.1,0.179,5.3,-0.2,5.2,4.9
Kurt Rambis,PF,31,TOT,74,25.7,6.2,7.1,1.8,1.4,0.5,1.4,0.509,,0.514,0.509,0.646,1989-1990,12.1,0.539,11.7,1.0,2.1,4.1,0.103,-1.2,1.9,0.7,1.3
Kurt Rambis,PF,31,PHO,58,25.1,5.4,7.0,1.8,1.2,0.5,1.3,0.514,,0.518,0.514,0.722,1989-1990,11.3,0.547,10.3,0.9,2.1,3.3,0.11,-1.2,2.0,0.8,1.0
Blair Rasmussen,C,27,DEN,81,24.6,12.4,7.3,1.0,0.5,1.3,0.9,0.497,,0.498,0.497,0.828,1989-1990,16.0,0.525,20.2,2.3,2.1,5.2,0.125,-1.0,-0.1,-1.0,0.5
J.R. Reid,C,21,CHH,82,33.6,11.1,8.4,1.2,1.1,0.7,2.1,0.44,0.0,0.443,0.44,0.664,1989-1990,10.2,0.482,17.2,-1.7,2.1,1.1,0.02,-3.7,-0.5,-4.2,-1.5
Robert Reid,SF,34,TOT,72,16.7,5.8,2.1,1.3,0.5,0.2,0.6,0.391,0.313,0.398,0.403,0.628,1989-1990,8.0,0.427,18.7,-1.1,2.1,-0.3,-0.011,-4.3,-0.4,-4.7,-0.8
Robert Reid,SF,34,CHH,60,18.6,6.4,2.4,1.4,0.6,0.2,0.7,0.391,0.31,0.397,0.402,0.641,1989-1990,8.0,0.427,18.8,-1.2,2.1,-0.4,-0.018,-4.3,-0.6,-4.9,-0.8
Jerry Reynolds,SF,27,ORL,67,27.1,12.8,4.8,2.7,1.4,1.0,2.1,0.417,0.071,0.424,0.418,0.742,1989-1990,14.1,0.486,22.0,0.2,2.1,1.3,0.035,-0.8,0.2,-0.6,0.6
Glen Rice,SF,22,MIA,77,30.0,13.6,4.6,1.8,0.9,0.4,1.5,0.439,0.246,0.452,0.447,0.734,1989-1990,11.3,0.466,21.6,-0.4,2.1,1.4,0.029,-2.1,-1.1,-3.2,-0.7
Pooh Richardson,PG,23,MIN,82,31.5,11.4,2.6,6.8,1.6,0.3,1.7,0.461,0.277,0.479,0.473,0.589,1989-1990,15.8,0.482,19.0,2.0,2.1,4.4,0.082,1.0,0.4,1.4,2.2
Mitch Richmond*,SG,24,GSW,78,35.9,22.1,4.6,2.9,1.3,0.3,2.6,0.497,0.358,0.508,0.51,0.866,1989-1990,17.0,0.576,24.1,4.6,2.1,5.2,0.09,1.4,-1.7,-0.4,1.2
Doc Rivers,PG,28,ATL,48,31.8,12.5,4.2,5.5,2.4,0.5,2.0,0.454,0.364,0.469,0.479,0.812,1989-1990,17.2,0.539,17.9,2.5,2.1,4.0,0.126,1.1,2.0,3.0,2.0
Fred Roberts,PF,29,MIL,82,27.3,10.5,3.8,1.8,0.7,0.3,1.6,0.495,0.182,0.501,0.497,0.783,1989-1990,11.6,0.553,17.0,1.9,2.1,3.5,0.075,-1.4,-0.9,-2.3,-0.1
Alvin Robertson,SG,27,MIL,81,32.1,14.2,6.9,5.5,2.6,0.2,2.7,0.503,0.154,0.513,0.505,0.741,1989-1990,18.9,0.542,20.6,3.6,2.1,7.5,0.138,1.7,2.0,3.7,3.7
Clifford Robinson,PF,23,POR,82,19.1,9.1,3.8,0.9,0.6,0.6,1.6,0.397,0.273,0.405,0.405,0.55,1989-1990,9.3,0.433,24.9,-2.0,2.1,0.3,0.01,-4.6,-0.4,-5.0,-1.2
David Robinson*,C,24,SAS,82,36.6,24.3,12.0,2.0,1.7,3.9,3.1,0.531,,0.532,0.531,0.732,1989-1990,26.3,0.597,26.6,7.9,2.1,15.1,0.241,4.0,2.9,6.9,6.8
Dennis Rodman*,SF,28,DET,82,29.0,8.8,9.7,0.9,0.6,0.7,1.1,0.581,0.111,0.589,0.582,0.654,1989-1990,15.4,0.608,12.3,5.0,2.1,9.3,0.189,0.7,0.9,1.6,2.2
John Salley,PF,25,DET,82,23.3,7.2,5.4,0.8,0.6,1.9,1.2,0.512,,0.515,0.513,0.713,1989-1990,13.5,0.575,13.8,2.2,2.1,6.1,0.152,-1.9,3.3,1.5,1.7
Ralph Sampson*,C,29,SAC,26,16.0,4.2,3.2,1.1,0.5,0.8,1.3,0.372,0.25,0.376,0.376,0.522,1989-1990,5.5,0.392,17.9,-1.1,2.1,-0.6,-0.068,-7.3,1.6,-5.7,-0.4
Mike Sanders,SF,29,IND,82,18.7,6.2,2.8,1.1,0.5,0.3,1.0,0.47,0.357,0.473,0.475,0.733,1989-1990,9.1,0.498,16.7,0.1,2.1,1.0,0.031,-3.0,-0.7,-3.8,-0.7
Danny Schayes,C,30,DEN,53,22.5,10.4,6.5,1.2,0.8,0.8,1.4,0.494,0.0,0.5,0.494,0.852,1989-1990,16.5,0.617,17.0,2.8,2.1,4.5,0.183,-0.4,0.6,0.3,0.7
Detlef Schrempf,PF,27,IND,78,33.0,16.2,7.9,3.2,0.8,0.2,2.3,0.516,0.354,0.526,0.526,0.82,1989-1990,17.6,0.611,20.5,6.1,2.1,8.1,0.151,1.8,-0.4,1.4,2.2
Byron Scott,SG,28,LAL,77,33.7,15.5,3.1,3.6,1.0,0.4,1.6,0.47,0.423,0.483,0.516,0.766,1989-1990,14.3,0.546,20.1,3.8,2.1,6.0,0.111,0.8,-0.2,0.6,1.7
Rony Seikaly,C,24,MIA,74,32.6,16.6,10.4,1.1,1.1,1.7,3.2,0.502,,0.503,0.502,0.594,1989-1990,15.9,0.53,23.3,-0.2,2.1,3.2,0.063,-1.5,-0.2,-1.7,0.2
Charles Shackleford,C,23,NJN,70,22.2,8.2,6.8,0.8,0.6,0.5,1.7,0.462,,0.463,0.462,0.687,1989-1990,12.3,0.489,18.1,-0.3,2.1,1.5,0.046,-2.7,-0.9,-3.6,-0.6
Purvis Short,SF,32,NJN,82,27.0,13.1,3.0,1.8,0.8,0.2,1.5,0.455,0.286,0.461,0.46,0.835,1989-1990,13.4,0.508,21.3,2.0,2.1,3.3,0.071,-1.1,-0.9,-2.0,0.0
Jack Sikma*,C,34,MIL,71,31.7,13.9,6.9,3.2,1.1,0.7,2.0,0.416,0.342,0.439,0.457,0.885,1989-1990,14.7,0.524,20.1,2.3,2.1,5.0,0.107,0.2,0.5,0.6,1.5
Scott Skiles,PG,25,ORL,70,20.9,7.7,2.3,4.8,0.5,0.1,1.3,0.409,0.394,0.416,0.466,0.874,1989-1990,13.2,0.519,16.2,1.9,2.1,2.0,0.065,-0.2,-1.9,-2.0,0.0
Charles Smith,PF,24,LAC,78,35.0,21.1,6.7,1.5,1.1,1.5,2.1,0.52,0.083,0.524,0.52,0.794,1989-1990,19.5,0.589,23.8,6.3,2.1,9.4,0.165,1.7,0.2,1.9,2.7
Derek Smith,SF,28,PHI,75,18.7,8.9,2.3,1.5,0.5,0.3,1.1,0.508,0.444,0.513,0.523,0.699,1989-1990,13.7,0.561,20.5,1.9,2.1,2.9,0.098,-0.5,-0.6,-1.1,0.3
Kenny Smith,PG,24,TOT,79,30.6,11.9,2.0,5.6,1.0,0.1,2.1,0.466,0.313,0.484,0.482,0.821,1989-1990,13.3,0.526,18.9,1.7,2.1,2.6,0.052,-0.5,-1.2,-1.7,0.2
Kenny Smith,PG,24,SAC,46,38.0,15.0,2.6,6.6,1.2,0.2,2.7,0.461,0.373,0.471,0.479,0.809,1989-1990,12.8,0.518,19.4,0.6,2.1,1.5,0.04,-1.1,-0.9,-2.0,0.0
Kenny Smith,PG,24,ATL,33,20.4,7.7,1.1,4.3,0.7,0.0,1.4,0.48,0.167,0.522,0.49,0.846,1989-1990,14.5,0.548,17.4,1.1,2.1,1.2,0.084,1.0,-1.8,-0.7,0.2
Larry Smith,PF,32,HOU,74,17.6,3.0,6.1,0.9,0.8,0.4,0.9,0.474,,0.479,0.474,0.364,1989-1990,9.8,0.468,9.6,0.1,2.1,2.6,0.095,-3.1,1.3,-1.8,0.1
Otis Smith,SF,26,ORL,65,25.3,13.5,4.6,2.3,1.2,0.9,1.6,0.492,0.25,0.506,0.499,0.761,1989-1990,17.2,0.543,21.6,2.5,2.1,3.3,0.097,1.3,0.2,1.5,1.5
Rik Smits,C,23,IND,82,29.3,15.5,6.2,1.7,0.5,2.1,1.7,0.533,,0.533,0.533,0.811,1989-1990,18.1,0.579,22.4,4.2,2.1,6.6,0.132,0.1,0.6,0.7,1.6
Rory Sparrow,PG,31,MIA,82,21.4,5.9,1.7,3.6,0.6,0.0,1.2,0.412,0.2,0.43,0.42,0.766,1989-1990,8.8,0.448,14.7,-0.2,2.1,0.7,0.019,-3.2,-0.8,-4.0,-0.9
John Stockton*,PG,27,UTA,78,37.4,17.2,2.6,14.5,2.7,0.2,3.5,0.514,0.416,0.528,0.54,0.819,1989-1990,23.9,0.607,20.6,10.4,2.1,14.4,0.238,6.7,2.2,8.9,8.0
Rod Strickland,PG,23,TOT,82,26.1,10.6,3.2,5.7,1.5,0.2,2.1,0.454,0.267,0.461,0.459,0.626,1989-1990,15.7,0.494,20.4,1.6,2.1,4.3,0.095,0.5,0.7,1.2,1.7
Rod Strickland,PG,23,NYK,51,20.0,8.4,2.5,4.3,1.4,0.2,1.7,0.44,0.286,0.449,0.448,0.638,1989-1990,15.9,0.484,21.6,0.6,2.1,1.8,0.083,0.3,0.8,1.2,0.8
Rod Strickland,PG,23,SAS,31,36.2,14.2,4.3,8.0,1.8,0.2,2.7,0.468,0.222,0.474,0.47,0.615,1989-1990,15.4,0.504,19.2,1.0,2.1,2.5,0.107,0.7,0.6,1.2,0.9
Roy Tarpley,PF,25,DAL,45,36.6,16.8,13.1,1.5,1.8,1.6,2.6,0.451,0.0,0.455,0.451,0.756,1989-1990,18.0,0.491,23.7,0.3,2.1,3.5,0.103,-0.6,0.3,-0.3,0.7
Terry Teagle,SF,29,GSW,82,29.0,16.1,4.5,1.9,1.1,0.2,1.8,0.48,0.214,0.483,0.481,0.83,1989-1990,14.8,0.529,23.4,1.9,2.1,2.7,0.054,-0.6,-1.9,-2.4,-0.3
Reggie Theus,SG,32,ORL,76,30.9,18.9,2.9,5.4,0.8,0.2,3.0,0.439,0.248,0.458,0.45,0.853,1989-1990,15.9,0.524,26.6,2.7,2.1,2.5,0.052,1.2,-2.4,-1.2,0.5
Isiah Thomas*,PG,28,DET,81,37.0,18.4,3.8,9.4,1.7,0.2,4.0,0.438,0.309,0.453,0.454,0.775,1989-1990,17.3,0.501,26.0,2.1,2.1,6.7,0.107,2.3,0.6,2.9,3.7
Billy Thompson,SF,26,MIA,79,27.1,11.0,7.0,2.1,0.7,1.1,2.0,0.516,0.5,0.516,0.517,0.622,1989-1990,14.7,0.536,18.1,1.4,2.1,3.6,0.081,-0.4,0.2,-0.2,1.0
LaSalle Thompson,C,28,IND,82,25.9,6.8,7.7,1.3,0.8,0.9,1.8,0.473,0.2,0.476,0.475,0.799,1989-1990,10.3,0.523,13.9,0.0,2.1,2.4,0.055,-2.9,0.3,-2.6,-0.3
Mychal Thompson,C,35,LAL,70,26.9,10.1,6.8,0.6,0.5,1.0,1.1,0.5,,0.5,0.5,0.706,1989-1990,13.4,0.542,16.6,2.4,2.1,4.7,0.119,-1.1,-0.8,-2.0,0.0
Otis Thorpe,PF,27,HOU,82,35.9,17.1,9.0,3.2,0.8,0.3,2.8,0.548,0.0,0.554,0.548,0.688,1989-1990,16.1,0.587,19.6,4.4,2.1,8.5,0.138,0.6,0.2,0.7,2.0
Sedale Threatt,PG,28,SEA,65,22.8,11.4,1.8,3.3,1.0,0.1,1.2,0.506,0.25,0.52,0.513,0.828,1989-1990,17.4,0.557,21.0,3.7,2.1,4.6,0.149,1.8,0.2,2.0,1.5
Wayman Tisdale,PF,25,SAC,79,37.2,22.3,7.5,1.4,0.7,0.7,1.9,0.525,0.0,0.527,0.525,0.783,1989-1990,18.1,0.565,25.1,4.8,2.1,7.0,0.114,1.2,-1.5,-0.3,1.3
Tom Tolbert,PF,24,GSW,70,19.2,8.8,5.2,0.8,0.3,0.4,1.1,0.493,0.278,0.502,0.499,0.726,1989-1990,13.8,0.562,18.6,1.9,2.1,2.5,0.091,-1.0,-2.2,-3.1,-0.4
Sedric Toney,PG,27,TOT,64,15.1,4.1,0.9,2.7,0.5,0.0,1.1,0.348,0.365,0.342,0.394,0.807,1989-1990,8.0,0.461,15.9,-0.4,2.1,0.0,-0.001,-3.3,-1.6,-4.9,-0.7
Sedric Toney,PG,27,SAC,32,21.3,5.5,1.4,3.8,0.7,0.0,1.6,0.32,0.32,0.32,0.365,0.793,1989-1990,7.1,0.432,16.2,-0.6,2.1,-0.3,-0.021,-4.1,-1.9,-6.0,-0.7
Kelly Tripucka,SF,30,CHH,79,30.4,15.6,4.1,2.8,0.9,0.2,2.2,0.43,0.365,0.437,0.448,0.883,1989-1990,13.6,0.521,24.1,0.6,2.1,2.1,0.042,-0.9,-1.0,-1.8,0.1
Trent Tucker,SG,30,NYK,81,21.3,8.2,2.1,2.1,0.9,0.1,0.9,0.417,0.388,0.438,0.496,0.767,1989-1990,12.0,0.518,17.3,1.9,2.1,3.3,0.091,-0.1,0.1,0.0,0.9
Jeff Turner,PF,27,ORL,60,18.4,5.1,3.8,0.9,0.4,0.2,1.0,0.429,0.2,0.436,0.432,0.778,1989-1990,6.6,0.464,13.9,-0.5,2.1,-0.2,-0.009,-5.1,-1.0,-6.1,-1.2
Kiki Vandeweghe,SF,31,NYK,22,25.6,11.7,2.4,1.9,0.7,0.1,1.2,0.442,0.526,0.434,0.463,0.917,1989-1990,12.5,0.512,20.5,0.5,2.1,0.8,0.072,-0.8,-1.7,-2.5,-0.1
Sam Vincent,PG,26,ORL,63,26.3,11.2,3.1,5.6,1.0,0.3,2.1,0.457,0.071,0.467,0.458,0.879,1989-1990,15.4,0.536,18.6,2.0,2.1,2.4,0.07,0.7,-0.3,0.4,1.0
Darrell Walker,PG,28,WSB,81,35.6,9.5,8.8,8.0,1.7,0.4,2.1,0.454,0.095,0.465,0.455,0.687,1989-1990,15.6,0.492,13.6,2.7,2.1,6.3,0.105,0.4,1.8,2.3,3.1
Kenny Walker,PF,25,NYK,68,23.5,7.9,5.0,0.7,0.5,0.8,0.9,0.531,0.4,0.533,0.534,0.723,1989-1990,12.7,0.581,13.6,2.5,2.1,4.0,0.121,-0.9,-0.3,-1.2,0.3
Spud Webb,PG,26,ATL,82,26.6,9.2,2.5,5.8,1.3,0.1,1.7,0.477,0.053,0.491,0.478,0.871,1989-1990,15.3,0.538,16.1,3.5,2.1,4.5,0.099,0.7,-0.2,0.5,1.4
Mark West,C,29,PHO,82,29.3,10.5,8.9,0.5,0.4,2.2,1.5,0.625,,0.625,0.625,0.691,1989-1990,15.7,0.656,13.5,4.2,2.1,8.2,0.163,0.0,1.4,1.4,2.0
Mitchell Wiggins,SG,30,HOU,66,28.1,15.5,4.3,1.6,1.3,0.0,1.3,0.488,,0.489,0.488,0.81,1989-1990,16.3,0.535,22.9,2.9,2.1,5.4,0.139,0.2,-0.1,0.2,1.0
Morlon Wiley,PG,23,ORL,40,16.0,5.7,1.3,2.9,1.1,0.1,1.6,0.442,0.37,0.463,0.483,0.737,1989-1990,11.3,0.51,17.6,-0.2,2.1,0.1,0.009,-2.5,0.1,-2.4,-0.1
Dominique Wilkins*,SF,30,ATL,80,36.1,26.7,6.5,2.5,1.6,0.6,2.2,0.484,0.322,0.504,0.502,0.807,1989-1990,24.6,0.556,30.4,9.3,2.1,11.1,0.184,6.5,-1.1,5.4,5.4
Gerald Wilkins,SG,26,NYK,82,31.8,14.5,4.5,4.0,1.2,0.3,2.4,0.457,0.312,0.477,0.476,0.803,1989-1990,14.3,0.52,21.4,2.3,2.1,4.4,0.082,0.3,-0.6,-0.3,1.1
Buck Williams,PF,29,POR,82,34.2,13.6,9.8,1.4,0.8,0.5,2.0,0.548,,0.548,0.548,0.706,1989-1990,14.3,0.597,15.5,4.3,2.1,8.7,0.149,0.1,0.6,0.7,1.9
