"Player","Pos","Age","Tm","G","MP","PTS","TRB","AST","STL","BLK","TOV","FG%","3P%","2P%","eFG%","FT%","Season","PER","TS%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"Dennis Johnson*","SG",27,"PHO",80,36.7,19.5,5.1,4.6,1.3,0.7,2.9,0.47,0.19,0.48,0.473,0.806,"1981-1982",16.7,0.54,23.6,4.1,4,8.1,0.132,1.2,0.1,1.3,2.5
"Eddie Johnson","SG",26,"ATL",68,34,17.8,2.8,5.3,1.5,0.2,2.7,0.45,0.233,0.457,0.454,0.764,"1981-1982",16.5,0.513,25.6,2.2,2.6,4.8,0.1,1.2,0,1.2,1.9
"Eddie Johnson","SF",22,"KCK",74,20.5,9.3,4.4,1.5,0.7,0.2,1.3,0.459,0.091,0.465,0.46,0.664,"1981-1982",13.1,0.487,21.7,0.3,1.4,1.8,0.056,-1.4,-0.9,-2.4,-0.1
"Frank Johnson","PG",23,"WSB",79,25.7,10.7,1.9,4.8,1,0.1,2,0.414,0.215,0.435,0.424,0.75,"1981-1982",12,0.467,21.9,-0.5,2.5,2.1,0.049,-1.6,-0.2,-1.8,0.1
"George Johnson","C",33,"SAS",75,21,3,6.1,1.1,0.3,3.1,1.2,0.467,NA,0.467,0.467,0.672,"1981-1982",10.6,0.504,7.9,-0.1,2.6,2.5,0.076,-3.1,3.5,0.4,1
"Magic Johnson*","SG",22,"LAL",78,38.3,18.6,9.6,9.5,2.7,0.4,3.7,0.537,0.207,0.546,0.54,0.76,"1981-1982",22.9,0.59,20.1,8.1,4.8,12.9,0.207,4.9,2.3,7.2,7
"Marques Johnson","SF",25,"MIL",60,31.7,16.5,6.1,3.6,1,0.6,2.4,0.532,0,0.534,0.532,0.7,"1981-1982",18,0.566,22.1,3.5,2.7,6.2,0.158,2.9,0,2.9,2.3
"Mickey Johnson","PF",29,"MIL",76,25.4,12.9,6,2.8,0.9,0.6,2.5,0.491,0.143,0.495,0.492,0.801,"1981-1982",16.4,0.553,22.9,2.1,3.4,5.5,0.136,0.3,0.9,1.2,1.6
"Reggie Johnson","PF",24,"TOT",75,25.4,10.9,6,1,0.4,0.8,1.3,0.53,NA,0.531,0.53,0.756,"1981-1982",14.2,0.561,17.7,2.3,1.6,3.9,0.099,-0.8,-0.6,-1.4,0.3
"Reggie Johnson","PF",24,"SAS",21,24,10.5,6.5,1,0.3,0.8,1.2,0.485,NA,0.485,0.485,0.8,"1981-1982",13.7,0.52,18.8,0.5,0.5,1,0.095,-1.3,-1.1,-2.4,0
"Reggie Johnson","PF",24,"CLE",23,26.8,9.7,5.4,1,0.3,0.7,1,0.537,NA,0.537,0.537,0.795,"1981-1982",12.7,0.574,14.6,0.9,0.2,1.1,0.085,-0.8,-0.9,-1.7,0
"Reggie Johnson","PF",24,"KCK",31,25.3,12.2,6.1,1,0.6,0.9,1.6,0.556,NA,0.558,0.556,0.708,"1981-1982",15.7,0.581,19.5,0.9,0.9,1.8,0.113,-0.6,0,-0.6,0.3
"Steve Johnson","C",24,"KCK",78,22.3,12.8,5.9,1.2,0.5,1.1,2.5,0.613,NA,0.613,0.613,0.642,"1981-1982",17.6,0.635,23.1,2.2,2.2,4.4,0.121,-1.1,0.5,-0.7,0.6
"Vinnie Johnson","SG",25,"TOT",74,17.5,7.4,2.1,2.3,0.8,0.3,1.3,0.489,0.25,0.495,0.492,0.754,"1981-1982",14.5,0.537,18.2,1.5,1.2,2.7,0.098,0.7,0.3,1,1
"Vinnie Johnson","SG",25,"DET",67,17.8,7.7,2.1,2.4,0.7,0.3,1.4,0.493,0.273,0.499,0.496,0.754,"1981-1982",14.7,0.539,18.7,1.4,1,2.4,0.097,1,0.2,1.2,0.9
"Bobby Jones*","PF",30,"PHI",76,28.7,14.4,5.2,2.5,1.3,1.5,1.9,0.564,NA,0.567,0.564,0.79,"1981-1982",19.3,0.62,19.6,4.8,3.4,8.2,0.181,2.4,1.7,4.1,3.3
"Caldwell Jones","C",31,"PHI",81,30.2,7.9,8.7,1.2,0.5,1.8,1.9,0.497,NA,0.5,0.497,0.817,"1981-1982",11.3,0.571,12.2,1.1,4.1,5.2,0.102,-2.1,1,-1.1,0.5
"Dwight Jones","PF",29,"CHI",78,26.2,10,6.5,1.5,0.6,0.5,2,0.53,NA,0.529,0.531,0.723,"1981-1982",13.4,0.576,17.1,1.8,1.9,3.6,0.086,-0.8,-0.4,-1.2,0.4
"Edgar Jones","PF",25,"DET",48,16.7,7.8,4.3,0.8,0.6,1.9,1.4,0.548,NA,0.549,0.55,0.698,"1981-1982",17.5,0.594,18.6,1.1,1.3,2.4,0.143,-1.1,2.7,1.6,0.7
"Rich Kelley","C",28,"PHO",81,23.4,7.9,6.1,3.6,0.8,0.9,3,0.467,NA,0.468,0.467,0.749,"1981-1982",12.5,0.53,18.5,-0.9,3.4,2.5,0.064,-2.3,1.9,-0.4,0.8
"Larry Kenon","PF",29,"CHI",60,17.3,7.2,3,1.1,0.5,0.1,1.4,0.466,NA,0.466,0.466,0.568,"1981-1982",11.2,0.481,21.6,-0.5,0.7,0.2,0.009,-1.8,-1.7,-3.5,-0.4
"Albert King","SF",22,"NJN",76,22.3,12.1,4.1,1.9,0.8,0.5,2.4,0.482,0.231,0.486,0.483,0.778,"1981-1982",13.5,0.517,25.1,-0.2,2.6,2.4,0.067,-1.9,0.2,-1.7,0.1
"Bernard King*","SF",25,"GSW",79,36.2,23.2,5.9,3.6,1,0.3,3.4,0.566,0.2,0.568,0.567,0.705,"1981-1982",19.8,0.6,25.3,6.6,2.2,8.7,0.147,2.9,-0.6,2.2,3.1
"Reggie King","SF",24,"KCK",80,32.6,12.1,6.5,2.2,1.1,0.4,1.9,0.509,NA,0.509,0.509,0.705,"1981-1982",13,0.551,16.2,2.2,2.5,4.8,0.087,-0.3,-0.1,-0.4,1
"Billy Knight","SF",29,"IND",81,22.3,12.3,3.2,1.5,0.8,0.2,1.7,0.495,0.281,0.504,0.501,0.826,"1981-1982",16.7,0.562,23.7,2.4,1.9,4.3,0.115,1.1,-0.5,0.6,1.2
"Mitch Kupchak","PF",27,"LAL",26,31.6,14.3,8.1,1.3,0.5,0.4,1.7,0.573,NA,0.573,0.573,0.663,"1981-1982",15.2,0.598,17.1,1.5,0.8,2.4,0.139,0.4,-1.2,-0.8,0.2
"Tom LaGarde","C",26,"DAL",47,19.3,6.6,4.5,1,0.4,0.4,1.7,0.42,NA,0.423,0.42,0.518,"1981-1982",7.6,0.456,19.2,-1.2,0.7,-0.5,-0.028,-5.1,-1.3,-6.4,-1
"Bill Laimbeer","C",24,"TOT",80,22.9,9,7.7,1.3,0.5,0.8,1.5,0.494,0.308,0.499,0.498,0.793,"1981-1982",15.4,0.563,16.6,2.8,1.9,4.7,0.122,-0.6,-0.4,-1,0.5
"Bill Laimbeer","C",24,"CLE",50,17.9,6.7,5.5,0.9,0.4,0.6,1.2,0.47,0.5,0.47,0.476,0.775,"1981-1982",14.2,0.546,16.9,1.1,0.6,1.8,0.094,-1.6,-0.8,-2.4,-0.1
"Bill Laimbeer","C",24,"DET",30,31.2,12.8,11.3,1.8,0.6,1.1,2,0.516,0.143,0.525,0.518,0.813,"1981-1982",16.5,0.578,16.4,1.6,1.3,2.9,0.149,0.4,0,0.4,0.6
"Mark Landsberger","PF",26,"LAL",75,15.1,4.3,5.3,0.4,0.1,0.1,0.7,0.438,NA,0.44,0.438,0.508,"1981-1982",10.3,0.449,14.2,0.5,1.2,1.7,0.072,-2,-2.8,-4.8,-0.8
"Bob Lanier*","C",33,"MIL",74,26.8,13.5,5.2,3,1,0.8,2.2,0.558,NA,0.56,0.558,0.752,"1981-1982",17.4,0.596,20.7,3.2,3.4,6.6,0.16,1.6,1.3,2.9,2.5
"Allen Leavell","PG",24,"HOU",79,27.2,10.9,2.1,5.8,1.9,0.2,1.9,0.467,0.29,0.474,0.472,0.852,"1981-1982",16.4,0.507,19.1,2.7,2.1,4.8,0.107,0.9,1.2,2.1,2.2
"Ron Lee","PG",29,"DET",81,18.1,3.4,1.9,3.9,1.4,0.2,1.5,0.358,0.305,0.374,0.394,0.706,"1981-1982",9.7,0.466,11.2,-0.3,2,1.6,0.053,-3.2,2.5,-0.7,0.5
"Ronnie Lester","PG",23,"CHI",75,30,11.6,2.8,4.8,1.1,0.2,2.5,0.501,0.5,0.501,0.504,0.813,"1981-1982",13.8,0.565,17.8,2.6,1.3,3.9,0.084,0.2,-0.6,-0.4,0.9
"Kevin Loder","SF",22,"KCK",71,16,6.9,2.7,1.2,0.5,0.4,1,0.464,0,0.476,0.464,0.72,"1981-1982",12.9,0.498,20.2,0.4,1.1,1.5,0.062,-1.2,-0.2,-1.4,0.2
"John Long","SG",25,"DET",69,32,21.9,3.7,2.1,0.9,0.4,2.4,0.492,0.133,0.496,0.493,0.865,"1981-1982",17.4,0.535,27.9,3.1,1.6,4.7,0.102,1.2,-1.4,-0.2,1
"John Lucas","PG",28,"WSB",79,24.6,8.4,2.1,7,1.2,0.1,2,0.426,0.091,0.438,0.427,0.784,"1981-1982",15.2,0.479,18.4,1.1,2.7,3.9,0.095,1.2,0.5,1.7,1.8
"Maurice Lucas","PF",29,"NYK",80,33.4,15.8,11.3,2.2,0.9,0.9,2.2,0.504,NA,0.506,0.504,0.725,"1981-1982",17.9,0.547,20.5,4.1,3.2,7.4,0.133,1.1,-0.5,0.6,1.8
"Rudy Macklin","SF",23,"ATL",79,19.2,7,3.3,0.6,0.5,0.3,1.4,0.434,NA,0.437,0.434,0.775,"1981-1982",9.3,0.495,19.2,-0.4,1.8,1.4,0.043,-3.5,-0.6,-4.1,-0.8
"Kyle Macy","PG",24,"PHO",82,34.7,14.2,3.2,4.7,1.7,0.1,1.5,0.514,0.39,0.529,0.535,0.899,"1981-1982",15.7,0.57,16.6,5.4,3.8,9.2,0.156,0.9,1.1,2,2.9
"Rick Mahorn","PF",23,"WSB",80,33.3,12.2,8.8,1.9,0.7,1.7,2,0.507,NA,0.509,0.507,0.632,"1981-1982",13.3,0.531,17,0.8,5.1,5.9,0.107,-1.8,2.1,0.2,1.5
"Moses Malone*","C",26,"HOU",81,42,31.1,14.7,1.8,0.9,1.5,3.6,0.519,0,0.52,0.519,0.762,"1981-1982",26.8,0.576,29.9,11.7,3.7,15.4,0.218,6.2,-1.8,4.5,5.5
"Wes Matthews","PG",22,"ATL",47,17.8,6.9,1.2,3,1.1,0,1.3,0.44,0.25,0.445,0.443,0.759,"1981-1982",12.6,0.487,20.5,0.2,1.1,1.3,0.073,-2.3,1.3,-1,0.2
"Cedric Maxwell","SF",26,"BOS",78,33.2,14.8,6.4,2.3,1,0.6,2.2,0.548,NA,0.551,0.548,0.747,"1981-1982",16,0.616,17.2,5.8,3.3,9.1,0.169,1.6,0.6,2.2,2.7
"Scott May","SF",27,"MIL",65,18.3,9,3.4,2,0.8,0.1,1.4,0.508,0,0.513,0.508,0.824,"1981-1982",16.7,0.581,20.6,2.4,1.8,4.2,0.171,1.2,0.6,1.7,1.1
"Bob McAdoo*","C",30,"LAL",41,18.2,9.6,3.9,0.8,0.5,0.9,1.2,0.458,0,0.465,0.458,0.714,"1981-1982",14.4,0.509,23.2,0.5,1,1.5,0.095,-2.3,-0.4,-2.7,-0.1
"Jim McElroy","PG",28,"ATL",20,17.5,6.7,0.9,2,0.4,0.2,1.1,0.416,0.2,0.425,0.42,0.806,"1981-1982",9.3,0.476,20.2,0,0.3,0.3,0.036,-2.9,-0.7,-3.6,-0.2
"George McGinnis*","PF",31,"IND",76,17.6,4.7,5.2,2.7,1.3,0.4,1.7,0.373,NA,0.376,0.373,0.453,"1981-1982",11.3,0.395,18,-2.5,2.9,0.4,0.015,-3.6,3,-0.6,0.5
"Kevin McHale*","PF",24,"BOS",82,28.4,13.6,6.8,1.1,0.4,2.3,1.7,0.531,NA,0.531,0.531,0.754,"1981-1982",16.9,0.568,19.3,3.9,3.7,7.5,0.155,0.4,1.1,1.5,2
"Billy McKinney","PG",26,"DEN",81,24.2,10.8,1.8,4.2,0.9,0.2,1.4,0.528,0,0.541,0.528,0.806,"1981-1982",14.4,0.565,17.2,3.4,-0.1,3.3,0.081,0.5,-1.6,-1.1,0.4
"Tom McMillen","C",29,"ATL",73,24.5,9.9,4.6,1.8,0.3,0.3,1.7,0.509,NA,0.51,0.51,0.824,"1981-1982",13.1,0.559,18.7,1.7,2,3.7,0.099,-0.5,-0.1,-0.6,0.6
"Mike Mitchell","SF",26,"TOT",84,36.5,20.5,7,1,0.7,0.5,1.8,0.51,0,0.512,0.51,0.728,"1981-1982",15.9,0.536,23.2,4.2,1.7,5.9,0.093,0.7,-2.1,-1.4,0.4
"Mike Mitchell","SF",26,"CLE",27,36,19.6,5.2,1.4,1,0.6,2,0.454,0,0.46,0.454,0.72,"1981-1982",14.2,0.484,25.5,0.2,0.2,0.5,0.023,0,-2.3,-2.3,-0.1
"Mike Mitchell","SF",26,"SAS",57,36.7,21,7.9,0.8,0.6,0.5,1.7,0.539,NA,0.539,0.539,0.733,"1981-1982",16.7,0.563,22.1,4,1.5,5.5,0.126,1,-2.1,-1,0.5
"Steve Mix","SF",34,"PHI",75,16.5,7.2,3,1.2,0.6,0.2,0.9,0.506,0.25,0.509,0.508,0.791,"1981-1982",15.8,0.57,18.3,2.3,1.4,3.7,0.144,1.4,-0.4,1,0.9
"Sidney Moncrief*","SG",24,"MIL",80,37.3,19.8,6.7,4.8,1.7,0.3,2.6,0.523,0.071,0.529,0.524,0.817,"1981-1982",20.1,0.601,21,8.9,4.5,13.4,0.216,3.9,0.9,4.8,5.1
"Johnny Moore","PG",23,"SAS",79,29,9.4,3.5,9.6,2.1,0.2,2.2,0.463,0.048,0.477,0.464,0.67,"1981-1982",17,0.496,16,3.1,2.7,5.8,0.122,1.4,1.2,2.5,2.6
"Calvin Murphy*","PG",33,"HOU",64,18.8,10.2,1,2.5,0.7,0,1.3,0.427,0.063,0.437,0.428,0.909,"1981-1982",13.2,0.47,26.5,0.7,0.6,1.3,0.051,-1.8,-1.6,-3.4,-0.4
"Swen Nater","C",32,"SDC",21,27.4,12.5,9.1,1.4,0.3,0.4,2.3,0.577,NA,0.575,0.58,0.747,"1981-1982",16.4,0.625,18.3,0.9,0.2,1.2,0.098,0.8,-1.5,-0.7,0.2
"Calvin Natt","SF",25,"POR",75,34.7,17.7,8.2,2,0.8,0.5,1.9,0.576,0.25,0.579,0.577,0.75,"1981-1982",19,0.622,19.1,7,2.3,9.3,0.171,3,-0.7,2.3,2.8
"Mike Newlin","SG",33,"NYK",76,19.8,9.3,1.2,2.2,0.4,0,1.4,0.465,0.304,0.471,0.471,0.857,"1981-1982",11.5,0.519,21.4,1.1,0.4,1.5,0.049,-1.8,-1.8,-3.6,-0.6
"Carl Nicks","SG",23,"UTA",80,16.5,7.4,2,1.1,0.8,0.1,1.3,0.454,0,0.458,0.454,0.567,"1981-1982",10.5,0.474,21.9,-0.8,0.5,-0.3,-0.01,-3.7,-1.3,-5,-1
"Kurt Nimphius","C",23,"DAL",63,17.2,5.3,4.7,1,0.3,1.3,0.9,0.461,NA,0.461,0.461,0.583,"1981-1982",12,0.489,15.2,0.3,1.2,1.5,0.067,-2.9,0.9,-2,0
"Norm Nixon","PG",26,"LAL",82,36.9,17.6,2.1,8,1.6,0.1,2.9,0.493,0.25,0.495,0.494,0.808,"1981-1982",15.3,0.525,21.1,4.2,2.4,6.6,0.104,0.2,-1,-0.8,0.9
"Mike O'Koren","SF",23,"NJN",80,25.2,11.4,3.8,2.4,1,0.2,1.8,0.492,0.348,0.497,0.497,0.714,"1981-1982",13.6,0.528,19.9,1.4,2.8,4.1,0.098,-0.2,0.3,0.1,1.1
"Mark Olberding","PF",25,"SAS",68,30.9,13.8,6.5,3,0.8,0.4,2,0.472,0.167,0.478,0.474,0.808,"1981-1982",14.6,0.551,18.8,3.1,2,5.1,0.116,-0.1,-0.2,-0.3,0.9
"Louis Orr","SF",23,"IND",80,24.4,11.5,4.1,1.7,0.7,0.3,1.7,0.497,0.125,0.501,0.497,0.799,"1981-1982",14.9,0.553,20.7,2.1,2.1,4.3,0.105,0.2,-0.4,-0.3,0.9
"Tom Owens","PF",32,"IND",74,21.6,10.5,5,1.7,0.6,0.5,1.9,0.47,NA,0.47,0.471,0.801,"1981-1982",14.9,0.53,22.7,1.1,2.1,3.2,0.095,-1.3,-0.1,-1.4,0.3
"Robert Parish*","C",28,"BOS",80,31.7,19.9,10.8,1.8,0.9,2.4,2.8,0.542,NA,0.542,0.542,0.71,"1981-1982",22.6,0.571,25.5,5,5.1,10,0.19,2.6,1.2,3.8,3.7
"Jim Paxson","SG",24,"POR",82,33.6,18.9,2.7,3.4,1.6,0.1,1.8,0.526,0.229,0.535,0.529,0.767,"1981-1982",18,0.561,22.8,5.6,1.8,7.5,0.13,1.7,-0.3,1.5,2.4
"Sam Pellom","PF",30,"ATL",69,15,4.2,3.3,0.4,0.4,0.7,0.8,0.454,NA,0.456,0.454,0.772,"1981-1982",10.3,0.506,14.3,0.2,1.6,1.8,0.083,-2.9,1,-2,0
"Roger Phegley","SG",25,"CLE",27,21,9.2,2.6,2,0.6,0.1,1.2,0.486,0.308,0.498,0.495,0.8,"1981-1982",13.3,0.53,19.4,0.6,0.1,0.7,0.058,-0.5,-1,-1.5,0.1
"Ben Poquette","PF",26,"UTA",82,20.7,6.6,5,1.1,0.6,0.8,0.8,0.514,0.3,0.519,0.518,0.808,"1981-1982",13.1,0.562,13,2.2,1.2,3.4,0.096,-0.8,0.1,-0.7,0.6
"Kurt Rambis","PF",23,"LAL",64,17.7,4.6,5.4,0.9,0.9,1.2,1.2,0.518,NA,0.52,0.518,0.504,"1981-1982",12.8,0.528,12.5,0.3,2.1,2.3,0.1,-2,1.9,-0.1,0.5
"Kelvin Ransey","PG",23,"POR",78,31,16.1,2.4,7.1,1.2,0.1,2.9,0.46,0.079,0.474,0.462,0.761,"1981-1982",16.5,0.507,24.9,2.2,1.5,3.7,0.073,1.2,-1.8,-0.6,0.9
"Robert Reid","SF",26,"HOU",77,37.8,13.4,6.6,4.1,1.5,0.6,2,0.456,0.1,0.46,0.457,0.748,"1981-1982",13.3,0.492,17,2.5,2.7,5.2,0.086,-0.5,0.6,0.1,1.6
"Micheal Ray Richardson","PG",26,"NYK",82,37.1,17.9,6.9,7,2.6,0.5,3.5,0.461,0.188,0.483,0.468,0.7,"1981-1982",17.7,0.498,23.9,1.6,3.8,5.5,0.086,1.3,1.4,2.7,3.6
"Cliff Robinson","PF",21,"TOT",68,32,18.5,9,1.8,1.3,1.5,2.2,0.453,0,0.455,0.453,0.709,"1981-1982",18.3,0.491,26.9,0.7,2.8,3.5,0.077,0.3,-0.2,0.1,1.1
"Cliff Robinson","PF",21,"KCK",38,32.3,20.2,8.5,1.9,1.2,1.6,2.3,0.455,0,0.457,0.455,0.694,"1981-1982",18.5,0.488,29,0.1,1.8,1.9,0.074,0.2,-0.3,0,0.6
"Cliff Robinson","PF",21,"CLE",30,31.5,16.3,9.6,1.6,1.4,1.4,2.1,0.451,NA,0.452,0.451,0.729,"1981-1982",18.1,0.495,24.2,0.5,1,1.6,0.08,0.4,-0.2,0.2,0.5
"Truck Robinson","PF",30,"PHO",74,37.1,19.1,9.7,2.4,0.6,0.4,2.7,0.513,NA,0.513,0.514,0.687,"1981-1982",16.1,0.548,22.4,2.9,4,6.9,0.121,0.4,-1,-0.6,1
"Tree Rollins","C",26,"ATL",79,25.5,6.1,7.7,0.7,0.4,2.8,1,0.584,NA,0.584,0.584,0.612,"1981-1982",14.7,0.6,10.4,2.2,4.2,6.4,0.153,-0.8,3.4,2.6,2.3
"Lorenzo Romar","PG",23,"GSW",79,15.9,6.2,1.2,2.9,0.8,0.2,1.1,0.504,0.2,0.515,0.507,0.823,"1981-1982",14.6,0.548,17.1,1.6,1,2.7,0.101,0.1,0.3,0.4,0.8
"Dan Roundfield","PF",28,"ATL",61,36.3,18.6,11.8,2.7,1,1.5,3,0.466,0.2,0.467,0.466,0.76,"1981-1982",19.5,0.527,24.6,2.4,4.1,6.5,0.141,1.6,0.7,2.3,2.4
"Jeff Ruland","C",23,"WSB",82,27,14.4,9.3,1.6,0.5,0.7,2.9,0.561,NA,0.562,0.561,0.752,"1981-1982",18.8,0.623,22.4,3.7,4.1,7.8,0.17,0.6,0.7,1.3,1.9
"Campy Russell","SF",30,"NYK",77,30.6,13.9,3.1,3.7,1,0.2,2.5,0.478,0.439,0.481,0.492,0.776,"1981-1982",13.3,0.543,20.7,2,1.2,3.2,0.066,-0.2,-1,-1.2,0.5
"Danny Schayes","C",22,"UTA",82,19.8,7.9,5.2,1.8,0.6,0.9,1.8,0.481,NA,0.482,0.481,0.757,"1981-1982",13.2,0.532,18.7,0.4,1.3,1.7,0.05,-2.4,0.1,-2.3,-0.1
"Alvin Scott","SF",26,"PHO",81,21.5,6,3.6,1.8,0.7,0.9,1.2,0.497,NA,0.5,0.497,0.73,"1981-1982",11.7,0.546,12.9,1.2,2.7,3.8,0.106,-0.9,1.6,0.7,1.2
"Lonnie Shelton","PF",26,"SEA",81,32.9,14.9,6.3,3.1,1.2,0.5,2.5,0.486,0,0.489,0.486,0.783,"1981-1982",14.2,0.523,21,1.6,4.3,5.8,0.105,-0.8,0.6,-0.2,1.2
"Purvis Short","SF",24,"GSW",76,23.4,14.4,3.5,2.8,0.9,0.1,1.6,0.488,0.214,0.496,0.491,0.801,"1981-1982",18.8,0.53,26.1,3.7,1.3,5,0.135,2.1,-0.6,1.5,1.6
"Jerry Sichting","PG",25,"IND",51,15.7,4.2,1.1,2.3,0.6,0,0.8,0.469,0.111,0.486,0.472,0.763,"1981-1982",10.2,0.503,13.2,0.3,0.8,1.1,0.064,-2.6,0.4,-2.1,0
"Jack Sikma*","C",26,"SEA",82,37.2,19.6,12.7,3.4,1.2,1.3,2.6,0.479,0.154,0.483,0.48,0.855,"1981-1982",20.6,0.559,22.5,5.9,6.7,12.6,0.199,2.2,1.7,3.9,4.5
"James Silas","SG",32,"CLE",67,21.6,11.2,1.6,3.3,0.6,0.1,1.6,0.438,0,0.442,0.438,0.86,"1981-1982",15.7,0.535,22.9,2.2,0.2,2.4,0.078,0.9,-1.6,-0.7,0.5
"Larry Smith","PF",24,"GSW",74,29.9,7.1,11,1.1,0.9,0.7,1.4,0.534,NA,0.535,0.534,0.553,"1981-1982",12.8,0.548,10.7,2.3,3,5.2,0.113,-0.4,0.1,-0.3,1
"Phil Smith","SG",29,"TOT",74,27.6,11.5,2.5,4.1,0.9,0.4,2.1,0.447,0.185,0.456,0.45,0.731,"1981-1982",12.2,0.494,20.3,0.8,0.8,1.6,0.037,-1.1,-1.1,-2.2,-0.1
"Phil Smith","SG",29,"SDC",48,30.1,13.2,2.4,4.9,0.9,0.4,2.4,0.44,0.208,0.45,0.444,0.732,"1981-1982",12.4,0.489,21.5,0.6,0,0.5,0.017,-0.7,-1.9,-2.6,-0.2
"Phil Smith","SG",29,"SEA",26,22.9,8.2,2.7,2.8,0.8,0.3,1.5,0.468,0,0.475,0.468,0.727,"1981-1982",11.5,0.509,17.3,0.2,0.8,1,0.083,-2,0.9,-1,0.1
"Randy Smith","SG",33,"NYK",82,24.8,10,1.9,3.1,1.1,0,1.5,0.465,0.273,0.468,0.467,0.808,"1981-1982",12.2,0.504,19,1.2,1.2,2.4,0.058,-1.6,-0.4,-2,0
"Ricky Sobers","SG",29,"CHI",80,24.2,11.8,1.8,3.8,0.9,0.2,2.7,0.453,0.25,0.474,0.465,0.768,"1981-1982",12.2,0.515,24.4,-0.2,1.2,1,0.024,-2,-1.4,-3.4,-0.7
"Jim Spanarkel","SG",24,"DAL",82,21.4,10.1,2.6,2.5,1,0.1,1.4,0.479,0.333,0.485,0.486,0.853,"1981-1982",17.2,0.584,19.2,4.1,1.1,5.2,0.142,2,0.2,2.2,1.9
"Rory Sparrow","PG",23,"ATL",82,31.8,10.5,2.7,5.2,1.1,0.2,1.8,0.501,0.067,0.51,0.502,0.838,"1981-1982",13,0.539,15.6,2.9,2.7,5.6,0.104,-0.4,0.5,0.1,1.4
"Brian Taylor","PG",30,"SDC",41,31.1,10.8,2.3,5.6,1.1,0.2,2,0.503,0.365,0.536,0.538,0.818,"1981-1982",13.7,0.588,14.7,2.3,0,2.3,0.085,0.9,-1.1,-0.2,0.6
"Reggie Theus","SG",24,"CHI",82,34.6,18.4,3.8,5.8,1.1,0.2,3.4,0.469,0.25,0.489,0.479,0.808,"1981-1982",16.2,0.542,24.6,3.8,1.5,5.3,0.09,1.2,-1.4,-0.2,1.2
"Isiah Thomas*","PG",20,"DET",72,33.8,17,2.9,7.8,2.1,0.2,4.2,0.424,0.288,0.432,0.432,0.704,"1981-1982",14.5,0.487,25,-0.2,2.5,2.3,0.046,-0.3,-0.6,-0.8,0.7
"David Thompson*","SG",27,"DEN",61,20.4,14.9,2.4,1.9,0.6,0.5,2.3,0.486,0.286,0.49,0.489,0.814,"1981-1982",17.6,0.571,28.5,2.1,0,2,0.079,1,-2.8,-1.8,0.1
"Mychal Thompson","C",27,"POR",79,39.6,20.8,11.7,4,0.9,1.4,3.1,0.523,NA,0.523,0.523,0.628,"1981-1982",19.2,0.548,22.9,4.5,3.6,8.2,0.125,2.3,0,2.3,3.4
"Andrew Toney","SG",24,"PHI",77,24.8,16.5,1.7,3.7,0.8,0.2,2.8,0.522,0.424,0.528,0.535,0.742,"1981-1982",17.2,0.572,29,2.3,1.7,4,0.1,0.7,-1.5,-0.7,0.6
"Kelly Tripucka","SF",22,"DET",82,37.5,21.6,5.4,3.3,1.1,0.2,3.4,0.496,0.227,0.501,0.498,0.797,"1981-1982",16.4,0.57,23.3,5.4,2.1,7.5,0.117,1.5,-1.3,0.2,1.7
"Elston Turner","SF",22,"DAL",80,25,8.3,3.8,2.4,0.9,0,1.5,0.441,0,0.444,0.441,0.703,"1981-1982",10.7,0.472,16.8,0.3,1,1.4,0.033,-1.5,-0.8,-2.3,-0.2
"Terry Tyler","PF",25,"DET",82,24.3,9.9,6,1.5,0.9,2,1.5,0.523,NA,0.524,0.523,0.74,"1981-1982",16.9,0.56,16.7,2.5,3,5.5,0.133,0.9,2.1,2.9,2.5
"Darnell Valentine","PG",22,"POR",82,16.9,6.4,1.8,3.3,1.1,0,1.5,0.413,0,0.421,0.413,0.76,"1981-1982",13.1,0.486,19.8,0.3,1.4,1.7,0.059,-2,0.5,-1.6,0.2
"Kiki Vandeweghe","PF",23,"DEN",82,33.8,21.5,5.6,3,0.6,0.4,2.3,0.56,0.077,0.565,0.561,0.857,"1981-1982",18.9,0.612,22.3,7.8,-0.1,7.7,0.133,3.1,-2.5,0.6,1.8
"Pete Verhoeven","PF",22,"POR",71,17,4.9,3.6,0.7,0.6,0.3,0.8,0.503,NA,0.503,0.503,0.708,"1981-1982",10.4,0.533,13,1,1.1,2.1,0.085,-2.4,0,-2.4,-0.1
"Jay Vincent","PF",22,"DAL",81,32.4,21.4,7,2.2,1.1,0.3,2.4,0.497,NA,0.497,0.497,0.716,"1981-1982",18.7,0.532,28.6,3.6,2,5.6,0.102,1.7,-1.2,0.5,1.6
"Foots Walker","PG",30,"NJN",77,24.2,5.9,1.9,5.2,1.6,0.1,1.4,0.413,0.333,0.415,0.417,0.727,"1981-1982",11.8,0.492,12.2,1.4,2.8,4.2,0.108,-1.6,2,0.4,1.1
"Wally Walker","SF",27,"SEA",70,28.1,9.9,4.4,3.1,0.5,0.4,1.6,0.48,NA,0.482,0.48,0.672,"1981-1982",11.4,0.504,16.9,1.1,2.4,3.5,0.087,-1.2,0,-1.1,0.4
