Player,Pos,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,2P%,eFG%,FT%,Season,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Don Collins,SF,24,WSB,65,24.2,11.8,3.2,2.0,1.3,0.5,2.2,0.523,0.0,0.528,0.523,0.743,1982-1983,15.5,0.55,22.1,1.0,2.6,3.5,0.108,0.1,1.7,1.8,1.5
Lester Conner,PG,23,GSW,75,18.9,4.9,2.9,3.4,1.5,0.1,1.3,0.479,0.0,0.485,0.479,0.699,1982-1983,14.0,0.523,12.5,1.2,1.5,2.7,0.092,-0.7,2.2,1.5,1.3
Darwin Cook,PG,24,NJN,82,32.0,13.2,2.9,5.5,2.4,0.6,2.9,0.449,0.211,0.459,0.453,0.769,1982-1983,14.3,0.494,19.9,1.3,4.7,6.0,0.11,-0.4,2.0,1.7,2.4
Jeff Cook,PF,26,TOT,75,17.8,5.0,4.5,1.4,0.5,0.4,1.4,0.487,,0.492,0.487,0.76,1982-1983,11.3,0.536,14.1,0.5,1.7,2.2,0.078,-2.0,0.7,-1.3,0.3
Jeff Cook,PF,26,CLE,30,26.1,7.1,6.9,1.5,0.9,0.6,1.6,0.537,,0.54,0.537,0.76,1982-1983,12.9,0.576,12.5,0.7,0.8,1.6,0.095,-0.9,0.9,0.0,0.4
Joe Cooper,C,25,TOT,20,16.7,4.5,4.3,0.9,0.5,1.0,1.6,0.514,,0.514,0.514,0.552,1982-1983,10.4,0.531,13.8,-0.1,0.3,0.2,0.028,-2.5,-0.1,-2.6,-0.1
Michael Cooper,SG,26,LAL,82,26.2,7.8,3.3,3.8,1.4,0.6,1.6,0.535,0.238,0.548,0.54,0.785,1982-1983,13.5,0.577,12.5,3.1,2.1,5.2,0.116,0.4,1.5,1.9,2.1
Wayne Cooper,C,26,POR,80,26.2,9.7,7.6,1.5,0.3,1.7,2.0,0.443,0.0,0.446,0.443,0.685,1982-1983,12.4,0.479,18.8,0.1,2.8,2.9,0.067,-2.6,0.0,-2.6,-0.3
Dave Corzine,C,26,CHI,82,30.4,14.0,8.7,1.9,0.6,1.3,2.8,0.497,,0.498,0.497,0.72,1982-1983,15.1,0.54,20.0,1.9,2.0,4.0,0.076,-0.3,-0.7,-1.0,0.6
Dave Cowens*,PF,34,MIL,40,25.4,8.1,6.9,2.1,0.8,0.4,1.1,0.444,0.0,0.447,0.444,0.825,1982-1983,12.6,0.485,15.4,0.9,1.7,2.6,0.123,-1.2,0.8,-0.4,0.4
Pat Cummings,C,26,DAL,81,28.6,12.5,8.2,1.8,0.7,0.4,2.0,0.493,,0.494,0.493,0.755,1982-1983,14.6,0.526,19.2,2.5,1.5,4.0,0.084,-0.4,-1.4,-1.7,0.2
Terry Cummings,PF,21,SDC,70,36.2,23.7,10.6,2.5,1.8,0.9,2.9,0.523,,0.523,0.523,0.709,1982-1983,22.8,0.557,26.0,6.5,2.2,8.7,0.164,3.8,-0.8,3.0,3.2
Quintin Dailey,SG,22,CHI,76,27.4,15.1,3.4,3.7,0.9,0.1,2.7,0.466,0.2,0.473,0.469,0.73,1982-1983,14.1,0.508,24.8,1.3,0.9,2.1,0.049,-0.7,-1.4,-2.1,-0.1
Adrian Dantley*,SF,27,UTA,22,40.3,30.7,6.4,4.8,0.9,0.0,3.7,0.58,,0.58,0.58,0.847,1982-1983,24.4,0.661,26.1,3.8,0.5,4.3,0.232,6.0,-1.2,4.8,1.5
Brad Davis,PG,27,DAL,79,29.4,11.6,2.5,7.2,1.0,0.1,1.8,0.572,0.256,0.595,0.58,0.845,1982-1983,17.9,0.631,14.8,6.8,0.5,7.3,0.152,2.8,-0.8,2.0,2.3
Charles Davis,SF,24,WSB,74,15.7,7.6,2.9,1.0,0.4,0.3,1.2,0.47,0.2,0.475,0.472,0.629,1982-1983,13.1,0.489,23.7,-0.3,1.8,1.5,0.061,-1.5,0.1,-1.4,0.2
Johnny Davis,SG,27,ATL,53,27.6,12.9,2.4,5.9,0.8,0.1,2.2,0.455,0.278,0.461,0.459,0.796,1982-1983,16.8,0.521,21.9,2.3,1.2,3.5,0.113,1.8,-0.9,0.9,1.1
Walter Davis,SG,28,PHO,80,31.1,19.0,2.5,5.0,1.5,0.2,2.4,0.516,0.304,0.52,0.519,0.818,1982-1983,19.1,0.548,25.8,4.9,3.2,8.1,0.156,2.3,0.0,2.3,2.7
Darryl Dawkins,C,26,NJN,81,25.8,12.0,5.2,1.4,0.8,1.9,3.5,0.599,,0.599,0.599,0.646,1982-1983,13.2,0.619,20.0,0.0,4.0,4.0,0.092,-2.9,2.1,-0.8,0.6
James Donaldson,C,25,SEA,82,21.8,8.9,6.1,1.2,0.2,1.2,1.6,0.583,,0.583,0.583,0.688,1982-1983,15.6,0.615,16.2,2.5,2.6,5.1,0.138,0.0,0.8,0.9,1.3
John Drew,SF,28,UTA,44,27.4,21.2,5.3,2.2,0.8,0.2,3.1,0.474,0.0,0.477,0.474,0.755,1982-1983,19.6,0.552,31.7,2.1,0.9,3.0,0.119,1.8,-2.1,-0.3,0.5
Larry Drew,PG,24,KCK,75,35.9,20.1,2.8,8.1,1.7,0.1,3.6,0.492,0.125,0.497,0.493,0.82,1982-1983,18.1,0.545,23.7,5.1,2.1,7.2,0.128,2.4,-0.8,1.6,2.4
Mike Dunleavy,PG,28,SAS,79,20.5,7.8,1.7,5.5,0.9,0.1,2.0,0.418,0.345,0.462,0.483,0.779,1982-1983,14.0,0.53,18.2,2.1,1.0,3.1,0.093,0.7,-1.0,-0.3,0.7
T.R. Dunn,SG,27,DEN,82,32.2,7.6,7.5,2.3,1.8,0.3,1.4,0.482,,0.483,0.482,0.73,1982-1983,11.4,0.524,10.0,2.6,1.8,4.4,0.079,-0.1,0.2,0.1,1.4
John Duren,PG,24,IND,82,17.5,4.5,1.3,2.4,0.8,0.1,1.2,0.453,0.0,0.47,0.453,0.796,1982-1983,8.2,0.481,13.1,0.0,0.4,0.4,0.013,-3.8,-0.5,-4.3,-0.8
Mark Eaton,C,26,UTA,81,18.9,4.3,5.7,1.4,0.3,3.4,1.7,0.414,,0.415,0.414,0.656,1982-1983,11.0,0.447,13.6,-2.1,2.9,0.8,0.026,-4.8,4.3,-0.5,0.6
Jerry Eaves,PG,23,UTA,82,19.4,9.3,1.5,2.6,0.6,0.0,1.9,0.487,0.125,0.492,0.488,0.81,1982-1983,13.0,0.557,20.6,1.2,0.8,2.0,0.061,-1.0,-1.7,-2.7,-0.3
Franklin Edwards,PG,23,PHI,81,15.6,6.7,1.0,2.7,1.0,0.1,1.4,0.472,0.0,0.48,0.472,0.761,1982-1983,14.2,0.509,20.1,1.1,1.7,2.7,0.104,-0.8,0.9,0.1,0.7
James Edwards,C,27,TOT,31,21.5,10.5,5.0,1.3,0.4,0.6,1.6,0.487,,0.487,0.487,0.639,1982-1983,14.5,0.523,22.4,0.6,0.7,1.4,0.098,-1.5,-0.5,-2.0,0.0
Alex English*,SF,29,DEN,82,36.4,28.4,7.3,4.8,1.4,1.5,3.2,0.516,0.167,0.519,0.517,0.829,1982-1983,24.1,0.561,28.9,8.7,1.6,10.3,0.166,5.4,-0.8,4.6,5.0
Julius Erving*,SF,32,PHI,72,33.6,21.4,6.8,3.7,1.6,1.8,2.7,0.517,0.286,0.518,0.518,0.759,1982-1983,23.1,0.566,25.5,6.8,4.1,10.9,0.217,4.6,1.9,6.5,5.2
Mike Evans,SG,27,DEN,42,16.5,6.3,1.4,2.7,0.5,0.1,1.7,0.473,0.0,0.491,0.473,0.805,1982-1983,8.9,0.504,17.6,-0.3,0.1,-0.2,-0.01,-3.6,-1.8,-5.3,-0.6
Sleepy Floyd,PG,22,TOT,76,16.4,8.1,1.8,1.8,0.8,0.2,1.4,0.429,0.4,0.43,0.438,0.833,1982-1983,13.8,0.505,22.4,1.0,1.1,2.2,0.083,-0.6,-0.3,-0.9,0.3
Sleepy Floyd,PG,22,GSW,33,22.8,11.7,2.9,2.2,1.2,0.2,2.0,0.431,0.545,0.427,0.441,0.83,1982-1983,15.0,0.521,22.7,0.8,0.4,1.3,0.08,-0.1,-0.6,-0.8,0.2
Phil Ford,PG,26,TOT,77,20.9,6.8,1.3,3.8,0.7,0.0,1.7,0.479,0.111,0.486,0.48,0.789,1982-1983,10.4,0.525,16.2,0.7,1.6,2.4,0.07,-2.2,-0.4,-2.6,-0.3
Phil Ford,PG,26,MIL,70,20.7,6.8,1.4,3.6,0.7,0.0,1.6,0.471,0.125,0.478,0.472,0.796,1982-1983,10.6,0.519,16.4,0.7,1.4,2.2,0.072,-2.2,-0.4,-2.6,-0.2
World B. Free,SG,29,TOT,73,36.1,23.9,2.8,4.0,1.3,0.2,2.9,0.456,0.333,0.46,0.461,0.738,1982-1983,18.4,0.519,29.6,4.5,1.2,5.7,0.104,2.2,-1.2,1.1,2.0
World B. Free,SG,29,CLE,54,35.9,24.2,2.9,3.7,1.5,0.2,2.9,0.458,0.357,0.462,0.465,0.747,1982-1983,19.3,0.524,30.5,3.4,1.1,4.6,0.113,2.7,-0.6,2.1,2.0
Bill Garnett,C,22,DAL,75,18.8,6.3,5.4,1.4,0.6,0.9,1.1,0.533,,0.538,0.533,0.741,1982-1983,15.0,0.593,13.4,2.6,1.3,3.9,0.133,-0.2,0.9,0.7,1.0
George Gervin*,SG,30,SAS,78,36.3,26.2,4.6,3.4,1.1,0.9,3.2,0.487,0.364,0.49,0.491,0.853,1982-1983,20.5,0.561,29.1,7.6,1.8,9.4,0.159,2.9,-1.1,1.8,2.7
Artis Gilmore*,C,33,SAS,82,34.1,18.0,12.0,1.5,0.5,2.3,3.1,0.626,0.0,0.63,0.626,0.74,1982-1983,21.2,0.668,19.4,7.5,3.5,11.0,0.189,2.7,0.2,2.8,3.4
Mike Glenn,SG,27,ATL,73,15.4,7.3,1.2,1.7,0.4,0.1,0.7,0.518,,0.519,0.518,0.831,1982-1983,15.1,0.553,19.8,2.0,0.9,2.9,0.126,-0.2,0.2,0.0,0.6
Mike Gminski,C,23,NJN,80,15.7,7.5,4.8,0.8,0.4,1.5,1.6,0.5,,0.501,0.5,0.778,1982-1983,18.4,0.572,20.4,1.7,2.6,4.3,0.166,0.5,1.5,2.1,1.3
Rickey Green,PG,28,UTA,78,35.7,14.3,2.9,8.9,2.8,0.1,2.8,0.493,0.154,0.497,0.494,0.797,1982-1983,17.2,0.534,17.8,3.8,2.8,6.6,0.114,1.3,0.7,2.0,2.8
Dave Greenwood,PF,25,CHI,79,29.8,10.0,9.7,1.9,0.7,1.1,1.9,0.455,0.0,0.457,0.455,0.708,1982-1983,13.0,0.5,15.5,1.3,2.3,3.6,0.073,-1.0,-0.1,-1.1,0.5
Kevin Grevey,SF,29,WSB,41,18.4,7.2,1.2,1.2,0.4,0.2,0.7,0.388,0.395,0.387,0.413,0.783,1982-1983,9.5,0.458,19.3,0.2,0.8,1.0,0.064,-2.4,0.0,-2.4,-0.1
Paul Griffin,PF,29,SAS,53,18.0,3.3,4.1,1.6,0.6,0.5,1.3,0.517,,0.517,0.517,0.697,1982-1983,8.9,0.579,9.1,0.5,0.9,1.4,0.068,-1.8,1.2,-0.6,0.3
Darrell Griffith,SG,24,UTA,77,36.2,22.2,3.9,3.5,1.8,0.4,3.3,0.484,0.288,0.502,0.496,0.679,1982-1983,15.8,0.514,26.9,0.6,2.2,2.8,0.048,0.2,-1.1,-0.9,0.8
Ernie Grunfeld,SF,27,NYK,77,18.5,5.4,2.1,1.8,0.5,0.1,1.1,0.443,0.0,0.448,0.443,0.827,1982-1983,8.9,0.494,15.1,0.2,1.9,2.2,0.073,-2.8,1.0,-1.8,0.1
Bill Hanzlik,SF,25,DEN,82,18.9,6.1,2.9,3.3,0.9,0.2,1.8,0.428,0.143,0.433,0.429,0.781,1982-1983,10.6,0.493,15.6,0.3,0.7,1.0,0.03,-2.0,-0.4,-2.5,-0.2
Steve Hawes,PF,32,TOT,77,18.4,5.2,4.7,1.2,0.5,0.2,1.4,0.418,0.238,0.428,0.424,0.734,1982-1983,8.6,0.464,15.6,-1.0,2.0,1.0,0.035,-3.9,0.4,-3.5,-0.5
Steve Hawes,PF,32,ATL,46,18.7,5.0,5.0,1.3,0.6,0.2,1.6,0.373,0.143,0.387,0.377,0.742,1982-1983,8.0,0.424,16.7,-1.2,1.3,0.1,0.006,-4.7,0.5,-4.2,-0.5
Steve Hawes,PF,32,SEA,31,17.9,5.5,4.3,1.2,0.3,0.2,1.1,0.493,0.429,0.496,0.503,0.719,1982-1983,9.7,0.531,14.0,0.2,0.7,0.9,0.079,-2.8,0.3,-2.5,-0.1
Elvin Hayes*,PF,37,HOU,81,28.4,12.9,7.6,2.0,0.6,1.0,2.5,0.476,,0.476,0.478,0.683,1982-1983,14.7,0.515,21.1,0.6,1.8,2.4,0.05,-0.7,-0.7,-1.4,0.4
Steve Hayes,C,27,CLE,65,16.3,3.6,3.6,0.6,0.3,0.6,0.8,0.479,,0.481,0.479,0.569,1982-1983,8.2,0.495,11.5,0.4,0.8,1.2,0.055,-4.1,0.3,-3.8,-0.5
Spencer Haywood*,PF,33,WSB,38,20.4,8.2,4.8,0.8,0.3,0.7,1.8,0.401,,0.402,0.401,0.724,1982-1983,10.0,0.447,22.3,-0.8,1.2,0.4,0.025,-4.1,-0.5,-4.6,-0.5
Gerald Henderson,PG,27,BOS,82,18.9,8.2,1.5,2.4,1.2,0.0,1.6,0.463,0.188,0.47,0.465,0.722,1982-1983,12.1,0.496,20.3,0.5,1.8,2.3,0.073,-2.1,0.6,-1.5,0.2
Tom Henderson,SG,31,HOU,51,15.5,5.1,1.4,2.7,0.7,0.0,1.0,0.407,,0.41,0.407,0.789,1982-1983,11.5,0.45,17.1,0.0,0.3,0.4,0.022,-2.1,-0.5,-2.6,-0.1
Rod Higgins,SF,23,CHI,82,26.8,10.3,4.5,2.1,0.8,0.8,1.5,0.448,0.317,0.457,0.458,0.792,1982-1983,12.7,0.521,16.6,2.7,1.2,3.8,0.083,-0.1,-0.3,-0.4,0.9
Craig Hodges,SG,22,SDC,76,26.6,9.9,1.6,3.6,1.1,0.1,2.1,0.452,0.222,0.485,0.466,0.723,1982-1983,10.3,0.493,17.7,0.6,0.2,0.8,0.018,-1.9,-1.7,-3.5,-0.8
Lionel Hollins,PG,29,SDC,56,32.9,13.5,2.3,6.7,2.0,0.3,3.5,0.437,0.143,0.445,0.439,0.721,1982-1983,12.8,0.476,21.0,-0.2,0.8,0.6,0.016,-1.1,-1.2,-2.3,-0.1
Phil Hubbard,SF,26,CLE,82,23.8,9.5,5.7,1.1,1.1,0.1,1.9,0.482,,0.484,0.482,0.689,1982-1983,13.9,0.536,19.0,1.6,1.8,3.4,0.084,-1.0,-0.3,-1.3,0.4
Geoff Huston,PG,25,CLE,80,34.0,12.2,2.0,6.1,0.9,0.1,2.4,0.482,0.333,0.484,0.484,0.686,1982-1983,12.6,0.518,17.6,2.4,1.0,3.4,0.06,-0.6,-1.3,-1.9,0.0
Marc Iavaroni,PF,26,PHI,80,20.2,5.1,4.1,1.0,0.4,0.6,1.7,0.462,,0.464,0.462,0.69,1982-1983,7.3,0.502,13.2,-0.6,2.1,1.5,0.045,-3.5,0.5,-3.1,-0.4
Dan Issel*,C,34,DEN,80,30.4,21.6,7.5,2.8,1.0,0.5,2.2,0.51,0.211,0.514,0.512,0.835,1982-1983,21.6,0.573,25.5,6.8,1.5,8.4,0.165,3.2,-1.2,2.1,2.5
Tracy Jackson,SG,23,CHI,78,16.8,6.3,2.3,1.3,0.8,0.1,1.1,0.467,0.154,0.477,0.469,0.73,1982-1983,11.9,0.511,16.7,1.0,0.7,1.7,0.062,-1.1,-0.1,-1.2,0.3
Clemon Johnson,C,26,TOT,83,23.1,8.5,6.3,1.7,0.8,1.1,1.5,0.515,,0.516,0.515,0.617,1982-1983,15.3,0.537,16.1,2.1,2.2,4.3,0.109,0.2,0.5,0.7,1.3
Clemon Johnson,C,26,IND,51,23.8,9.7,6.3,2.3,1.0,1.2,1.7,0.521,,0.523,0.521,0.631,1982-1983,16.8,0.545,17.5,1.5,1.1,2.5,0.1,0.7,0.6,1.3,1.0
Clemon Johnson,C,26,PHI,32,21.8,6.8,6.4,0.8,0.5,0.9,1.1,0.5,,0.5,0.5,0.586,1982-1983,12.8,0.52,13.8,0.7,1.1,1.8,0.125,-0.8,0.4,-0.4,0.3
Dennis Johnson*,PG,28,PHO,77,33.1,14.2,4.4,5.0,1.3,0.5,2.6,0.462,0.161,0.473,0.465,0.791,1982-1983,14.8,0.534,19.6,3.0,3.6,6.6,0.125,0.3,0.6,0.9,1.9
Eddie Johnson,SG,27,ATL,61,29.7,16.0,2.0,5.2,1.0,0.1,2.6,0.453,0.341,0.459,0.462,0.785,1982-1983,16.0,0.508,25.7,1.6,1.5,3.0,0.081,0.8,-1.1,-0.3,0.8
Eddie Johnson,SF,23,KCK,82,35.8,19.8,6.1,2.6,0.9,0.2,2.2,0.494,0.282,0.506,0.501,0.779,1982-1983,15.9,0.537,22.2,5.3,2.1,7.4,0.121,1.6,-1.3,0.2,1.7
Frank Johnson,PG,24,WSB,68,34.2,12.5,2.6,8.1,1.6,0.1,3.5,0.408,0.23,0.423,0.417,0.751,1982-1983,12.9,0.473,20.3,-0.4,3.3,3.0,0.061,-0.9,0.2,-0.7,0.8
George Johnson,SF,26,IND,82,28.0,11.6,6.6,2.7,0.9,0.6,3.0,0.477,0.184,0.49,0.481,0.733,1982-1983,12.7,0.509,20.1,-0.4,1.4,1.0,0.021,-1.7,-0.9,-2.7,-0.4
Magic Johnson*,SG,23,LAL,79,36.8,16.8,8.6,10.5,2.2,0.6,3.8,0.548,0.0,0.56,0.548,0.8,1982-1983,23.0,0.603,19.0,8.8,3.8,12.5,0.207,5.4,1.8,7.2,6.8
Marques Johnson,SF,26,MIL,80,35.7,21.4,7.0,4.5,1.3,0.7,2.5,0.509,0.2,0.514,0.511,0.735,1982-1983,21.1,0.543,25.7,6.6,4.1,10.7,0.18,4.2,0.4,4.5,4.7
Mickey Johnson,PF,30,TOT,78,26.3,14.1,6.3,3.3,1.1,0.6,3.1,0.425,0.083,0.438,0.426,0.821,1982-1983,15.8,0.504,25.5,1.2,2.9,4.1,0.095,-0.4,0.3,-0.2,0.9
Mickey Johnson,PF,30,NJN,42,23.8,13.4,5.3,3.4,1.3,0.5,2.9,0.401,0.118,0.411,0.403,0.816,1982-1983,16.1,0.483,27.7,0.3,2.0,2.3,0.111,-0.4,1.2,0.8,0.7
Mickey Johnson,PF,30,GSW,30,30.0,15.5,8.2,3.3,0.8,0.8,3.5,0.451,0.059,0.471,0.453,0.829,1982-1983,16.5,0.537,23.5,0.9,0.7,1.7,0.088,0.0,-0.6,-0.6,0.3
Reggie Johnson,SF,25,TOT,79,19.5,7.5,3.7,0.9,0.3,0.5,1.3,0.485,0.25,0.487,0.486,0.731,1982-1983,10.5,0.521,16.9,0.9,1.5,2.4,0.074,-2.2,-0.4,-2.6,-0.2
Reggie Johnson,SF,25,KCK,50,19.8,8.6,4.0,1.0,0.4,0.5,1.4,0.501,0.25,0.504,0.503,0.73,1982-1983,12.2,0.539,18.1,1.0,0.8,1.8,0.087,-1.4,-0.7,-2.0,0.0
Reggie Johnson,SF,25,PHI,29,18.9,5.5,3.1,0.8,0.3,0.6,1.2,0.448,,0.448,0.448,0.733,1982-1983,7.4,0.478,14.6,-0.1,0.6,0.6,0.05,-3.6,0.0,-3.6,-0.2
Steve Johnson,C,25,KCK,79,19.5,11.7,5.0,1.2,0.5,1.1,2.3,0.624,,0.624,0.624,0.574,1982-1983,18.1,0.629,22.8,2.5,1.9,4.4,0.137,-0.2,0.7,0.5,1.0
